time_s,j_water_kg_m2_s,T_surface_C,latent_W_m2,convective_W_m2,mean_T_C,mean_T0_C,cum_conv_J,cum_latent_J,energy_balance_J,max_linear_backward_error,max_scaled_residual
0,0.00046758386478873242,28,1138.3516221827606,0,27.999999999999932,27.999999999999932,0,0,0,0,0
1,0.0004616190210350645,26.570306445484331,1125.3941092321732,35.962338862891663,27.948141737850698,28.000005071761048,0.75678080747689191,35.490799354047105,1.5563895706913889e-10,1.5308677685420484e-16,1.0661674123910048e-14
2,0.00045917233729300319,25.999149579969583,1120.0508243718436,50.461260500760474,27.897535593616102,28.000020143745481,2.1279433951471369,70.757327493221524,3.402450026263975e-10,1.5308677685420484e-16,1.0661674123910048e-14
3,0.00045730453877853363,25.56908963274196,1115.9608410739081,61.432759181450969,27.847732897350383,28.000045077829185,3.8917207590976544,105.87833095929054,6.5698084783604423e-10,1.5308677685420484e-16,1.0661674123910048e-14
4,0.00045573628326419025,25.212007768902993,1112.5195075026938,70.579805777425179,27.798573657491257,28.000079772407663,5.9690513994489747,140.88190860919528,9.720046291950874e-10,1.5308677685420484e-16,1.0661674123910048e-14
5,0.00045435943995126638,24.901526634818836,1109.4927658152471,78.561834129529018,27.749965462692003,28.000124143116455,8.3142788648465267,175.78429996145164,1.2874665522350146e-09,1.5308677685420484e-16,1.0661674123910048e-14
6,0.00045311854941625795,24.624122213346659,1106.7605579401536,85.716944666333546,27.70184599440995,28.000178116383296,10.896621694877085,210.59646373993596,1.5996256382007525e-09,1.5308677685420484e-16,1.0661674123910048e-14
7,0.00045198066620917164,24.371762888193128,1104.2515575867703,92.245927795171752,27.654169527294215,28.00024162623329,13.69349962750708,245.3264459534989,1.9083014552950637e-09,1.5308677685420484e-16,1.0661674123910048e-14
8,0.00045092432499478077,24.13921708002966,1101.9192887819629,98.279572999258491,27.606900651722157,28.000314612421036,16.687430478109707,279.98048134211234,2.2195660991836654e-09,1.5308677685420484e-16,1.0661674123910048e-14
9,0.00044993465706527429,23.922851799743054,1099.731567168863,103.90870500642366,27.560010891238612,28.000397019220806,19.864359396185787,314.56358823000159,1.9670022167190145e-09,1.5308677685420484e-16,1.0661674123910048e-14
10,0.00044900075474804338,23.720022825535075,1097.6647572307863,109.19942936162315,27.513476701854092,28.00048879459731,23.212668259655853,349.0799179666007,1.7200080242621213e-09,1.5308677685420484e-16,1.0661674123910048e-14
11,0.00044811442757339797,23.52873447718385,1095.7011219635167,114.2016380704037,27.467278195618697,28.000589889593844,26.722544014073453,383.53297819884438,1.4686948914408563e-09,1.5308677685420484e-16,1.0661674123910048e-14
12,0.00044726931198906135,23.347436720527032,1093.8268794113287,118.95408198682426,27.421398281759494,28.000700257879483,30.38555568178889,417.92578513609072,1.2234739313283506e-09,1.5308677685420484e-16,1.0661674123910048e-14
13,0.00044646034723165454,23.174897229759576,1092.0310681773574,123.48756925601059,27.375822067589109,28.000819855393992,34.194358236988144,452.26096868916142,9.7792920982251718e-10,1.5308677685420484e-16,1.0661674123910048e-14
14,0.00044568342999328473,23.010117112211852,1090.3047999018966,127.82707219470365,27.330536425026338,28.000948640067765,38.142478359647711,486.54084856354973,7.3665390094838381e-10,1.5308677685420484e-16,1.0661674123910048e-14
