disk_sides,epsilon_deg,reading_bin_deg,radius_upper_m,candidate_still_valid
180,1.0,0.2,127.2554346298445,True
360,1.0,0.2,127.21917423294346,True
720,1.0,0.2,127.21917423294346,True
360,1.0,0.5,130.61685738540132,True
360,1.0,0.1,124.86422616652412,True
360,1.0,0.05,123.92751411603851,True
360,1.005,0.05,124.43527100827552,True
360,0.5,0.05,68.54742516312675,True
360,1.5,0.05,170.78285289784534,True
