time_s,j_water_kg_m2_s,T_surface_C,latent_W_m2,convective_W_m2,mean_T_C,mean_T0_C,cum_conv_J,cum_latent_J,energy_balance_J,max_linear_backward_error,max_scaled_residual
0,0.00020000000000000001,28,486.90800000000002,486.90800000000002,28,28,0,0,0,0,0
1,0.00020000000000000001,27.999999999999993,486.90800000000002,486.90800000000019,27.999999999999989,28.022358685452794,15.29666595774111,15.29666595774111,-5.3098165556832499e-13,1.732541050972637e-16,1.1306401805388476e-14
2,0.00020000000000000001,27.999999999999993,486.90800000000002,486.90800000000019,27.999999999999989,28.044319821102047,30.593331915483336,30.593331915483336,-5.3656224516513879e-13,1.732541050972637e-16,1.1306401805388476e-14
3,0.00020000000000000001,28.000000000000011,486.90800000000002,486.90799999999979,28.000000000000004,28.066027273116852,45.889997873224139,45.889997873224139,2.9175202516662984e-13,1.732541050972637e-16,1.2749342145160739e-14
4,0.00020000000000000001,28.000000000000011,486.90800000000002,486.90799999999979,28.000000000000004,28.087532161947635,61.186663830965962,61.186663830965962,3.0012290956185058e-13,1.732541050972637e-16,1.2749342145160739e-14
5,0.00020000000000000001,28.000000000000011,486.90800000000002,486.90799999999979,28.000000000000004,28.108863704516722,76.48332978870819,76.48332978870819,3.0849379395707127e-13,2.0238475315271789e-16,1.2749342145160739e-14
6,0.00020000000000000001,28.000000000000011,486.90800000000002,486.90799999999979,28.000000000000004,28.130041594524972,91.779995746450425,91.779995746450425,3.1686467835229201e-13,2.0238475315271789e-16,1.2749342145160739e-14
7,0.00020000000000000001,28.000000000000011,486.90800000000002,486.90799999999979,28.000000000000004,28.151080276133516,107.07666170419265,107.07666170419265,3.2523556274751269e-13,2.0238475315271789e-16,1.2749342145160739e-14
8,0.00020000000000000001,28.000000000000011,486.90800000000002,486.90799999999979,28.000000000000004,28.17199093095741,122.37332766193487,122.37332766193487,3.3360644714273343e-13,2.0238475315271789e-16,1.2749342145160739e-14
9,0.00020000000000000001,28.000000000000014,486.90800000000002,486.90799999999967,28,28.192781894509995,137.66999361967567,137.66999361967567,-2.0837480121145992e-12,2.0238475315271789e-16,1.2749342145160739e-14
10,0.00020000000000000001,28.000000000000014,486.90800000000002,486.90799999999967,28,28.213461323020972,152.96665957741646,152.96665957741646,-2.0725868329209712e-12,2.0238475315271789e-16,1.2749342145160739e-14
