time_s,steps,total_picard,max_picard,max_scaled_nonlinear_residual,max_residual_ratio,max_linear_backward_error,cumulative_heat_balance,cumulative_water_balance,min_T,max_T,min_C,max_C
0,0,0,0,0,0,0,0,0,28,28,2.5499999999999998,2.5499999999999998
1,4,16,4,9.7639542411383319e-16,0.00027504096453910787,1.3398715917719434e-16,5.3616852711130258e-12,-4.8555501956862725e-21,27.99999999999994,28.000201253628493,2.5239530465157305,2.5500000000000016
2,8,32,4,9.7639542411383319e-16,0.00027504096453910787,2.0105396126925019e-16,1.0671595985362048e-11,-1.6874484496081765e-20,27.999999999999897,28.000546074174839,2.5086501158564705,2.5500000000000016
3,12,48,4,9.7639542411383319e-16,0.00027504096453910787,2.0105396126925019e-16,1.6174267654378571e-11,-2.4633438641829164e-20,27.999999999999865,28.000986756323929,2.4975596739251094,2.5500000000000016
4,16,64,4,9.7639542411383319e-16,0.00027504096453910787,2.0105396126925019e-16,2.0822479591259269e-11,-2.9432740555861831e-20,27.999999999999858,28.001504620023503,2.4885447654233639,2.5500000000000016
5,20,80,4,9.7639542411383319e-16,0.00027504096453910787,2.0184025221144649e-16,2.5695822639809629e-11,-2.0821790379184813e-20,27.999999999999858,28.002088723387693,2.4807648037902799,2.5500000000000016
6,24,96,4,9.7639542411383319e-16,0.00027504096453910787,2.020322713641031e-16,3.0527052673895438e-11,-3.246518468148123e-20,27.999999999999858,28.002731639765855,2.4738213378077876,2.5500000000000016
7,28,112,4,9.7639542411383319e-16,0.00027504096453910787,2.020322713641031e-16,3.5337767868154346e-11,-3.4885515153811389e-20,27.999999999999858,28.003427899427276,2.4674936192241841,2.5500000000000016
8,32,128,4,9.7639542411383319e-16,0.00027504096453910787,2.020322713641031e-16,4.0089653385172452e-11,-2.2049326408213506e-20,27.999999999999858,28.004173256248979,2.4616444986535293,2.5500000000000016
9,36,144,4,9.7639542411383319e-16,0.00027504096453910787,2.020322713641031e-16,4.5006156353805116e-11,-2.0355260513704905e-20,27.999999999999858,28.004964290018307,2.4561816356411774,2.5500000000000016
10,40,160,4,9.7639542411383319e-16,0.00027504096453910787,2.020322713641031e-16,5.0309525208985795e-11,-1.1160320824565449e-20,27.999999999999858,28.005798169257208,2.4510392058289936,2.5500000000000016
11,44,176,4,9.7639542411383319e-16,0.00027504096453910787,2.020322713641031e-16,5.4945754109775313e-11,-1.0131308142549483e-20,27.999999999999858,28.006672499728527,2.4461682659994386,2.5500000000000016
12,48,192,4,9.7639542411383319e-16,0.00027504096453910787,2.020322713641031e-16,6.0428111733207279e-11,-9.4315133443296215e-21,27.999999999999858,28.007585222492228,2.4415312252973242,2.5500000000000016
13,52,208,4,9.7639542411383319e-16,0.00027504096453910787,2.020322713641031e-16,6.6283218063539762e-11,-4.1276312566396081e-21,27.999999999999858,28.00853454242991,2.437098457369316,2.5500000000000016
14,56,224,4,9.7639542411383319e-16,0.00027504096453910787,2.020322713641031e-16,7.181028818456503e-11,5.8779454328018147e-21,27.999999999999858,28.009518876439394,2.432846115438497,2.5500000000000016
15,60,240,4,9.7639542411383319e-16,0.00027504096453910787,2.020322713641031e-16,7.7893668511824776e-11,2.5209156348166071e-20,27.999999999999858,28.010536814840997,2.4287546643651172,2.5500000000000016
16,64,256,4,9.7639542411383319e-16,0.00027504096453910787,2.020322713641031e-16,8.32299259893865e-11,2.7091819422336762e-20,27.999999999999858,28.011587091954695,2.4248078607827952,2.5500000000000016
17,68,272,4,1.0045910501488267e-15,0.00028298339440812009,2.0345059643219862e-16,8.8999550350993273e-11,3.4926874184439041e-20,27.999999999999858,28.012668563222945,2.4209920243592622,2.5500000000000016
18,72,288,4,1.0045910501488267e-15,0.00028298339440812009,2.0345059643219862e-16,9.4149802103843383e-11,3.574909171331675e-20,27.999999999999858,28.013780187117909,2.4172955044731546,2.5500000000000016
19,76,304,4,1.0045910501488267e-15,0.00028298339440812009,2.0345059643219862e-16,9.9480260400824916e-11,3.5411602023395115e-20,27.999999999999858,28.014921010618576,2.4137082817595581,2.5500000000000016
20,80,320,4,1.0156705726222672e-15,0.00028610438665415967,2.0345059643219862e-16,1.0584326080517736e-10,2.9302046019078452e-20,27.999999999999858,28.016090157400239,2.4102216650009023,2.5500000000000016
21,84,336,4,1.0156705726222672e-15,0.00028610438665415967,2.0345059643219862e-16,1.1200963030352784e-10,2.906381800266318e-20,27.999999999999858,28.017286818117999,2.4068280568539677,2.5500000000000016
22,88,352,4,1.0156705726222672e-15,0.00028610438665415967,2.0345059643219862e-16,1.1721675323081437e-10,3.825710333057753e-20,27.999999999999858,28.018510242329704,2.4035207702051293,2.5500000000000016
23,92,368,4,1.0156705726222672e-15,0.00028610438665415967,2.0396040191286783e-16,1.2287089011173147e-10,5.0285963798323658e-20,27.999999999999876,28.019759731719052,2.400293882382269,2.5500000000000016
24,96,384,4,1.0156705726222672e-15,0.00028610438665415967,2.0396040191286783e-16,1.2913394615773899e-10,3.6668916554475717e-20,27.99999999999994,28.021034634361648,2.3971421180957093,2.5500000000000016
25,100,400,4,1.0156705726222672e-15,0.00028610438665415967,2.0409802453035313e-16,1.3491141493890413e-10,5.0788889610755899e-20,28.000000000000096,28.022334339836227,2.3940607544741765,2.5500000000000016
26,104,416,4,1.0227051658597514e-15,0.00028808596221401435,2.0423486807233636e-16,1.4060766743637099e-10,3.1270735876954658e-20,28.000000000000462,28.023658275027461,2.3910455433005628,2.5500000000000016
27,108,432,4,1.0227051658597514e-15,0.00028808596221401435,2.0423486807233636e-16,1.4599863635764154e-10,3.0708253060418599e-20,28.000000000001226,28.025005900499373,2.3880926467851507,2.5500000000000016
28,112,448,4,1.0227051658597514e-15,0.00028808596221401435,2.0423486807233636e-16,1.5144675747855163e-10,4.3020009297657863e-20,28.000000000002714,28.026376707343442,2.385198584101746,2.5500000000000016
29,116,464,4,1.0487938656421437e-15,0.0002954348917301812,2.0423486807233636e-16,1.5689861172438202e-10,6.3266081970505769e-20,28.0000000000055,28.027770214424297,2.3823601865604167,2.5500000000000016
