time_s,j_water_kg_m2_s,T_surface_C,latent_W_m2,convective_W_m2,mean_T_C,mean_T0_C,cum_conv_J,cum_latent_J,energy_balance_J,max_linear_backward_error,max_scaled_residual
0,0.00020000000000000001,30.810109667147191,485.57600801777227,416.65525832132022,31.85776685329127,28,0,0,0,0,0
1,0.00020000000000000001,30.807751877298507,485.57712561016058,416.71420306753737,31.854535529749072,28.022384974467275,13.090537471112807,15.254837761634512,-1.6250219123181454e-10,1.9214052381148015e-16,1.9327347084038753e-14
2,0.00020000000000000001,30.805398439096813,485.57824113986811,416.77303902257972,31.851306915443551,28.044357004993337,26.182924625219787,30.509710593258585,-3.3341344266951942e-10,1.9214052381148015e-16,2.0706954607744298e-14
3,0.00020000000000000001,30.803047401372545,485.57935553174946,416.83181496568642,31.84808100705985,28.066072678871446,39.277159199063753,45.764618451960885,-3.9722150083469344e-10,1.9214052381148015e-16,2.0977829499268633e-14
4,0.00020000000000000001,30.800698550996408,485.5804688868277,416.89053622508982,31.844857801982421,28.08758422151169,52.373239407011511,61.019561303885823,-4.5348165897593e-10,1.9214052381148015e-16,2.0977829499268633e-14
5,0.00020000000000000001,30.798351806286739,485.58158124382015,416.94920484283153,31.841637297747802,28.108921440373113,65.471163567214134,76.274539117145494,-5.2194162905155583e-10,1.9214052381148015e-16,2.0977829499268633e-14
6,0.00020000000000000001,30.796007124945227,485.58269262277599,417.00782187636935,31.838419491960344,28.130104323005334,78.57093004403923,91.529551860728333,-5.7794654061627256e-10,1.9214052381148015e-16,2.0977829499268633e-14
7,0.00020000000000000001,30.793664481308287,485.58380303585989,417.06638796729283,31.835204382262194,28.151147484955857,91.672537227735432,106.78459950411352,-6.3798783159866595e-10,1.9214052381148015e-16,2.0977829499268633e-14
8,0.00020000000000000001,30.791323858136522,485.58491249124336,417.12490354658701,31.83199196631973,28.172062218102781,104.7759835250644,122.03968201709316,-6.9649967044550438e-10,1.9214052381148015e-16,2.0977829499268633e-14
9,0.00020000000000000001,30.78898524298048,485.58602099482727,417.18336892548803,31.828782241816267,28.19285758701572,117.88126735425536,137.29479936967684,-6.7572326617163525e-10,1.9214052381148015e-16,2.0977829499268633e-14
10,0.00020000000000000001,30.786648626343585,485.58712855111315,417.24178434141044,31.825575206447432,28.213541076377343,130.98838714212903,152.54995153203723,-6.579123348914855e-10,1.9214052381148015e-16,2.0977829499268633e-14
