time_s,j_water_kg_m2_s,T_surface_C,latent_W_m2,convective_W_m2,mean_T_C,mean_T0_C,cum_conv_J,cum_latent_J,energy_balance_J,max_linear_backward_error,max_scaled_residual
0,0.00046758386478873242,28,1138.3516221827606,0,27.999999999999986,27.999999999999986,0,0,0,0,0
1,0.0004616190210350645,26.570302836246945,1125.3941131808126,35.962429093826302,27.948141743114903,28.00000507176054,0.75678665661393962,35.490801679097792,2.0316954148432897e-09,1.5313762260209938e-16,1.0661674123910048e-14
2,0.00045917233729300319,25.999147166829584,1120.0508269979152,50.461320829260444,27.897535602168777,28.000020143745889,2.1279515397835564,70.757329913457781,4.3438039912400103e-09,1.532463776311612e-16,1.0661674123910048e-14
3,0.00045730453877853363,25.569087781988245,1115.9608430797769,61.432805450293856,27.847732908433809,28.000045077825256,3.8917306399190377,105.87833341950005,3.6214900556114966e-09,1.532463776311612e-16,1.0661674123910048e-14
4,0.00045573628326419025,25.212006226487873,1112.5195091686485,70.579844337803181,27.798573670570033,28.000079772399182,5.9690626561598492,140.8819111078258,2.8896138778051439e-09,1.532463776311612e-16,1.0661674123910048e-14
5,0.00045435943995126638,24.901525296791998,1109.4927672560771,78.561867580199959,27.749965477451401,28.000124143102937,8.314291284102838,175.78430249582101,2.1184421690956355e-09,1.532463776311612e-16,1.0661674123910048e-14
6,0.00045311854941625795,24.624121024276239,1106.7605592170855,85.716974393094063,27.701846010635805,28.000178116364296,10.896635130405002,210.59646630738385,1.3289781978034576e-09,1.532463776311612e-16,1.0661674123910048e-14
7,0.00045198066620917164,24.371761814106502,1104.2515587373255,92.245954647337399,27.654169544827745,28.00024162620862,13.693513970679621,245.32644855162326,5.6976340913601367e-10,1.532463776311612e-16,1.0661674123910048e-14
8,0.00045092432499478077,24.139216098228435,1101.9192898312049,98.279597544289118,27.606900670439909,28.000314612390639,16.687445644056165,279.98048396879068,-1.9070510476262844e-10,1.532463776311612e-16,1.0661674123910048e-14
9,0.00044993465706527429,23.922850934879339,1099.7315680911061,103.90872662801654,27.560010911438962,28.000397019189592,19.864375505444553,314.5635908087433,1.3753131683508702e-09,1.532463776311612e-16,1.0661674123910048e-14
10,0.00044900075474804338,23.720022047088904,1097.6647580591557,109.19944882277744,27.513476723355296,28.000488794565051,23.212685199188343,349.07992050610329,2.9271976827449571e-09,1.532463776311612e-16,1.0661674123910048e-14
11,0.00044811442757339797,23.528733765606603,1095.701122719234,114.20165585983489,27.467278218282576,28.000589889560455,26.722561698050658,383.53298070581945,4.4695710849334679e-09,1.532463776311612e-16,1.0661674123910048e-14
12,0.00044726931198906135,23.347436062626858,1093.8268801087213,118.9540984343286,27.421398305477357,28.000700257844439,30.38557404260381,417.92578761581774,6.0030306505975088e-09,1.532463776311612e-16,1.0661674123910048e-14
13,0.00044646034723165454,23.17489661622556,1092.0310688265442,123.487584594361,27.375822092272582,28.000819855357015,34.194377219797339,452.26097114586179,7.5266454894341388e-09,1.532463776311612e-16,1.0661674123910048e-14
14,0.00044568342999328473,23.010116536217676,1090.3048005103019,127.82708659455801,27.330536450602303,28.000948640028767,38.14249791888998,486.5408510006468,9.0462425871503795e-09,1.532463776311612e-16,1.0661674123910048e-14
15,0.00044493517855239426,22.852272817901707,1088.6407492365329,131.99317955245729,27.285529694529632,28.001086571552626,42.224175164272189,520.76749329943391,1.055633727053311e-08,1.532463776311612e-16,1.0661674123910048e-14
16,0.00044421276673202345,22.700677841109602,1087.0327920622524,136.00305397226001,27.240791334698812,28.001233611196991,46.434238972269732,554.9427536986376,1.2053005600325359e-08,1.532463776311612e-16,1.0661674123910048e-14
