time_s,C_0,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,C_10,C_11,C_12,C_13,C_14,C_15,C_16,C_17,C_18,C_19,C_20
0,1.1000000000000001,1.1002500000000002,1.101,1.1022500000000002,1.1040000000000001,1.1062500000000002,1.109,1.1122500000000002,1.1160000000000001,1.1202500000000002,1.125,1.13025,1.1360000000000001,1.14225,1.149,1.15625,1.1640000000000001,1.17225,1.181,1.19025,1.2000000000000002
1,1.0990049770481234,1.0992524861209798,1.0999950234962987,1.1012325857884995,1.102965172997578,1.1051927851235313,1.1079154221663712,1.1111330841260869,1.114845771002686,1.1190534827961653,1.1237562195065247,1.1289539811337601,1.1346467676778842,1.1408345791388872,1.1475174155167702,1.1546952768115339,1.1623681630231864,1.170536074151725,1.1791990101971417,1.1883569711594446,1.1980125116420417
2,1.0980198530245238,1.0982648976684914,1.0990000466734577,1.1002252950150908,1.101940642693366,1.104146089708298,1.1068416360598849,1.1100272817481265,1.1137030267730119,1.1178688711345544,1.1225248148327556,1.1276708578675994,1.1333070002391106,1.1394332419472677,1.1460495829920883,1.15315602337356,1.1607525630916902,1.1688392021464915,1.1774159405379534,1.186482778266067,1.1960440416904206
3,1.0970445304092442,1.0972871358851284,1.098014970035273,1.0992280269521815,1.1009263066358572,1.1031098090862992,1.1057785343035103,1.1089324822874949,1.1125716530382337,1.1166960465557465,1.1213056628400249,1.1264005018910699,1.1319805637088933,1.1380458482934839,1.144596355644846,1.1516320857629847,1.1591530386478963,1.1671592142995908,1.1756506127180648,1.1846272339035444,1.1940947315186889
4,1.0960789120753605,1.0963191029940265,1.0970396950733647,1.0982406818722554,1.0999220633907145,1.1020838396287311,1.1047260105863197,1.1078485762634727,1.1114515366601738,1.1155348917764394,1.1200986416122771,1.1251427861676697,1.1306673254426465,1.1366722594371805,1.1431575881512859,1.1501233115849638,1.1575694297382129,1.1654959426110416,1.1739028502034539,1.1827901525176503,1.192164561237292
5,1.0951229016330664,1.0953607021910901,1.0960741242594296,1.0972631610399852,1.0989278125327826,1.1010680787378027,1.1036839596550589,1.1067754552845546,1.1103425656262604,1.1143852906802014,1.1189036304463815,1.1238975849247861,1.1293671541154433,1.1353123380183292,1.1417331366334507,1.1486295499608294,1.1560015780004351,1.1638492207522944,1.1721724782164127,1.180971350404445,1.1902534323584615
6,1.0941764035581651,1.0944118376354393,1.0951181610355787,1.0962953667024711,1.0979434546361364,1.1000624248365718,1.1026522773037699,1.1057130120377452,1.1092446290384657,1.1132471283059593,1.1177205098402236,1.1226647736412552,1.128079919709069,1.1339659480436572,1.1403228586450167,1.1471506515131633,1.1544493266480826,1.1622188840497891,1.1704593237182974,1.1791706456965905,1.1883612073815448
7,1.093239323237537,1.0934724144398442,1.0941717098046955,1.0953372020794778,1.0969688912641826,1.0990667773588094,1.1016308603633622,1.104661140277837,1.1081576171022203,1.1121202908365282,1.1165491614807654,1.121444229034922,1.126805493499015,1.1326329548730429,1.1389266131569984,1.1456864683508963,1.1529125204547279,1.1606047694684989,1.1687632153922309,1.1773878583499418,1.1864877291607656
8,1.0923115669820933,1.0925423386611981,1.093234675920876,1.0943885713537429,1.0960040249597625,1.0980810367389473,1.1006196066912841,1.1036197348167875,1.1070814211154232,1.1110046655872192,1.1153894682321859,1.1202358290503083,1.1255437480415982,1.1313132252060611,1.137544260543683,1.1442368540544909,1.1513910057384626,1.1590067155956141,1.1670839836259708,1.1756228101292363,1.1846328306249196
9,1.0913930420250439,1.0916215172894042,1.092306965678175,1.0934493796596114,1.0950487592336269,1.0971051044002338,1.0996184151594224,1.1025886915112035,1.1060159334555479,1.1099001409924811,1.1142413141220113,1.1190394528441272,1.1242945571588387,1.1300066270661508,1.1361756625660524,1.1428016636585729,1.149884630343684,1.1574245626214068,1.1654214604917628,1.1738753245886724,1.1827963397977663
10,1.0904836565220217,1.0907098582433525,1.0913884863065848,1.0925195330789401,1.0941029985602433,1.0961388827505032,1.0986271856497163,1.101567907257889,1.1049610475749942,1.1088066066010571,1.1131045843360852,1.1178549807800666,1.1230577959330112,1.1287130297949302,1.1348206823658058,1.1413807536456713,1.1483932436344995,1.1558581523323066,1.16377547973912,1.1721452270637689,1.1809780824924141
