w,x_global,y_global,J,P_finish,P_onsite,F,probability_residual,distance_K1
0.5,1459.22154345624,467.722048423549,12.287975315263,1.00000000000003,0.0,0.307199382881575,2.97539770599542e-14,267.40708100916
