r_m,C_kg_kg
0,1.1999175064543979
6.2500000000000001e-05,1.1999158955847178
0.000125,1.1999110630102838
0.0001875,1.1999030088487885
0.00025000000000000001,1.1998917332950456
0.00031250000000000001,1.1998772366216499
0.00037500000000000001,1.19985951917906
0.00043750000000000001,1.1998385813955663
0.00050000000000000001,1.1998144237772899
0.00056250000000000007,1.1997870469081866
0.00062500000000000001,1.1997564514500312
0.00068749999999999996,1.1997226381423789
0.00075000000000000002,1.1996856078025608
0.00081250000000000007,1.1996453613256699
0.00087500000000000002,1.1996018996845124
0.00093749999999999997,1.1995552239296052
0.001,1.1995053351891272
0.0010625000000000001,1.1994522346689114
0.0011250000000000001,1.1993959236524045
0.0011875,1.1993364035006224
0.00125,1.1992736756521278
0.0013125000000000001,1.1992077416229916
0.0013749999999999999,1.1991386030067352
0.0014375,1.1990662614743068
0.0015,1.1989907187740261
0.0015625000000000001,1.198911976731533
0.0016250000000000001,1.1988300372497509
0.0016875,1.1987449023088275
0.00175,1.1986565739660864
0.0018125000000000001,1.198565054355974
0.0018749999999999999,1.198470345689977
0.0019375,1.1983724502565902
0.002,1.1982713704212586
0.0020625000000000001,1.1981671086263073
0.0021250000000000002,1.1980596673908734
0.0021875000000000002,1.1979490493108207
0.0022500000000000003,1.1978352570586899
0.0023124999999999999,1.1977182933836394
0.0023749999999999999,1.1975981611113486
0.0024375,1.1974748631439427
0.0025000000000000001,1.1973484024599172
0.0025625000000000001,1.1972187821140783
0.0026250000000000002,1.1970860052374408
0.0026875000000000002,1.196950075037132
0.0027499999999999998,1.1968109947963239
0.0028124999999999999,1.1966687678741479
0.002875,1.1965233977056098
0.0029375,1.1963748878014702
0.0030000000000000001,1.1962232417481797
0.0030625000000000001,1.1960684632077476
0.0031250000000000002,1.1959105559176915
0.0031875000000000002,1.1957495236909021
0.0032500000000000003,1.1955853704155561
0.0033124999999999999,1.1954181000549939
0.003375,1.1952477166476323
0.0034375,1.1950742243068539
0.0035000000000000001,1.1948976272208853
0.0035625000000000001,1.1947179296526815
0.0036250000000000002,1.19453513593984
0.0036875000000000002,1.1943492504944511
0.0037499999999999999,1.1941602778029869
0.0038124999999999999,1.193968222426198
0.003875,1.1937730889989844
0.0039375,1.193574882230265
0.0040000000000000001,1.193373606902856
0.0040625000000000001,1.1931692678733461
0.0041250000000000002,1.1929618700719546
0.0041875000000000002,1.1927514185023953
0.0042500000000000003,1.1925379182417668
0.0043125000000000004,1.1923213744403862
0.0043750000000000004,1.1921017923216695
0.0044375000000000005,1.1918791771819952
0.0045000000000000005,1.1916535343905406
0.0045624999999999997,1.1914248693891794
0.0046249999999999998,1.1911931876922943
0.0046874999999999998,1.1909584948866359
0.0047499999999999999,1.1907207966311937
0.0048124999999999999,1.1904800986570241
0.004875,1.1902364067671074
0.0049375,1.1899897268361781
0.0050000000000000001,1.1897400648105694
0.0050625000000000002,1.1894874267080708
0.0051250000000000002,1.1892318186177506
0.0051875000000000003,1.1889732466998211
0.0052500000000000003,1.1887117171854451
0.0053125000000000004,1.1884472363765763
0.0053750000000000004,1.1881798106457901
0.0054375000000000005,1.1879094464361113
0.0054999999999999997,1.1876361502608213
0.0055624999999999997,1.1873599287033236
0.0056249999999999998,1.1870807884169379
0.0056874999999999998,1.1867987361247399
0.0057499999999999999,1.1865137786193651
0.0058125,1.186225922762832
0.005875,1.1859351754863807
0.0059375000000000001,1.1856415437902694
0.0060000000000000001,1.1853450347435663
0.0060625000000000002,1.1850456554839897
0.0061250000000000002,1.1847434132177042
0.0061875000000000003,1.1844383152191178
