time_s,mean_T,mean_C,steps,iterations,cumulative_heat_per_2piL,cumulative_water_per_rhod_2piL,heat_balance_per_2piL,water_balance_per_rhod_2piL
165,28.508736428794506,1.1185010021628845,2641,7923,50.570225788301592,-1.3938553842073952e-07,-3.574397722250211e-13,9.629581742005444e-20
166,28.508227946644237,1.1183318358790761,2657,7971,50.850841331683597,-1.401269971904536e-07,-3.337226328614662e-13,1.0897277389773587e-19
167,28.507719972721915,1.1181629110888527,2673,8019,51.131163940500258,-1.4086732026641246e-07,-1.1042382286330366e-12,1.1641160914642524e-19
168,28.507212506519682,1.117994227447467,2689,8067,51.411193935166111,-1.4160650946733224e-07,-2.049246189406162e-12,1.1528168042967781e-19
169,28.506705547529986,1.1178257846106663,2705,8115,51.690931635717575,-1.4234456660884629e-07,-1.9420333396968914e-12,1.2776879895677831e-19
170,28.506199095245936,1.1176575822346944,2721,8163,51.970377361813441,-1.4308149350351087e-07,-1.7523933693031069e-12,1.2850044020858147e-19
171,28.505693149161036,1.1174896199762776,2737,8211,52.249531432735445,-1.4381729196081093e-07,-2.4977589441199655e-13,1.2448199679279886e-19
172,28.505187708769352,1.1173218974926351,2753,8259,52.52839416738864,-1.4455196378716506e-07,-3.8437621141529377e-12,1.2874073617652812e-19
173,28.504682773565449,1.1171544144414765,2769,8307,52.806965884301981,-1.4528551078593142e-07,-6.650065914604042e-12,1.1943702223683794e-19
174,28.504178343044362,1.1169871704810006,2785,8355,53.085246901628757,-1.4601793475741311e-07,-8.0408145419763599e-12,1.085372633052267e-19
175,28.503674416701728,1.1168201652698939,2801,8403,53.363237537147086,-1.4674923749886365e-07,-8.9288958171618305e-12,1.1991306467936221e-19
176,28.50317099403356,1.1166533984673266,2817,8451,53.640938108260407,-1.4747942080449245e-07,-1.0308792014468438e-11,1.2371768190679986e-19
177,28.502668074536395,1.11648686973296,2833,8499,53.918348931997919,-1.4820848646547008e-07,-1.2826028433776671e-11,1.182984081236587e-19
178,28.502165657707422,1.1163205787269406,2849,8547,54.195470325015108,-1.4893643626993405e-07,-1.0306606262888707e-11,1.0826801601584069e-19
179,28.501663743044144,1.1161545251098954,2865,8595,54.472302603594223,-1.4966327200299407e-07,-1.3453977515398563e-11,1.0296330674753812e-19
180,28.5011623300447,1.1159887085429439,2881,8643,54.74884608364475,-1.5038899544673721e-07,-1.4639189166443245e-11,1.0904846092378447e-19
181,28.500661418207631,1.1158231286876825,2897,8691,55.025101080703905,-1.5111360838023382e-07,-1.7276503144758593e-11,1.0963534556839084e-19
182,28.500161007032091,1.1156577852061915,2913,8739,55.301067909937053,-1.5183711257954272e-07,-1.1673068761597349e-11,1.2569960665447692e-19
183,28.499661096017583,1.1154926777610392,2929,8787,55.576746886138274,-1.525595098177164e-07,-8.9199446440257901e-12,1.3143279548008195e-19
184,28.499161684664244,1.1153278060152674,2945,8835,55.852138323730735,-1.5328080186480672e-07,-8.8387457075622677e-12,1.3466541731393918e-19
185,28.498662772472631,1.1151631696324056,2961,8883,56.127242536767312,-1.5400099048786993e-07,-7.5854635073202559e-12,1.3680409278769504e-19
186,28.498164358943878,1.1149987682764593,2977,8931,56.402059838930917,-1.5472007745097248e-07,-7.8074248455184403e-12,1.3554140158263284e-19
187,28.497666443579533,1.1148346016119188,2993,8979,56.67659054353507,-1.5543806451519597e-07,-7.7236932127799918e-12,1.3095758021817024e-19
188,28.497169025881703,1.114670669303746,3009,9027,56.950834963524336,-1.5615495343864279e-07,-7.2659829541965593e-12,1.428520238363765e-19
189,28.496672105352989,1.114506971017388,3025,9075,57.224793411474849,-1.5687074597644116e-07,-6.0440298599306885e-12,1.3733224760881014e-19
190,28.496175681496414,1.1143435064187643,3041,9123,57.498466199594702,-1.5758544388075072e-07,-4.2297242097699694e-12,1.3340727560224603e-19
191,28.495679753815541,1.114180275174276,3057,9171,57.77185363972449,-1.5829904890076771e-07,-6.2800979694355163e-12,1.2255259801401892e-19
192,28.49518432181457,1.1140172769507968,3073,9219,58.044956043337748,-1.5901156278273028e-07,-8.6033298540844072e-12,1.2610078925156513e-19
193,28.494689384997876,1.113854511415677,3089,9267,58.317773721541421,-1.5972298726992387e-07,-1.4295960248933426e-11,1.3647528849420521e-19
