r_m,T_C,C_kg_kg
0,28.147151776451182,1.023965104038818
3.1250000000000001e-05,28.147152135708435,1.0239651625473729
6.2500000000000001e-05,28.147153213480209,1.0239653380730358
9.3750000000000002e-05,28.147155009766504,1.0239656306158071
0.000125,28.147157524567323,1.0239660401756876
0.00015625,28.147160757882659,1.0239665667526765
0.0001875,28.147164709712509,1.0239672103467741
0.00021875,28.147169380056869,1.0239679709579799
0.00025000000000000001,28.14717476891575,1.0239688485862946
0.00028125000000000003,28.147180876289152,1.0239698432317177
0.00031250000000000001,28.147187702177074,1.0239709548942493
0.00034374999999999998,28.147195246579518,1.0239721835738895
0.00037500000000000001,28.147203509496482,1.0239735292706382
0.00040625000000000004,28.147212490927945,1.023974991984496
0.00043750000000000001,28.147222190873944,1.0239765717154619
0.00046874999999999998,28.147232609334463,1.0239782684635363
0.00050000000000000001,28.14724374630951,1.0239800822287197
0.00053125000000000004,28.147255601799056,1.0239820130110122
0.00056250000000000007,28.147268175803127,1.0239840608104132
0.00059374999999999999,28.147281468321715,1.0239862256269225
0.00062500000000000001,28.147295479354817,1.0239885074605399
0.00065625000000000004,28.147310208902436,1.0239909063112667
0.00068749999999999996,28.147325656964579,1.0239934221791018
0.00071874999999999999,28.14734182354125,1.0239960550640455
0.00075000000000000002,28.147358708632417,1.0239988049660973
0.00078125000000000004,28.147376312238126,1.0240016718852585
0.00081250000000000007,28.147394634358342,1.0240046558215277
0.00084374999999999999,28.147413674993082,1.0240077567749057
0.00087500000000000002,28.147433434142336,1.0240109747453918
0.00090625000000000005,28.14745391180611,1.024014309732987
0.00093749999999999997,28.147475107984398,1.0240177617376909
0.00096874999999999999,28.147497022677211,1.0240213307595032
0.001,28.147519655884544,1.0240250167984242
0.00103125,28.147543007606391,1.0240288198544532
0.0010625000000000001,28.147567077842762,1.0240327399275915
0.0010937500000000001,28.14759186659364,1.024036777017838
0.0011250000000000001,28.147617373859038,1.0240409311251937
0.0011562499999999999,28.147643599638961,1.0240452022496578
0.0011875,28.147670543933398,1.0240495903912306
0.00121875,28.147698206742348,1.0240540955499118
0.00125,28.147726588065822,1.0240587177257017
0.0012812500000000001,28.14775568790381,1.0240634569186002
0.0013125000000000001,28.14778550625633,1.0240683131286072
0.0013437500000000001,28.147816043123374,1.0240732863557229
0.0013749999999999999,28.147847298504928,1.024078376599947
0.0014062499999999999,28.147879272401003,1.0240835838612796
0.0014375,28.147911964811595,1.0240889081397211
0.00146875,28.147945375736697,1.024094349435271
0.0015,28.147979505176334,1.0240999077479296
0.0015312500000000001,28.148014353130463,1.0241055830776971
0.0015625000000000001,28.148049919599117,1.0241113754245725
0.0015937500000000001,28.148086204582302,1.0241172847885569
0.0016250000000000001,28.148123208080008,1.0241233111696497
0.00165625,28.148160930092232,1.0241294545678514
0.0016875,28.148199370618972,1.0241357149831618
0.00171875,28.148238529660219,1.0241420924155809
0.00175,28.148278407215994,1.0241485868651083
0.0017812500000000001,28.148319003286279,1.0241551983317443
0.0018125000000000001,28.148360317871095,1.0241619268154889
0.0018437500000000001,28.148402350970422,1.0241687723163424
0.0018749999999999999,28.148445102584269,1.0241757348343041
0.00190625,28.148488572712637,1.0241828143693747
0.0019375,28.148532761355522,1.024190010921554
0.00196875,28.148577668512928,1.0241973244908418
0.002,28.148623294184844,1.0242047550772377
0.0020312500000000001,28.148669638371278,1.0242123026807426
0.0020625000000000001,28.148716701072228,1.0242199673013557
0.0020937500000000001,28.148764482287703,1.0242277489390774
0.0021250000000000002,28.148812982017695,1.0242356475939078
0.0021562500000000002,28.148862200262204,1.0242436632658471
0.0021875000000000002,28.148912137021242,1.0242517959548951
0.0022187500000000002,28.148962792294785,1.0242600456610513
0.0022500000000000003,28.149014166082871,1.0242684123843164
0.0022812499999999999,28.149066258385464,1.02427689612469
0.0023124999999999999,28.149119069202577,1.024285496882172
0.0023437499999999999,28.149172598534207,1.0242942146567626
0.0023749999999999999,28.149226846380341,1.0243030494484622
0.00240625,28.149281812741016,1.0243120012572702
0.0024375,28.149337497616195,1.0243210700831871
0.00246875,28.149393901005894,1.0243302559262124
0.0025000000000000001,28.149451022910117,1.0243395587863464
0.0025312500000000001,28.149508863328858,1.0243489786635891
0.0025625000000000001,28.14956742226212,1.0243585155579402
0.0025937500000000001,28.149626699709906,1.0243681694694
0.0026250000000000002,28.149686695672202,1.0243779403979685
0.0026562500000000002,28.149747410149011,1.0243878283436452
0.0026875000000000002,28.149808843140345,1.0243978333064307
0.0027187500000000002,28.1498709946462,1.0244079552863252
0.0027499999999999998,28.149933864666572,1.0244181942833277
0.0027812499999999999,28.149997453201458,1.0244285502974388
0.0028124999999999999,28.150061760250864,1.0244390233286587
0.0028437499999999999,28.150126785814795,1.0244496133769874
0.002875,28.150192529893232,1.0244603204424245
0.00290625,28.150258992486211,1.0244711445249703
0.0029375,28.150326173593704,1.0244820856246246
0.00296875,28.150394073215715,1.0244931437413873
0.0030000000000000001,28.150462691352246,1.0245043188752592
0.0030312500000000001,28.150532028003287,1.0245156110262394
0.0030625000000000001,28.150602083168852,1.0245270201943282
0.0030937500000000001,28.150672856848932,1.0245385463795256
0.0031250000000000002,28.150744349043539,1.0245501895818314
0.0031562500000000002,28.150816559752652,1.0245619498012459
0.0031875000000000002,28.15088948897629,1.0245738270377693
0.0032187500000000003,28.150963136714449,1.024585821291401
0.0032500000000000003,28.151037502967139,1.0245979325621417
0.0032812499999999999,28.151112587734342,1.0246101608499905
0.0033124999999999999,28.151188391016063,1.0246225061549483
0.0033437499999999999,28.151264912812302,1.0246349684770149
0.003375,28.151342153123057,1.0246475478161894
0.00340625,28.151420111948333,1.0246602441724733
0.0034375,28.15149878928813,1.0246730575458656
0.00346875,28.151578185142448,1.0246859879363663
0.0035000000000000001,28.151658299511286,1.0246990353439756
0.0035312500000000001,28.151739132394631,1.0247121997686932
