time_s,j_water_kg_m2_s,T_surface_C,latent_W_m2,convective_W_m2,mean_T_C,mean_T0_C,cum_conv_J,cum_latent_J,energy_balance_J,max_linear_backward_error,max_scaled_residual
0,0.00046758386478873242,28,1138.3516221827606,0,27.999999999999986,27.999999999999986,0,0,0,0,0
1,0.00046161895216566105,26.57030318776285,1125.393944897568,35.962420305928688,27.948141759255201,28.00000507175643,0.75678639778107915,35.490790606645383,-1.0953809416274068e-09,1.421060872062015e-16,9.7979643113325048e-15
2,0.00045917228856563936,25.999147507549857,1120.0507077673478,50.461312311253614,27.897535624439548,28.000020143736911,2.1279510074521761,70.757314457835989,-2.2996402517234815e-09,1.4378149050855197e-16,9.7979643113325048e-15
3,0.00045730445925746914,25.569088202575308,1115.9606485685856,61.432794935617267,27.847732938017089,28.000045077817305,3.8917297953438785,105.87831275441268,-2.4234932631329717e-09,1.4378149050855197e-16,9.7979643113325048e-15
4,0.00045573619715048896,25.212006734002333,1112.5192984042342,70.579831649941667,27.798573709193942,28.000079772392166,5.9690614353174833,140.88188401160807,-2.5735534535615663e-09,1.4378149050855197e-16,9.7979643113325048e-15
5,0.00045435935365528446,24.901525872800722,1109.4925559110882,78.561853179981881,27.749965525356068,28.000124143097004,8.3142896294286732,175.78426875042828,-2.7517632605741627e-09,1.4378149050855197e-16,9.7979643113325048e-15
6,0.00045311846498517045,24.624121654120529,1106.7603523143227,85.716958646986811,27.701846067641512,28.000178116359216,10.896632996053638,210.59642598700836,-2.9092956533806993e-09,1.4378149050855197e-16,9.7979643113325048e-15
7,0.00045198058429565661,24.371762487146061,1104.2513578902726,92.245937821348448,27.654169610626916,28.000241626204406,13.693511319960153,245.32640182577342,-3.0738653658614207e-09,1.4378149050855197e-16,9.7979643113325048e-15
8,0.00045092424573954553,24.139216806671058,1101.9190953988686,98.279579833223522,27.606900744692922,28.000314612387442,16.687442447060477,279.98043103500993,-3.2515758191009929e-09,1.4378149050855197e-16,9.7979643113325048e-15
9,0.00044993454987277094,23.922851730310295,1099.7313052426807,103.90870674224261,27.560010995550105,28.000397019182202,19.86437167801915,314.56353063896194,-4.3642921511127158e-09,1.4378149050855197e-16,9.7979643113325048e-15
10,0.00044900062838376485,23.720022960113919,1097.6644481669043,109.19942599715205,27.513476819885046,28.000488794553338,23.212680664250488,349.07985130832242,-5.4803184267306929e-09,1.4378149050855197e-16,9.7979643113325048e-15
11,0.0004481142878231008,23.528734800214476,1095.7007799118401,114.20162999463805,27.467278328953675,28.000589889544351,26.722556366141848,383.53290123677465,-6.5969300538793483e-09,1.4378149050855197e-16,9.7979643113325048e-15
12,0.00044726916280257652,23.347437215409485,1093.8265140412589,118.95406961476294,27.421398431460734,28.000700257824217,30.385567823414494,417.9256970008679,-7.719894528308632e-09,1.4378149050855197e-16,9.7979643113325048e-15
13,0.0004464601913798521,23.174897881103991,1092.0306862784735,123.48755297240021,27.375822234362676,28.00081985533259,34.194370026112196,452.26086876563096,-8.8351626285118552e-09,1.4378149050855197e-16,9.7979643113325048e-15
14,0.00044568326946362356,23.010117906272576,1090.3044063488462,127.82705234318553,27.330536609330313,28.000948640000203,38.142489668070162,486.54073641695919,-9.9545945025296443e-09,1.4378149050855197e-16,9.7979643113325048e-15
15,0.00044493501479664642,22.852274286162292,1088.6403470205012,131.99314284594266,27.285529870237326,28.001086571519803,42.224165778707118,520.76736620538054,-1.1077973030547998e-08,1.4378149050855197e-16,9.7979643113325048e-15
16,0.00044421260082668716,22.700679400900398,1087.0323844332818,136.0030149774901,27.240791527591952,28.001233611160231,46.434228379364569,554.94261388400923,-1.2207518894841243e-08,1.4378149050855197e-16,9.7979643113325048e-15
17,0.00044351363672272818,22.554751767761335,1085.4753383227721,139.87120580596661,27.196312097789008,28.0013897216092,50.768004236967101,589.06815822027863,-1.3328241977776995e-08,1.4378149050855197e-16,9.7979643113325048e-15
18,0.00044283607877540851,22.413994446384926,1083.9647801869351,143.61013884037678,27.152082952391833,28.001554866841349,55.221242397766162,623.14552747974619,-1.444818831239824e-08,1.4378149050855197e-16,9.7979643113325048e-15
19,0.0004421781636960367,22.277978783350989,1082.4968888616213,147.23053041622532,27.108096197245445,28.001729012005203,59.79005446350812,657.17612067103892,-1.5574186796437232e-08,1.4378149050855197e-16,9.7979643113325048e-15
20,0.00044153835754138045,22.146331966265105,1081.0683399258148,150.74170084337243,27.064344574232504,28.001912123325827,64.47086605721627,691.16122481386014,-1.6700702967358037e-08,1.4378149050855197e-16,9.7979643113325048e-15
21,0.00044091531601035325,22.018727350015329,1079.676219727696,154.15181624961676,27.020821380495626,28.00210416802031,69.260376919465983,725.10202913914964,-1.7830628747727426e-08,1.4378149050855197e-16,9.7979643113325048e-15
22,0.00044030785316315733,21.894876836006063,1078.3179576463476,157.46807909984835,26.977520401325634,28.002305114222807,74.155527757026036,758.99963688864568,-1.8954694691028383e-08,1.4378149050855197e-16,9.7979643113325048e-15
23,0.0004397149164769879,21.774524795788707,1076.9912720732812,160.69688010528233,26.934435853878341,28.002514930920356,79.153472442375971,792.85507521183308,-2.0084447255128491e-08,1.4378149050855197e-16,9.7979643113325048e-15
24,0.00043913556673671252,21.657443173010112,1075.6941268628648,163.84392067474724,26.891562339573653,28.002733587893513,84.251554502551883,826.66930353751661,-2.1208449239640865e-08,1.4378149050855197e-16,9.7979643113325048e-15
25,0.00043856896166221472,21.543427495928654,1074.4246958737758,166.91431260178362,26.84889480352631,28.002961055665939,89.447287082353952,860.44322070965268,-2.233591942979259e-08,1.4378149050855197e-16,9.7979643113325048e-15
26,0.0004380143424572773,21.43229360180279,1073.1813338366574,169.91265995493023,26.806428499727623,28.003197305456322,94.73833574856846,894.17767111257956,-2.3458671841817196e-08,1.4378149050855197e-16,9.7979643113325048e-15
27,0.00043747102266704943,21.323874923750839,1071.9625522208453,172.84312690622903,26.764158960970509,28.003442309138073,100.12250363749106,927.87344996255194,-2.458913475393528e-08,1.4378149050855197e-16,9.7979643113325048e-15
28,0.00043693837887754929,21.218020226372747,1070.7669990899983,175.70949434068126,26.722081972716637,28.003696039201216,105.59771855062817,961.53130790607804,-2.5716585804408623e-08,1.4378149050855197e-16,9.7979643113325048e-15
29,0.00043641584289816977,21.114591702633451,1069.5934421692405,178.5152074341637,26.680193550269159,28.00395846871691,111.16202168194746,995.15195503762834,-2.6839232054435821e-08,1.4378149050855197e-16,9.7979643113325048e-15
30,0.00043590289514802515,21.013463363979351,1068.4407545193501,181.26341590051621,26.638489918727718,28.004229571307846,116.81355772075712,1028.7360644277373,-2.7964971738632258e-08,1.4378149050855197e-16,9.7979643113325048e-15
