time_s,C_0,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,C_10,C_11,C_12,C_13,C_14,C_15,C_16,C_17,C_18,C_19,C_20
0,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998
1,2.5500000000000003,2.5500000000000003,2.5499999999999998,2.5499999999999994,2.5499999999999998,2.5500000000000003,2.5499999999999989,2.5500000000000003,2.5499999999999998,2.5499999999999994,2.5499999999999998,2.5499999999999989,2.5500000000000007,2.5499999999999998,2.5499999999999998,2.5499999999999994,2.5499999999999989,2.5499999999999998,2.5499999999999998,2.5499999999999994,2.5177267421517695
2,2.5500000000000003,2.5500000000000003,2.5499999999999998,2.5499999999999994,2.5500000000000003,2.5500000000000003,2.5499999999999989,2.5500000000000003,2.5499999999999998,2.5499999999999994,2.5499999999999998,2.5499999999999989,2.5500000000000007,2.5499999999999998,2.5499999999999998,2.5499999999999994,2.5499999999999989,2.5499999999999998,2.5499999999999998,2.5499999999999994,2.5044929493958192
3,2.5499999999999994,2.5500000000000003,2.5499999999999994,2.5500000000000007,2.5499999999999994,2.5500000000000007,2.5499999999999994,2.5500000000000016,2.549999999999998,2.5500000000000007,2.5499999999999994,2.5499999999999998,2.5500000000000003,2.5500000000000003,2.5499999999999994,2.5499999999999998,2.5499999999999954,2.549999999999998,2.5499999999999954,2.5499999999262197,2.4943914758193078
4,2.5499999999999989,2.5500000000000003,2.5499999999999994,2.5500000000000007,2.5499999999999994,2.5500000000000007,2.5499999999999994,2.5500000000000012,2.5499999999999985,2.5500000000000007,2.5499999999999989,2.5500000000000012,2.5500000000000003,2.5500000000000003,2.5499999999999994,2.5499999999999998,2.5499999999999954,2.549999999999998,2.5499999999999954,2.5499999924884658,2.4859111796499631
5,2.5499999999999989,2.5500000000000003,2.5499999999999994,2.5500000000000007,2.5499999999999994,2.5500000000000007,2.5499999999999994,2.550000000000002,2.5499999999999976,2.5500000000000007,2.5499999999999989,2.5500000000000012,2.5500000000000003,2.5500000000000003,2.5499999999999994,2.5499999999999998,2.5499999999999954,2.5499999999999976,2.5499999999999954,2.5499998713112979,2.4784667732361561
6,2.5499999999999989,2.5500000000000003,2.5499999999999994,2.5500000000000007,2.5499999999999994,2.5500000000000007,2.5499999999999994,2.5500000000000012,2.5499999999999972,2.5500000000000007,2.5499999999999994,2.5500000000000012,2.5500000000000003,2.5500000000000003,2.5499999999999994,2.5499999999999998,2.5499999999999954,2.549999999999998,2.5499999999999954,2.5499991068413386,2.4717581016582404
7,2.5499999999999994,2.5500000000000003,2.5499999999999994,2.5500000000000007,2.5499999999999994,2.5500000000000007,2.5499999999999994,2.5500000000000012,2.5499999999999976,2.5500000000000007,2.5499999999999989,2.5500000000000012,2.5500000000000003,2.5500000000000003,2.5499999999999994,2.5499999999999998,2.5499999999999954,2.549999999999998,2.5499999999999954,2.5499963269065673,2.4656068677340115
8,2.5499999999999989,2.5500000000000003,2.5499999999999994,2.5500000000000007,2.5499999999999994,2.5500000000000007,2.5499999999999994,2.5500000000000012,2.549999999999998,2.5500000000000007,2.5499999999999989,2.5500000000000012,2.5500000000000003,2.5500000000000003,2.5499999999999994,2.5499999999999998,2.5499999999999954,2.549999999999998,2.5499999999999954,2.5499891552115486,2.4598969062753286
9,2.5499999999999923,2.5499999999999945,2.5500000000000087,2.5499999999999812,2.5499999999999869,2.5500000000000016,2.5499999999999932,2.5499999999999972,2.5499999999999945,2.5499999999999976,2.5499999999999954,2.549999999999994,2.5499999999999847,2.549999999999998,2.5499999999999932,2.5500000000000043,2.549999999999994,2.5499999999999954,2.5499999999996641,2.5499743995143285,2.4545475319766537
10,2.5499999999999892,2.5499999999999967,2.5500000000000158,2.5499999999999825,2.5499999999999892,2.5500000000000012,2.5499999999999949,2.5499999999999945,2.5499999999999949,2.5500000000000052,2.5499999999999945,2.5499999999999914,2.5499999999999847,2.5499999999999976,2.5499999999999923,2.5500000000000043,2.5499999999999861,2.5499999999999963,2.5499999999960505,2.5499484272161705,2.4495000014096329
11,2.5499999999999887,2.5499999999999945,2.5500000000000194,2.5499999999999821,2.5499999999999905,2.550000000000002,2.5499999999999901,2.5499999999999967,2.5499999999999954,2.5500000000000118,2.5499999999999905,2.549999999999994,2.5499999999999865,2.5499999999999976,2.5499999999999932,2.5500000000000052,2.5499999999999874,2.5499999999999954,2.5499999999713321,2.5499075485460803,2.4447099695968357
12,2.5499999999999861,2.5499999999999967,2.5500000000000189,2.5499999999999816,2.5499999999999914,2.5500000000000038,2.5499999999999909,2.5499999999999958,2.5499999999999949,2.5500000000000047,2.5499999999999914,2.5499999999999914,2.5499999999999865,2.549999999999998,2.5499999999999923,2.550000000000006,2.5499999999999861,2.5499999999999958,2.5499999998495353,2.5498483121108237,2.4401429863578401
13,2.5499999999999927,2.5499999999999972,2.5500000000000207,2.5499999999999834,2.5499999999999901,2.5500000000000043,2.5499999999999927,2.5499999999999972,2.5499999999999949,2.5500000000000087,2.5499999999999909,2.5499999999999927,2.5499999999999861,2.5499999999999972,2.5499999999999949,2.5500000000000065,2.5499999999999874,2.5499999999999954,2.5499999993829503,2.5497676904490669,2.435771656417995
14,2.5499999999999994,2.5500000000000052,2.5500000000000203,2.5499999999999847,2.5499999999999901,2.5500000000000025,2.5499999999999936,2.5500000000000007,2.5499999999999958,2.5500000000000087,2.5499999999999892,2.5499999999999932,2.5499999999999861,2.5499999999999998,2.5499999999999909,2.5500000000000078,2.5499999999999861,2.5499999999999949,2.5499999979162973,2.5496631704625035,2.4315737687151349
15,2.5499999999999958,2.5500000000000052,2.5500000000000229,2.5499999999999834,2.5499999999999905,2.5499999999999985,2.5499999999999901,2.5499999999999918,2.5499999999999945,2.5500000000000065,2.5499999999999914,2.5499999999999927,2.5499999999999856,2.5499999999999976,2.5499999999999896,2.550000000000002,2.5499999999999861,2.5499999999999945,2.5499999939794944,2.5495327748987107,2.4275310189041663
16,2.5499999999999958,2.550000000000006,2.5500000000000207,2.5499999999999834,2.5499999999999905,2.5499999999999856,2.5499999999999918,2.5499999999999945,2.5499999999999936,2.550000000000006,2.5499999999999918,2.5499999999999936,2.5499999999999847,2.5499999999999998,2.5499999999999887,2.5499999999999936,2.5499999999999865,2.5499999999999958,2.5499999846813544,2.5493750397871322,2.4236281101764203
17,2.5499999999999861,2.5500000000000029,2.5500000000000203,2.5499999999999825,2.5499999999999901,2.5499999999999856,2.5499999999999936,2.5499999999999967,2.5499999999999949,2.5500000000000047,2.5499999999999892,2.5499999999999905,2.5499999999999874,2.5499999999999994,2.5499999999999905,2.5499999999999918,2.5499999999999869,2.5499999999999949,2.5499999649098659,2.5491889671774324,2.419852103859752
18,2.5499999999999892,2.5500000000000052,2.5500000000000189,2.5499999999999821,2.5499999999999892,2.5499999999999861,2.5499999999999945,2.5499999999999945,2.5499999999999945,2.5500000000000047,2.5499999999999905,2.5499999999999927,2.5499999999999847,2.5499999999999989,2.5499999999999896,2.5499999999999861,2.5499999999999852,2.5499999999999901,2.5499999263790842,2.5489739666236448,2.4161919398928182
19,2.5499999999999958,2.5500000000000052,2.5500000000000185,2.5499999999999825,2.5499999999999896,2.5499999999999829,2.5499999999999927,2.5499999999999954,2.5499999999999936,2.5500000000000038,2.5499999999999905,2.5499999999999923,2.5499999999999869,2.5500000000000016,2.5499999999999892,2.5499999999999869,2.5499999999999887,2.5499999999999234,2.5499998565885984,2.5487297940124227,2.412638075826925
20,2.5499999999999958,2.5500000000000029,2.5500000000000176,2.5499999999999821,2.5499999999999909,2.5499999999999847,2.5499999999999909,2.5499999999999936,2.5499999999999954,2.5500000000000047,2.5499999999999896,2.5499999999999909,2.5499999999999865,2.5500000000000025,2.5499999999999927,2.5499999999999821,2.5499999999999874,2.5499999999996219,2.5499997377741419,2.5484564928068441,2.4091822104014322
21,2.5499999999999905,2.5500000000000038,2.5500000000000171,2.5499999999999816,2.5499999999999901,2.5499999999999843,2.5499999999999918,2.5499999999999976,2.5499999999999945,2.5500000000000052,2.5499999999999909,2.5499999999999905,2.5499999999999861,2.5500000000000003,2.5499999999999883,2.5499999999999794,2.5499999999999869,2.549999999998724,2.5499995459272733,2.5481543403930007,2.4058170686677385
22,2.5499999999999874,2.550000000000006,2.5500000000000167,2.5499999999999821,2.5499999999999909,2.5499999999999852,2.5499999999999932,2.5499999999999958,2.5499999999999936,2.5500000000000052,2.5499999999999901,2.5499999999999936,2.5499999999999852,2.5499999999999989,2.5499999999999923,2.5499999999999798,2.5499999999999892,2.5499999999962966,2.5499992499508961,2.5478238006923686,2.4025362326975839
23,2.5499999999999847,2.5500000000000025,2.5500000000000185,2.5499999999999821,2.5499999999999905,2.5499999999999874,2.5499999999999932,2.5499999999999958,2.5499999999999954,2.5500000000000047,2.5499999999999901,2.5499999999999927,2.5499999999999852,2.5499999999999985,2.5499999999999892,2.5499999999999847,2.5499999999999856,2.5499999999902423,2.5499988110000462,2.54746548328183,2.3993340065859807
24,2.5499999999999874,2.5500000000000038,2.5500000000000194,2.5499999999999834,2.5499999999999914,2.5499999999999865,2.5499999999999932,2.5499999999999972,2.5499999999999932,2.5500000000000056,2.5499999999999909,2.5499999999999936,2.5499999999999843,2.5500000000000016,2.5499999999999896,2.5499999999999754,2.5499999999999861,2.5499999999763006,2.5499981820379687,2.547080108740793,2.3962053076214582
25,2.5499999999999958,2.5500000000000074,2.5500000000000207,2.5499999999999812,2.5499999999999887,2.5499999999999878,2.5499999999999901,2.5499999999999967,2.5499999999999945,2.5500000000000069,2.5499999999999887,2.5499999999999923,2.5499999999999856,2.5500000000000043,2.5499999999999896,2.5499999999999869,2.5499999999999852,2.5499999999463077,2.549997307618844,2.546668479678567,2.3931455776794364
26,2.5500000000000012,2.5500000000000034,2.5500000000000194,2.5499999999999812,2.5499999999999909,2.5499999999999847,2.5499999999999905,2.5499999999999963,2.549999999999994,2.5500000000000047,2.5499999999999901,2.5499999999999945,2.5499999999999847,2.5499999999999989,2.5499999999999923,2.5499999999999852,2.5499999999999869,2.5499999998855762,2.5499961238926638,2.5462314567853936,2.390150710426918
27,2.5499999999999954,2.5500000000000043,2.550000000000018,2.5499999999999821,2.5499999999999878,2.5499999999999878,2.5499999999999932,2.5499999999999989,2.5499999999999949,2.5500000000000105,2.5499999999999821,2.5499999999999878,2.5499999999999861,2.5500000000000007,2.5499999999999918,2.5499999999999852,2.5499999999999869,2.5499999997690073,2.5499945588156803,2.5457699392329656,2.3872169910211305
28,2.5500000000000047,2.5500000000000056,2.550000000000018,2.5499999999999825,2.5499999999999896,2.5499999999999865,2.5499999999999932,2.5499999999999976,2.5499999999999958,2.550000000000006,2.5499999999999816,2.5499999999999923,2.5499999999999861,2.5499999999999985,2.5499999999999914,2.5499999999999861,2.5499999999999878,2.5499999995557379,2.5499925325414949,2.5452848487834223,2.3843410457772021
29,2.5500000000000043,2.5500000000000056,2.5500000000000167,2.5499999999999829,2.5499999999999909,2.5499999999999918,2.5499999999999905,2.5499999999999958,2.5499999999999936,2.5500000000000047,2.5499999999999829,2.5499999999999932,2.5499999999999852,2.5499999999999985,2.5499999999999923,2.5499999999999847,2.5499999999999852,2.5499999991819,2.5499899579629512,2.5447771170244025,2.3815197998616409
30,2.5500000000000034,2.5500000000000043,2.5500000000000194,2.5499999999999816,2.5499999999999905,2.5499999999999878,2.5499999999999927,2.5499999999999963,2.5499999999999945,2.5500000000000047,2.5499999999999825,2.5499999999999932,2.5499999999999869,2.5499999999999998,2.5499999999999918,2.5499999999999776,2.5499999999999887,2.5499999985513822,2.5499867413733264,2.544247675215761,2.3787504415008747
31,2.5499999999999994,2.550000000000006,2.5500000000000203,2.5499999999999829,2.5499999999999905,2.5499999999999869,2.5499999999999905,2.5499999999999958,2.5499999999999963,2.5500000000000056,2.5499999999999838,2.5499999999999909,2.5499999999999874,2.5500000000000012,2.5499999999999918,2.5499999999999781,2.5499999999999883,2.5499999975242393,2.5499827832153095,2.5436974463028843,2.3760303915189844
32,2.5499999999999909,2.5500000000000038,2.5500000000000185,2.5499999999999812,2.5499999999999883,2.5499999999999989,2.5499999999999918,2.5499999999999963,2.5499999999999945,2.5500000000000052,2.5499999999999798,2.549999999999994,2.5499999999999847,2.5499999999999989,2.5499999999999945,2.5499999999999847,2.5499999999999825,2.5499999959027404,2.5499779788885912,2.5431273387163755,2.3733572772658134
33,2.5500000000000065,2.550000000000014,2.550000000000022,2.5499999999999892,2.5499999999999847,2.5500000000000091,2.5500000000000225,2.550000000000022,2.5500000000000105,2.5500000000000131,2.5499999999999812,2.5500000000000007,2.5499999999999954,2.5500000000000189,2.5499999999999794,2.5499999999999932,2.5499999999999319,2.5499999934148878,2.5499722195806953,2.5425382417025211,2.3707289100373266
34,2.5500000000000087,2.5500000000000256,2.5500000000000296,2.5499999999999869,2.5499999999999865,2.5500000000000198,2.5500000000000345,2.5500000000000247,2.549999999999998,2.5500000000000123,2.5499999999999727,2.5500000000000114,2.549999999999994,2.5500000000000309,2.5499999999999932,2.5499999999999901,2.5499999999998422,2.5499999896957162,2.549965393141191,2.5419310215851953,2.3681432661498754
35,2.5500000000000109,2.5500000000000291,2.5500000000000376,2.5500000000000074,2.5499999999999852,2.5500000000000207,2.5500000000000216,2.5500000000000314,2.5500000000000056,2.5500000000000238,2.5499999999999625,2.5500000000000118,2.5499999999999918,2.5500000000000398,2.5499999999999901,2.549999999999994,2.5499999999996588,2.5499999842660674,2.5499573848949817,2.5413065194026427,2.3655984696058505
36,2.5500000000000225,2.5500000000000402,2.5500000000000385,2.5500000000000096,2.5499999999999816,2.5500000000000047,2.5500000000000287,2.550000000000022,2.5500000000000109,2.550000000000018,2.5499999999999861,2.5500000000000136,2.5499999999999927,2.5500000000000456,2.5499999999999874,2.549999999999998,2.5499999999992902,2.5499999765094419,2.5499480784628612,2.5406655490581787,2.3630927775758988
37,2.5500000000000251,2.5500000000000518,2.5500000000000385,2.5500000000000091,2.5499999999999901,2.5500000000000127,2.5500000000000322,2.5500000000000314,2.5500000000000114,2.5500000000000198,2.5499999999999963,2.5500000000000171,2.5499999999999954,2.5500000000000567,2.5499999999999901,2.5499999999999949,2.5499999999985996,2.5499999656470491,2.5499373565361338,2.5400088961717442,2.3606245675324864
38,2.5500000000000171,2.5500000000000611,2.5500000000000398,2.5500000000000127,2.5499999999999834,2.5500000000000136,2.5500000000000314,2.550000000000034,2.5500000000000118,2.5500000000000158,2.5500000000000118,2.5500000000000194,2.5499999999999945,2.5500000000000616,2.5499999999999861,2.5500000000000029,2.5499999999973828,2.549999950711404,2.5499251016040483,2.539337317437,2.3581923259389015
39,2.5500000000000451,2.5500000000000651,2.5500000000000371,2.5500000000000207,2.5499999999999865,2.5500000000000096,2.5500000000000362,2.5500000000000376,2.5500000000000211,2.5500000000000136,2.5500000000000171,2.5500000000000371,2.5499999999999861,2.5500000000000611,2.5499999999999874,2.5500000000000052,2.5499999999952601,2.5499999305189274,2.5499111966277859,2.538651540379838,2.3557946382697561
40,2.5500000000000553,2.5500000000000735,2.5500000000000438,2.5500000000000176,2.549999999999994,2.5500000000000065,2.5500000000000353,2.5500000000000473,2.5500000000000185,2.5500000000000158,2.5500000000000198,2.5500000000000274,2.549999999999998,2.5500000000000709,2.5499999999999914,2.550000000000026,2.5499999999916971,2.5499999036418481,2.5498955256571918,2.5379522634332723,2.3534301801764004
41,2.5500000000000469,2.5500000000000642,2.5500000000000522,2.5500000000000158,2.5499999999999963,2.5500000000000096,2.5500000000000385,2.5500000000000402,2.5500000000000251,2.5500000000000154,2.5500000000000216,2.550000000000038,2.5500000000000012,2.5500000000000753,2.5499999999999874,2.5500000000000287,2.5499999999858818,2.5499998683800262,2.5498779743879512,2.5372401562587643,2.3510977096406114
42,2.5500000000000602,2.5500000000000655,2.55000000000005,2.5500000000000216,2.5500000000000109,2.55000000000001,2.5500000000000314,2.550000000000046,2.5500000000000291,2.550000000000034,2.5500000000000353,2.550000000000042,2.5500000000000065,2.5500000000000864,2.5499999999999878,2.5500000000000451,2.5499999999765843,2.5499998227329339,2.5498584306590248,2.5365158602573095,2.3487960599846582
43,2.5500000000000602,2.550000000000082,2.5500000000000531,2.5500000000000247,2.5500000000000163,2.5500000000000043,2.5500000000000327,2.5500000000000447,2.5500000000000362,2.5500000000000465,2.5500000000000393,2.5500000000000367,2.5500000000000087,2.5500000000000744,2.5499999999999887,2.5500000000000451,2.5499999999620475,2.5499997643722825,2.5498367848908532,2.5357799892242179,2.3465241336264349
44,2.5500000000000473,2.5500000000000749,2.5500000000000518,2.5500000000000282,2.5500000000000118,2.5499999999999998,2.5500000000000314,2.5500000000000442,2.5500000000000411,2.5500000000000358,2.5500000000000358,2.5500000000000456,2.5500000000000242,2.5500000000000997,2.5499999999999932,2.5500000000000465,2.5499999999397991,2.5499996906158868,2.5498129304665169,2.5350331301097775,2.3442808964845523
45,2.5500000000000584,2.5500000000000735,2.5500000000000482,2.5500000000000274,2.5500000000000136,2.5500000000000096,2.5500000000000305,2.5500000000000509,2.5500000000000358,2.5500000000000398,2.5500000000000513,2.5500000000000611,2.5500000000000056,2.55000000000009,2.5499999999999932,2.5500000000000558,2.5499999999064209,2.5499995984027106,2.5497867640580685,2.5342758438559607,2.3420653729528
46,2.5500000000000687,2.5500000000000775,2.550000000000046,2.550000000000022,2.5500000000000185,2.5500000000000065,2.5500000000000291,2.5500000000000331,2.5500000000000456,2.5500000000000322,2.5500000000000447,2.5500000000000642,2.5500000000000136,2.5500000000000846,2.5499999999999927,2.5500000000000655,2.5499999998572105,2.549999484269831,2.5497581859012226,2.5335086662843924,2.3398766413744907
47,2.5500000000000842,2.5500000000000798,2.5500000000000527,2.550000000000026,2.5500000000000185,2.550000000000006,2.5500000000000331,2.550000000000038,2.5500000000000416,2.5500000000000358,2.5500000000000584,2.5500000000000798,2.550000000000018,2.5500000000000922,2.5499999999999976,2.5500000000000584,2.5499999997858964,2.5499993443313373,2.5497271000217938,2.5327321090163379,2.3377138299576044
48,2.55000000000009,2.5500000000000766,2.5500000000000478,2.5500000000000163,2.5500000000000203,2.5499999999999821,2.5500000000000309,2.5500000000000522,2.5500000000000433,2.5500000000000376,2.5500000000000509,2.5500000000000926,2.5500000000000349,2.5500000000000904,2.5499999999999923,2.5500000000000691,2.5499999996841476,2.5499991742594856,2.5496934144175056,2.5319466604090173,2.335576113078992
49,2.5500000000000829,2.5500000000000709,2.5500000000000465,2.5500000000000265,2.5500000000000114,2.5499999999999878,2.5500000000000345,2.5500000000000518,2.5500000000000544,2.5500000000000393,2.5500000000000509,2.5500000000000873,2.5500000000000353,2.550000000000086,2.5499999999999856,2.5500000000000598,2.5499999995411287,2.5499989692683669,2.54965704119873,2.5311527864959551,2.3334627079333417
50,2.5500000000000838,2.5500000000000775,2.5500000000000558,2.5500000000000309,2.5500000000000114,2.5499999999999896,2.5500000000000318,2.5500000000000518,2.5500000000000607,2.5500000000000336,2.5500000000000589,2.5500000000000873,2.5500000000000336,2.5500000000001033,2.5499999999999883,2.5500000000000425,2.5499999993428935,2.5499987241000044,2.5496178966920189,2.5303509319217157,2.3313728714887367
51,2.5500000000000833,2.5500000000000829,2.5500000000000509,2.5500000000000251,2.5500000000000194,2.5499999999999927,2.5500000000000389,2.5500000000000487,2.5500000000000722,2.5500000000000362,2.5500000000000504,2.550000000000102,2.5500000000000296,2.5500000000001068,2.5499999999999865,2.5500000000000163,2.5499999990717193,2.5499984330132519,2.5495759015098809,2.5295415208635874,2.3293058977147796
52,2.5500000000000851,2.5500000000000718,2.5500000000000504,2.5500000000000171,2.5500000000000096,2.549999999999998,2.5500000000000353,2.5500000000000496,2.5500000000000598,2.5500000000000407,2.5500000000000562,2.5500000000001175,2.5500000000000345,2.5500000000001077,2.5499999999999883,2.5499999999999732,2.5499999987052986,2.5499980897752783,2.5495309805903741,2.5287249579341959,2.3272611150542279
53,2.5500000000000873,2.5500000000000806,2.55000000000005,2.5500000000000185,2.5500000000000118,2.5499999999999723,2.5500000000000371,2.5500000000000491,2.5500000000000504,2.5500000000000389,2.5500000000000522,2.5500000000001162,2.5500000000000336,2.5500000000001131,2.549999999999979,2.5499999999998768,2.5499999982159398,2.5499976876558592,2.5494830632097805,2.5279016290612377,2.3252378841125791
54,2.550000000000078,2.5500000000000869,2.5500000000000456,2.5500000000000242,2.5500000000000145,2.5499999999999581,2.5500000000000274,2.5500000000000522,2.5500000000000531,2.5500000000000385,2.5500000000000642,2.5500000000001175,2.5500000000000425,2.5500000000001055,2.5499999999999945,2.5499999999997436,2.5499999975695338,2.5499972194242679,2.54943208297159,2.5270719023406878,2.3232355955428994
55,2.5500000000000704,2.5500000000001002,2.5500000000000687,2.5500000000000216,2.5500000000000185,2.5499999999999656,2.5500000000000425,2.5500000000000496,2.5500000000000518,2.5500000000000442,2.5500000000000429,2.5500000000001144,2.5500000000000513,2.5500000000001068,2.5500000000000016,2.5499999999995495,2.5499999967244991,2.5499966773489393,2.5493779777745553,2.5262361288616351,2.3212536681061713
56,2.5500000000000549,2.5500000000001095,2.5500000000000713,2.5500000000000287,2.55000000000001,2.5499999999999581,2.5500000000000385,2.5500000000000504,2.5500000000000531,2.5500000000000433,2.550000000000046,2.5500000000001082,2.5500000000000527,2.5500000000001091,2.5500000000000025,2.5499999999992364,2.5499999956305772,2.5499960531994836,2.549320689762733,2.5253946435010408,2.3192915468897897
57,2.5500000000000598,2.5500000000001029,2.5500000000000731,2.550000000000026,2.5500000000000136,2.5499999999999656,2.5500000000000362,2.5500000000000518,2.5500000000000496,2.5500000000000402,2.5500000000000393,2.5500000000001237,2.5500000000000713,2.5500000000001055,2.5500000000000043,2.5499999999987875,2.5499999942276093,2.5499953382513123,2.5492601652599087,2.5245477656877195,2.3173487016685463
58,2.5500000000000549,2.5500000000001037,2.550000000000086,2.5500000000000225,2.5500000000000136,2.5499999999999559,2.550000000000042,2.5500000000000478,2.5500000000000607,2.5500000000000402,2.5500000000000558,2.550000000000106,2.5500000000000727,2.5500000000001077,2.5500000000000087,2.5499999999981169,2.5499999924440306,2.5499945232924803,2.5491963546906695,2.5236958001351888,2.315424625394531
59,2.5500000000000616,2.5500000000001095,2.5500000000000882,2.5500000000000207,2.5500000000000225,2.549999999999963,2.550000000000034,2.5500000000000487,2.5500000000000624,2.5500000000000393,2.5500000000000433,2.5500000000001224,2.550000000000074,2.5500000000001024,2.5500000000000211,2.5499999999971501,2.5499999901955115,2.5499935986327062,2.5491292124903024,2.5228390375432834,2.3135188328037493
60,2.5500000000000642,2.5500000000001104,2.5500000000000855,2.5500000000000194,2.5500000000000114,2.5499999999999545,2.5500000000000438,2.5500000000000451,2.5500000000000682,2.5500000000000362,2.5500000000000673,2.5500000000001313,2.5500000000000775,2.5500000000001131,2.5500000000000238,2.5499999999957721,2.5499999873832282,2.5499925541144295,2.549058697005437,2.5219777552688591,2.3116308591285777
61,2.5500000000000802,2.5500000000001086,2.5500000000001091,2.550000000000034,2.5500000000000176,2.549999999999959,2.5500000000000469,2.5500000000000442,2.5500000000000602,2.5500000000000318,2.5500000000000496,2.5500000000001393,2.5500000000000811,2.5500000000001166,2.5500000000000305,2.5499999999938305,2.5499999838922673,2.5499913791256885,2.5489847703869422,2.5211122179662837,2.3097602762451137
62,2.5500000000000895,2.5500000000000993,2.5500000000001126,2.5500000000000389,2.5500000000000269,2.5499999999999594,2.550000000000046,2.5500000000000553,2.5500000000000633,2.5500000000000353,2.5500000000000544,2.550000000000153,2.5500000000000926,2.5500000000001162,2.5500000000000291,2.5499999999911163,2.5499999795898165,2.5499900626147416,2.5489073984769068,2.5202426781981422,2.3079066538090558
63,2.5500000000000633,2.5500000000001095,2.5500000000001202,2.5500000000000336,2.5500000000000198,2.5499999999999607,2.5500000000000504,2.5500000000000527,2.5500000000000616,2.5500000000000389,2.5500000000000393,2.5500000000001601,2.5500000000000784,2.5500000000001175,2.55000000000003,2.549999999987381,2.5499999743232977,2.5499885931060882,2.5488265506908352,2.519369377017282,2.3060695766967902
64,2.5500000000000798,2.5500000000001171,2.5500000000001304,2.5500000000000487,2.5500000000000216,2.5499999999999612,2.5500000000000727,2.5500000000000349,2.550000000000062,2.5500000000000425,2.5500000000000549,2.550000000000173,2.5500000000000917,2.5500000000001095,2.550000000000026,2.5499999999822918,2.5499999679184677,2.5499869587179584,2.5487421998962665,2.5184925445209041,2.304248649254403
