r_m,C_kg_kg
0,2.549992404061562
3.1250000000000001e-06,2.5499924040364133
6.2500000000000003e-06,2.5499924039609607
9.3750000000000009e-06,2.5499924038352071
1.2500000000000001e-05,2.5499924036591524
1.5625e-05,2.5499924034327934
1.8750000000000002e-05,2.5499924031561272
2.1875e-05,2.5499924028291514
2.5000000000000001e-05,2.5499924024518639
2.8125000000000003e-05,2.5499924020242672
3.1250000000000001e-05,2.5499924015463504
3.4375000000000002e-05,2.5499924010181112
3.7500000000000003e-05,2.5499924004395482
4.0625000000000005e-05,2.5499923998106513
4.375e-05,2.5499923991314186
4.6875000000000001e-05,2.5499923984018449
5.0000000000000002e-05,2.5499923976219221
5.3125000000000004e-05,2.549992396791648
5.6250000000000005e-05,2.5499923959110102
5.9375e-05,2.5499923949800052
6.2500000000000001e-05,2.5499923939986235
6.5625000000000009e-05,2.549992392966856
6.8750000000000004e-05,2.5499923918846972
7.1874999999999999e-05,2.5499923907521338
7.5000000000000007e-05,2.5499923895691596
7.8125000000000002e-05,2.5499923883357662
8.125000000000001e-05,2.5499923870519408
8.4375000000000004e-05,2.5499923857176712
8.7499999999999999e-05,2.5499923843329464
9.0625000000000007e-05,2.5499923828977584
9.3750000000000002e-05,2.5499923814120931
9.687500000000001e-05,2.5499923798759365
0.0001,2.5499923782892782
0.000103125,2.5499923766521064
0.00010625000000000001,2.5499923749644053
0.000109375,2.549992373226162
0.00011250000000000001,2.5499923714373582
0.00011562500000000001,2.5499923695979856
0.00011875,2.5499923677080232
0.00012187500000000001,2.5499923657674577
0.000125,2.5499923637762714
0.00012812500000000001,2.5499923617344487
0.00013125000000000002,2.5499923596419749
0.000134375,2.5499923574988301
0.00013750000000000001,2.5499923553049957
0.00014062500000000002,2.5499923530604538
0.00014375,2.5499923507651885
0.00014687500000000001,2.5499923484191775
0.00015000000000000001,2.5499923460224041
0.000153125,2.5499923435748415
0.00015625,2.5499923410764782
0.00015937500000000001,2.5499923385272885
0.00016250000000000002,2.5499923359272518
0.000165625,2.5499923332763488
0.00016875000000000001,2.5499923305745562
0.00017187500000000002,2.5499923278218493
0.000175,2.5499923250182079
0.00017812500000000001,2.5499923221636078
