x,y,J,J_lower,P_H,P_N,P_A,P_loc,E_radius_loss,safe_margin,angle_calls,x_global,y_global,C1
1022.82942827134,445.626546698439,1949.9667327549,1949.96673275489,0,0,0.999999991549106,0,24.159229455552,0,378,1477.17057172866,-445.626546698439,19081.0601720756
1022.82942827134,450.626546698439,1947.08693089504,1947.08693089503,0,0,0.999999994449444,0,24.1518745630553,0,378,1477.17057172866,-450.626546698439,19081.0601720756
1022.82942827134,455.626546698439,1944.48210127745,1944.48210127745,0,0,0.999999999312042,0,24.1459414220867,0,378,1477.17057172866,-455.626546698439,19081.0601720756
1022.82942827134,460.626546698439,1942.1425662874,1942.14256628739,0,0,1.00000000482331,0,24.1413851334174,0,378,1477.17057172866,-460.626546698439,19081.0601720756
1022.82942827134,465.626546698439,1940.05974363137,1940.05974363136,0,0,1.00000000868456,0,24.1381676288484,0,378,1477.17057172866,-465.626546698439,19081.0601720756
1022.82942827134,470.626546698439,1938.22637438029,1938.22637438029,0,0,1.000000008075,0,24.1362596102211,0,378,1477.17057172866,-470.626546698439,19081.0601720756
1022.82942827134,475.626546698439,1936.63217644854,1936.63217644854,0,0,1.00000000442717,0,24.1356055452141,0,378,1477.17057172866,-475.626546698439,19081.0601720756
1022.82942827134,480.626546698439,1935.26932202342,1935.26932202342,0,0,1.00000000037771,0,24.1361681944258,0,450,1477.17057172866,-480.626546698439,19081.0601720756
1022.82942827134,485.626546698439,1934.1303751439,1934.1303751439,0,0,0.999999997112071,0,24.1379119334879,0,450,1477.17057172866,-485.626546698439,19081.0601720756
1022.82942827134,490.626546698439,1933.20826840164,1933.20826840164,0,0,0.999999995312417,0,24.1408026746172,0,450,1477.17057172866,-490.626546698439,19081.0601720756
1022.82942827134,495.626546698439,1932.49628362427,1932.49628362427,0,0,0.999999995379365,0,24.1448078056105,0,450,1477.17057172866,-495.626546698439,19081.0601720756
1022.82942827134,500.626546698439,1931.98802875662,1931.98802875661,0,0,0.999999997314718,0,24.1498960881528,0,450,1477.17057172866,-500.626546698439,19081.0601720756
