time_s,j_water_kg_m2_s,T_surface_C,latent_W_m2,convective_W_m2,mean_T_C,mean_T0_C,cum_conv_J,cum_latent_J,energy_balance_J,max_linear_backward_error,max_scaled_residual
0,0.00020000000000000001,30.810109667147191,485.57600801777227,416.65525832132022,31.857820252406963,27.999999999999986,0,0,0,0,0
1,0.00020000000000000001,30.80775489035338,485.57712418197258,416.71412774116556,31.854588926662451,28.022361732448203,13.090535967398241,15.25483773312409,-4.0318901494341599e-11,1.8953492885262538e-16,2.021930217387708e-14
2,0.00020000000000000001,30.805402703817229,485.57823911839063,416.7729324045693,31.851360308124161,28.044324070129534,26.182920231535622,30.509710509954395,-8.7743405863408739e-11,1.8953492885262538e-16,2.078902265944961e-14
3,0.00020000000000000001,30.803052591282231,485.57935307173227,416.83168521794425,31.848134394281949,28.066032701081806,39.277151078543916,45.764618297995895,-1.8073951988564036e-11,1.8953492885262538e-16,2.078902265944961e-14
4,0.00020000000000000001,30.800704500682041,485.58046606667676,416.890387482949,31.8449111827852,28.087538523135162,52.373226903680361,61.019561066822668,5.020298128803978e-11,1.8953492885262538e-16,2.078902265944961e-14
5,0.00020000000000000001,30.798358410930433,485.581578113219,416.94903972673922,31.841690671321462,28.108870852361783,65.471146128164179,76.274538786501111,1.2052866672119576e-10,1.8953492885262538e-16,2.078902265944961e-14
6,0.00020000000000000001,30.796014310431712,485.58268921685539,417.00764223920726,31.83847285759617,28.130049429268986,78.570907185460641,91.529551427329707,1.9127013877808152e-10,1.8953492885262538e-16,2.078902265944961e-14
7,0.00020000000000000001,30.793672191636389,485.5837993811644,417.06619520909032,31.835257739325606,28.151088724395567,91.672508516358491,106.78459895974582,2.6272576280952362e-10,1.8953492885262538e-16,2.078902265944961e-14
8,0.00020000000000000001,30.791332049055889,485.58490860874758,417.1246987736028,31.83204531423333,28.171999935918006,104.77594856668523,122.03968135428229,3.3367482843957522e-10,1.8953492885262538e-16,2.078902265944961e-14
9,0.00020000000000000001,30.788993878377894,485.58601690164892,417.18315304055267,31.828835580048384,28.192792063725157,117.88122578604843,137.29479858154363,3.3853791988799245e-10,1.8953492885262538e-16,2.078902265944961e-14
10,0.00020000000000000001,30.786657676017661,485.58712426156768,417.24155809955852,31.825628534504656,28.213472545642556,130.98833862719462,152.54995061219387,3.4706013417767051e-10,1.8953492885262538e-16,2.078902265944961e-14
