time_s,r_m,T_C,C_kg_kg
1800,0,33.575373010229164,2.5499923970851395
1800,6.2500000000000003e-06,33.575373317301896,2.5499923969844769
1800,1.2500000000000001e-05,33.575374238520091,2.5499923966824856
1800,1.8750000000000002e-05,33.575375773883756,2.5499923961791535
1800,2.5000000000000001e-05,33.575377923392914,2.5499923954744665
1800,3.1250000000000001e-05,33.575380687047598,2.5499923945683993
1800,3.7500000000000003e-05,33.575384064847825,2.549992393460923
1800,4.375e-05,33.575388056793628,2.5499923921520007
1800,5.0000000000000002e-05,33.575392662885072,2.5499923906415876
1800,5.6250000000000005e-05,33.5753978831222,2.5499923889296343
1800,6.2500000000000001e-05,33.575403717505068,2.5499923870160832
1800,6.8750000000000004e-05,33.575410166033741,2.5499923849008712
1800,7.5000000000000007e-05,33.575417228708289,2.5499923825839272
1800,8.125000000000001e-05,33.575424905528799,2.5499923800651749
1800,8.7499999999999999e-05,33.575433196495361,2.5499923773445303
1800,9.3750000000000002e-05,33.575442101608061,2.549992374421902
1800,0.0001,33.575451620866986,2.549992371297193
1800,0.00010625000000000001,33.575461754272247,2.5499923679702996
1800,0.00011250000000000001,33.57547250182396,2.5499923644411102
1800,0.00011875,33.575483863522251,2.5499923607095076
1800,0.000125,33.575495839367242,2.5499923567753675
1800,0.00013125000000000002,33.575508429359068,2.5499923526385602
1800,0.00013750000000000001,33.575521633497857,2.5499923482989471
1800,0.00014375,33.575535451783765,2.5499923437563825
1800,0.00015000000000000001,33.57554988421694,2.5499923390107164
1800,0.00015625,33.575564930797547,2.5499923340617907
1800,0.00016250000000000002,33.575580591525771,2.5499923289094402
1800,0.00016875000000000001,33.575596866401774,2.5499923235534938
1800,0.000175,33.575613755425749,2.5499923179937727
1800,0.00018125000000000001,33.575631258597873,2.5499923122300916
1800,0.0001875,33.575649375918346,2.54999230626226
1800,0.00019375000000000002,33.575668107387358,2.549992300090079
1800,0.00020000000000000001,33.575687453005138,2.5499922937133421
1800,0.00020625,33.575707412771898,2.5499922871318383
1800,0.00021250000000000002,33.575727986687845,2.5499922803453487
1800,0.00021875,33.57574917475322,2.549992273353646
1800,0.00022500000000000002,33.575770976968265,2.5499922661564982
1800,0.00023125000000000001,33.575793393333221,2.5499922587536652
