theta,pdf,radius_upper,radius_lower,center_x,center_y
3.66085640369615,1.69154681385777e-08,0.00435232371143431,0.00435232371143393,5.00305234957528,0.0851684728208577
3.66086390294164,1.52288040943161e-07,0.0130633131152384,0.013063313115238,5.01067439967426,0.0809780219444197
3.66087140218714,4.23158179782111e-07,0.0217827801818091,0.0217827801818087,5.01828883458122,0.0767831169823683
3.66087890143263,8.29656702439641e-07,0.0305107511190757,0.0305107511190753,5.02589563188788,0.0725837443707408
3.66088640067813,1.37191483774131e-06,0.0392472523477056,0.0392472523477052,5.03349476900598,0.0683798904361594
3.66089389992362,2.05006422890487e-06,0.0479923105023594,0.047992310502359,5.0410862231647,0.0641715413951591
3.66090139916912,2.86423693665838e-06,0.0567459524311459,0.0567459524311459,5.04866997140643,0.0599586833543747
3.66090889841461,3.81456544289206e-06,0.0655082052015725,0.0655082052015725,5.05624599058816,0.0557413023076066
3.66091639766011,4.90118265407034e-06,0.0742790961017937,0.0742790961017934,5.06381425737873,0.0515193841351445
3.6609238969056,6.12422190430258e-06,0.0830586526399499,0.0830586526399499,5.07137474825432,0.0472929146040113
3.6609313961511,7.48381695945638e-06,0.091846902551401,0.0918469025514006,5.07892743950086,0.0430618793644041
3.66093889539659,8.9801020200467e-06,0.10064387379632,0.10064387379632,5.08647230720785,0.0388262639507804
3.66094639464209,1.06132117253354e-05,0.109449594565684,0.109449594565683,5.09400932726957,0.0345860537788897
3.66095389388759,1.23832811563984e-05,0.118264093280525,0.118264093280524,5.10153847538028,0.0303412341460572
3.66096139313308,1.42904458403241e-05,0.127087398597418,0.127087398597418,5.10905972703484,0.0260917902284643
3.66096889237858,1.6334841753643e-05,0.135919539409432,0.135919539409432,5.11657305752524,0.0218377070806113
3.66097639162407,1.85166053256329e-05,0.144760544847025,0.144760544847024,5.12407844193718,0.017578969634797
3.66098389086957,2.08358734428539e-05,0.153610444283925,0.153610444283925,5.13157585515076,0.013315562698208
3.66099139011506,2.32927834524545e-05,0.162469267337522,0.162469267337522,5.1390652718364,0.00904747095264681
3.66099888936056,2.58874731657326e-05,0.171337043870665,0.171337043870665,5.14654666645199,0.00477467895358499
3.66187155398656,0.000395498395513267,1.02993184225113,1.02993184225113,6.02378910712195,0.0178835977922858
3.66360938399305,0.00143917280393981,2.76695673031285,2.76695673031285,7.76287537172977,0.0482394614567866
3.66534721399955,0.00288642906786279,4.49530111669832,4.49530111669832,9.49148558505616,0.0784124649659789
3.66708504400605,0.00473024131832706,6.21356754597572,6.21356754597572,11.2097244697705,0.108404436260856
3.66882287401255,0.00696371486030685,7.92166652152208,7.92166652152208,12.9176953711258,0.138217179239519
3.67056070401905,0.00958008343139047,9.61964523726156,9.61964523726156,14.6155002795924,0.167852474152251
3.67229853402555,0.0125727065251279,11.3075828346054,11.3075828346054,16.3032398530501,0.197312077988876
3.67403636403205,0.0159350667773182,12.9855684947074,12.9855684947074,17.9810134385382,0.22659772485842
3.67577419403855,0.0196607674135998,14.6536948511715,14.6536948511715,19.6489190935895,0.255711126361482
3.67751202404505,0.0237435297567184,16.3120555379393,16.3120555379393,21.307053607144,0.284653971955293
3.67924985405154,0.0281771907919144,17.960744138214,17.960744138214,22.955512520058,0.313427929311706
3.68098768405804,0.0329557007889217,19.5998536878476,19.5998536878476,24.5943901452199,0.34203464466831
