x,y,expected_radius,worst_lower,worst_upper,normal_lower,no_signal_radius,P_N,worst_calls
800,400,27.07791709145705,68.82444334838971,68.82588653535035,68.82444334838971,0,0,391
806,400,26.97948422048756,68.25870392797636,68.26013173192361,68.25870392797636,0,0,391
812,400,26.88635690389222,67.69551383515001,67.69692623067115,67.69551383515001,0,0,391
818,400,26.79849570843292,67.13488926888661,67.13628623360418,67.13488926888661,0,0,391
824,400,26.71595983435185,66.57684670833842,66.57822822289747,66.57684670833842,0,0,391
830,400,26.63873191166607,66.0214029189616,66.02276896700612,66.0214029189616,0,0,391
836,400,26.5668783370082,65.46857495875777,65.46992552691218,65.46857495875777,0,0,395
842,400,26.50037802027203,64.91838018461424,64.91971526246522,64.91838018461424,0,0,403
848,400,26.43926475848631,64.37083625875452,64.37215583882987,64.37083625875452,0,0,403
854,400,26.38356215508271,63.82596115528887,63.82794035984072,63.82596115528887,0,0,399
860,400,26.33328970075082,63.283773166865,63.28572412251182,63.283773166865,0,0,399
866,400,26.28842652916868,62.74429091141742,62.7462137691345,62.74429091141742,0,0,403
872,400,26.24907867330537,62.20753333900721,62.20942825265517,62.20753333900721,0,0,407
878,400,26.21514796709956,61.67351973875658,61.67538686502291,61.67351973875658,0,0,411
884,400,26.18678418092744,61.14226974586425,61.14410924420987,61.14226974586425,0,0,411
890,400,26.16386317921438,60.61380334870233,60.61561538130656,60.61380334870233,0,0,415
896,400,26.14654718828596,60.08814089598833,60.09004592923754,60.08814089598833,0,0,427
902,400,26.13472235879724,59.56530310402583,59.56706070229643,59.56530310402583,0,0,435
908,400,26.12850735949657,59.04531106400096,59.04704169885137,59.04531106400096,0,0,439
914,400,26.12784640001765,58.52818624933753,58.52989009329504,58.52818624933753,0,0,447
920,400,26.13280806872153,58.0139505230908,58.01562775113879,58.0139505230908,0,0,447
926,400,26.14336209606878,57.50262614537711,57.50434580434055,57.50262614537711,2.282763900599168,1.513289620955622e-07,451
932,400,26.1595647364276,56.99423578082486,56.99616709349267,56.99423578082486,5.305318560390538,1.081974602111727e-06,459
938,400,26.1813749411075,56.48880250603618,56.49040096007704,56.48880250603618,8.328570540864332,3.305170754627915e-06,467
944,400,26.20884244637275,55.98634981704448,55.9879223786787,55.98634981704448,11.35196855327665,7.322711319325014e-06,471
950,400,26.24197360106446,55.48690163675786,55.48844849250342,55.48690163675786,14.37542506240607,1.36368850893331e-05,479
956,400,26.28079299692005,54.99048232236398,54.99200366089858,54.99048232236398,17.39891337726551,2.275046780869425e-05,483
962,400,26.32532493399157,54.49711667268878,54.49861268480018,54.49711667268878,20.42242261343404,3.516671439160198e-05,491
