x,y,J,J_lower,P_H,P_N,P_A,P_loc,E_radius_loss,safe_margin,angle_calls,x_global,y_global,C1
5,-50,457066.50819109,457066.508191089,0,0,0.999842473343767,0,355.059801698145,0,324,950,5,27633.9434909301
5,-30,691757.420174285,691757.420174285,0,0,1.0003113598169,0,446.951646088148,0,324,930,5,27633.9434909301
5,-20,886238.526381695,886238.526381695,0,0,1.00033547663699,1.22873168470456e-19,513.368404823341,0,372,920,5,27633.9434909301
5,-10,1190444.65858824,1190444.65858824,0,0,1.00001743300732,0.000258667523195328,605.18994843639,0,444,910,5,27633.9434909301
5,-5,1418852.63787007,1418852.63787007,2.26278483004225e-06,0,0.999997083960694,0.000281548341941336,667.000768367338,0,468,905,5,27633.9434909301
5,-2,1602903.1644054,1602903.1644054,4.22010021968011e-05,0,0.999951752922535,0.00022465194314386,712.700691421972,0,444,902,5,27633.9434909301
5,0,1743801.64387413,1743801.6438741,4.73627562780049e-05,0,0.999949843577613,5.01657084950512e-05,745.00326672184,0,300,900,5,27633.9434909301
5,2,1602903.01025486,1602903.01025486,4.22010021968011e-05,0,0.999951658751215,0.000224651943143858,712.700623445786,0,444,898,5,27633.9434909301
5,5,1418852.63787001,1418852.63787001,2.26278483004225e-06,0,0.999997083960652,0.000281548341941333,667.000768367308,0,468,895,5,27633.9434909301
5,10,1190444.63807656,1190444.63807656,0,0,1.00001741676923,0.000258667523195325,605.189938140039,0,444,890,5,27633.9434909301
5,20,886238.525913764,886238.525913764,0,0,1.00033547615213,1.22873167470414e-19,513.368404554648,0,372,880,5,27633.9434909301
5,30,691757.420163052,691757.420163052,0,0,1.00031135980224,0,446.951646080911,0,324,870,5,27633.9434909301
5,50,457066.508191078,457066.508191077,0,0,0.999842473343744,0,355.059801698136,0,324,850,5,27633.9434909301
30,-50,436189.742927144,436189.742927144,0,0,1.00005980409754,0,345.426732644517,0,276,950,30,27633.9434909301
30,-30,662321.551070614,662321.551070614,0,0,1.00080226063965,0,435.985432691249,0,300,930,30,27633.9434909301
30,-20,854494.328953815,854494.328953815,0,0,1.00026454705862,0,502.323838357646,0,372,920,30,27633.9434909301
30,-10,1154765.08879198,1154765.08879198,0,0,1.00000430072089,0.00115764491612141,594.534574082846,0,468,910,30,27633.9434909301
30,-5,1384017.40222134,1384017.40222134,5.70151649492513e-05,0,0.999941267413406,0.00120407433843482,657.572381590036,0,516,905,30,27633.9434909301
30,-2,1572511.56669218,1572511.56669218,0.00034640601791854,0,0.999649760183315,0.00101534520330706,705.117065248778,0,612,902,30,27633.9434909301
30,0,1683166.07241645,1683166.07241645,0.000378240460119137,0,0.999740001523103,0.000560223035779066,731.460409258101,0,732,900,30,27633.9434909301
30,2,1572511.42368661,1572511.42368661,0.000346406017918541,0,0.999649671209225,0.00101534520330705,705.117001608333,0,612,898,30,27633.9434909301
30,5,1384017.40222128,1384017.40222128,5.70151649492512e-05,0,0.999941267413361,0.00120407433843481,657.572381590005,0,516,895,30,27633.9434909301
30,10,1154765.07384464,1154765.07384464,0,0,1.00000428861965,0.0011576449161214,594.534566495139,0,468,890,30,27633.9434909301
30,20,854494.328661854,854494.328661854,0,0,1.00026454674763,0,502.323838187669,0,372,880,30,27633.9434909301
30,30,662321.551064396,662321.551064395,0,0,1.00080226063127,0,435.985432687179,0,300,870,30,27633.9434909301
30,50,436189.742927137,436189.742927137,0,0,1.00005980409753,0,345.426732644511,0,276,850,30,27633.9434909301
55,-50,415666.658383463,415666.658383463,0,0,1.00031871350506,0,335.749147215876,0,300,950,55,27633.9434909301
55,-30,633790.42525856,633790.42525856,0,0,1.0009359385766,0,424.873616182156,0,324,930,55,27633.9434909301
55,-20,822713.307298834,822713.307298834,0,0,1.00019380593627,0,491.05354972909,0,396,920,55,27633.9434909301
55,-10,1118923.52843693,1118923.52843693,0,0,0.999995068949529,0.0020261301856041,583.57686707904,0,468,910,55,27633.9434909301
55,-5,1348696.26959089,1348696.26959089,0.000139458560483489,0,0.999861015542852,0.00207584314180386,647.746131431307,0,516,905,55,27633.9434909301
55,-2,1541619.67171145,1541619.67171145,0.000631116828945374,0,0.999367468299976,0.00165362948440548,697.105598968977,0,588,902,55,27633.9434909301
55,0,1620341.89433137,1620341.89433137,0.000690421365837212,0,0.999336208047961,0.00116082465296067,716.60898094613,0,780,900,55,27633.9434909301
55,2,1541614.38648502,1541614.38648502,0.000631116828945374,0,0.999367860373915,0.00165362948440548,697.104357922571,0,660,898,55,27633.9434909301
55,5,1348696.23949682,1348696.23949682,0.000139458560483489,0,0.999861107442161,0.00207584314180384,647.746151290465,0,516,895,55,27633.9434909301
55,10,1118923.49728084,1118923.49728084,0,0,0.999995065073121,0.00202613018560408,583.576857000699,0,468,890,55,27633.9434909301
55,20,822713.306959609,822713.306959608,0,0,1.00019380576961,0,491.053549580836,0,396,880,55,27633.9434909301
55,30,633790.425246395,633790.425246395,0,0,1.00093593856616,0,424.873616175706,0,324,870,55,27633.9434909301
55,50,415666.658383823,415666.658383823,0,0,1.00031871350518,0,335.749147216149,0,300,850,55,27633.9434909301
80,-50,395600.008861291,395600.008861291,0,0,1.00045199260944,0,326.011175758753,0,324,950,80,27633.9434909301
80,-30,606384.601532052,606384.601532052,0,0,1.00099952701604,0,413.825806804947,0,324,930,80,27633.9434909301
80,-20,791096.90756774,791096.90756774,0,0,1.00012505304704,0,479.606665227115,0,444,920,80,27633.9434909301
80,-10,1082988.0341318,1082988.0341318,0,0,0.999990565753751,0.00279626534889946,572.338447060787,0,540,910,80,27633.9434909301
