r_m,C_kg_kg
0,2.5499924038174546
6.2500000000000003e-06,2.5499924037168507
1.2500000000000001e-05,2.5499924034150361
1.8750000000000002e-05,2.5499924029120002
2.5000000000000001e-05,2.5499924022077272
3.1250000000000001e-05,2.5499924013021924
3.7500000000000003e-05,2.5499924001953662
4.375e-05,2.5499923988872126
5.0000000000000002e-05,2.5499923973776863
5.6250000000000005e-05,2.5499923956667363
6.2500000000000001e-05,2.5499923937543092
6.8750000000000004e-05,2.549992391640338
7.5000000000000007e-05,2.5499923893247525
8.125000000000001e-05,2.5499923868074785
8.7499999999999999e-05,2.54999238408843
9.3750000000000002e-05,2.5499923811675171
0.0001,2.549992378044641
0.00010625000000000001,2.5499923747196989
0.00011250000000000001,2.5499923711925798
0.00011875,2.5499923674631662
0.000125,2.5499923635313344
0.00013125000000000002,2.5499923593969531
0.00013750000000000001,2.5499923550598851
0.00014375,2.5499923505199842
0.00015000000000000001,2.5499923457771017
0.00015625,2.5499923408310776
0.00016250000000000002,2.5499923356817473
0.00016875000000000001,2.5499923303289389
0.000175,2.5499923247724774
0.00018125000000000001,2.549992319012174
0.0001875,2.5499923130478397
0.00019375000000000002,2.5499923068792749
0.00020000000000000001,2.5499923005062737
0.00020625,2.5499922939286255
0.00021250000000000002,2.5499922871461087
0.00021875,2.5499922801584991
0.00022500000000000002,2.549992272965564
0.00023125000000000001,2.549992265567063
0.0002375,2.5499922579627508
0.00024375000000000002,2.549992250152374
0.00025000000000000001,2.5499922421356738
0.00025625000000000002,2.5499922339123815
0.00026250000000000004,2.5499922254822254
0.00026875,2.5499922168449238
0.00027500000000000002,2.5499922080001913
0.00028125000000000003,2.5499921989477299
0.0002875,2.5499921896872411
0.00029375000000000001,2.5499921802184149
0.00030000000000000003,2.5499921705409379
0.00030624999999999999,2.5499921606544889
0.00031250000000000001,2.5499921505587375
0.00031875000000000002,2.5499921402533485
0.00032500000000000004,2.5499921297379795
0.00033125,2.5499921190122792
0.00033750000000000002,2.5499921080758923
0.00034375000000000003,2.5499920969284564
0.00035,2.5499920855695981
0.00035625000000000001,2.5499920739989408
0.00036250000000000003,2.5499920622161016
0.00036874999999999999,2.5499920502206876
0.00037500000000000001,2.5499920380122982
0.00038125000000000002,2.5499920255905306
0.00038750000000000004,2.54999201295497
0.00039375,2.5499920001051963
0.00040000000000000002,2.549991987040785
0.00040625000000000004,2.5499919737613013
0.0004125,2.5499919602663024
0.00041875000000000001,2.5499919465553407
0.00042500000000000003,2.5499919326279619
0.00043125000000000005,2.5499919184837005
