time_s,steps,total_picard,max_picard,max_scaled_nonlinear_residual,max_residual_ratio,max_linear_backward_error,cumulative_heat_balance,cumulative_water_balance,min_T,max_T,min_C,max_C
0,0,0,0,0,0,0,0,0,30.784068634865761,33,1.0660535349758022,1.2
1,4096,8192,2,6.5300663056394083e-16,0.00029682188086369542,2.255180402188719e-16,5.391030849814446e-10,-2.4615854415768776e-18,30.781703881702629,32.99575498196095,1.0660507972545856,1.1999917491695886
2,8192,16384,2,6.6664582028297492e-16,0.00030302221882166078,2.2551921164297664e-16,1.0716024870845858e-09,-4.7605923937980173e-18,30.779341768630889,32.991513568340004,1.066048064397481,1.1999834986919324
3,12288,24576,2,7.0519435119186956e-16,0.00032054538803427641,2.2552029812229683e-16,1.6043755626327441e-09,-7.1905776220599736e-18,30.776981767266918,32.987275755711792,1.0660453337989488,1.1999752485580615
4,16384,32768,2,7.0519435119186956e-16,0.00032054538803427641,2.2552137169486772e-16,2.1308912983197988e-09,-9.3307226129711568e-18,30.774623824300541,32.983041541010095,1.0660426044350686,1.1999669987657566
5,20480,40960,2,7.0519435119186956e-16,0.00032054538803427641,2.2552248807863575e-16,2.659792766623089e-09,-1.1817984984763774e-17,30.772267918135707,32.978810921177526,1.0660398758574865,1.1999587493143586
6,24576,49152,2,7.0519435119186956e-16,0.00032054538803427641,2.2552360654788508e-16,3.1992708358821037e-09,-1.3868997881733884e-17,30.769914036890356,32.974583893160371,1.0660371478447499,1.1999505002036124
7,28672,57344,2,7.0519435119186956e-16,0.00032054538803427641,2.2552468879820128e-16,3.7164993177689516e-09,-1.5956150682762535e-17,30.767562172823677,32.970360453908718,1.0660344202739189,1.1999422514334104
8,32768,65536,2,7.0519435119186956e-16,0.00032054538803427641,2.2552579992834644e-16,4.2640560774138969e-09,-1.8422095107623139e-17,30.765212320304606,32.966140600375105,1.0660316930695324,1.1999340030036878
9,36864,73728,2,7.0519435119186956e-16,0.00032054538803427641,2.255268906515608e-16,4.7904430546061999e-09,-2.0563961793543662e-17,30.762864474906113,32.961924329514943,1.0660289661814311,1.1999257549143503
10,40960,81920,2,7.0519435119186956e-16,0.00032054538803427641,2.2552797918556221e-16,5.3080134024600066e-09,-2.2758266006931164e-17,30.760518632945253,32.957711638286099,1.0660262395742277,1.1999175071654098
