check,time_s,radius_cm,coarse,fine
moisture_space_final_T,959,1.9,9.219249376301327,9.219250315020638
moisture_space_final_T,962,2.0,8.925449702679503,8.925450619113304
moisture_space_final_T,964,0.5,13.059549256585392,13.05955032534221
moisture_space_final_T,966,0.9,12.230049791314348,12.230050844743188
moisture_space_final_T,966,1.8,9.51974965263689,9.519750606844797
moisture_space_final_T,969,0.5,13.010549444458889,13.010550512318552
moisture_space_final_T,974,0.8,12.400049250978809,12.400050307406174
moisture_space_final_T,986,0.7,12.506648972105323,12.506650030055352
moisture_space_final_T,993,1.1,11.515549497546472,11.515550529706509
moisture_space_final_T,995,1.8,9.483949836144792,9.483950776535833
moisture_space_final_T,998,0.2,13.038049401320096,13.03805046921002
moisture_space_final_T,1001,2.0,8.938149147284458,8.93815004381779
moisture_space_final_T,1012,0.9,11.877949285264606,11.877950326089627
moisture_space_final_T,1016,0.7,12.255449827900753,12.255450878576102
moisture_space_final_T,1020,1.0,11.592249429499997,11.592250460962346
moisture_space_final_T,1038,0.7,12.082249758350141,12.082250803289606
moisture_space_final_T,1040,1.3,10.736249004980253,10.736250000876687
moisture_space_final_T,1041,0.1,12.675649785241923,12.67565084554809
moisture_space_final_T,1044,1.5,10.202649762971888,10.202650731093875
moisture_space_final_T,1059,1.6,9.911749984810344,9.911750931045196
moisture_space_final_T,1062,0.7,11.90354923377436,11.903550272104551
moisture_space_final_T,1064,0.0,12.48634978178402,12.486350837303105
moisture_space_final_T,1064,1.4,10.392049875555168,10.392050849502095
moisture_space_final_T,1067,1.9,9.214049132928807,9.214050018918604
moisture_space_final_T,1069,0.9,11.494849904498246,11.494850928069761
moisture_space_final_T,1078,1.3,10.580149695949931,10.580150677277873
moisture_space_final_T,1078,1.4,10.346849306866032,10.346850275168498
moisture_space_final_T,1079,1.2,10.804349281747285,10.804350274386756
moisture_space_final_T,1085,1.4,10.325549821537095,10.325550787008096
moisture_space_final_T,1100,0.2,12.143249134994283,12.143250180184078
moisture_space_final_T,1100,0.5,11.90404963056883,11.904050667537016
moisture_space_final_T,1101,0.0,12.181949198809216,12.181950245270759
moisture_space_final_T,1107,0.7,11.59614914955301,11.59615017460662
moisture_space_final_T,1110,1.9,9.264149506472451,9.264150372195795
moisture_space_final_T,1114,0.0,12.081149520883455,12.081150563935617
moisture_space_final_T,1114,0.9,11.231449984422882,11.23145099330813
moisture_space_final_T,1114,1.5,10.038049142815554,10.038050081524078
moisture_space_final_T,1116,0.5,11.791049930142666,11.791050962532417
moisture_space_final_T,1127,0.7,11.470949903195912,11.470950922017746
moisture_space_final_T,1127,0.8,11.323549686204064,11.323550698384617
moisture_space_final_T,1131,1.7,9.629849838653046,9.629850735456948
moisture_space_final_T,1132,1.9,9.289649943060466,9.289650798599016
moisture_space_final_T,1143,1.5,9.990649109849736,9.990650036349018
moisture_space_final_T,1144,2.0,9.164249505388359,9.16425033255003
moisture_space_final_T,1146,1.5,9.986249556773627,9.986250482010073
moisture_space_final_T,1154,0.0,11.790449272919412,11.790450304820219
moisture_space_final_T,1156,0.2,11.736149978557481,11.736151008144837
moisture_space_final_T,1159,0.6,11.405549675384494,11.405550689821945
moisture_space_final_T,1159,1.4,10.146249690767464,10.1462506260649
moisture_space_final_T,1173,0.2,11.623749559492865,11.623750583992877
moisture_space_final_T,1175,0.3,11.563149757275221,11.563150778916096
moisture_space_final_T,1187,1.0,10.731449331466035,10.731450305461273
moisture_space_final_T,1192,0.4,11.395749250484421,11.39575026355767
moisture_space_final_T,1194,2.0,9.280849451597811,9.28085025549194
moisture_space_final_T,1202,1.9,9.3981495318815,9.398150355340583
moisture_space_final_T,1221,1.0,10.610049456538155,10.610050417845848
moisture_space_final_T,1233,0.5,11.10094904849157,11.100950043610583
moisture_space_final_T,1238,1.1,10.427149716345802,10.427150660063406
moisture_space_final_T,1241,1.5,9.898249601845848,9.898250487013543
moisture_space_final_T,1242,0.8,10.777749982188952,10.77775095436608
moisture_space_final_T,1243,1.0,10.540249402287106,10.540250355258369
