x,y,J,J_lower,P_H,P_N,P_A,P_loc,E_radius_loss,safe_margin,angle_calls
455,0,675220.025497665,675220.025497664,0.00284221140269377,0,0.997151298499981,0.0108401688044016,434.287184909047,454.872861244568,2934
455,2,673883.316890689,673883.316890689,0.00284221140312909,0,0.997151679791325,0.0106456483260635,433.664336084938,454.805165987944,3042
455,5,666320.99194886,666320.99194886,0.00242055393884928,0,0.997574368448559,0.00958358573299524,430.096426085991,454.689885045164,2502
455,10,577259.217248841,577259.217248841,0.000698071837761723,0,0.99930241845689,0.00578976253086574,393.390926267366,454.461142047214,1710
455,15,452893.604930762,452893.604930762,0,0,1.0000122576679,0,341.139511354799,454.186689791461,1242
455,20,370648.362642216,370648.362642216,0,0,1.00000057792509,0,303.567596193679,453.866597189684,1026
455,25,310805.236464373,310805.236464373,0,0,0.999994798062328,0,274.269754367266,453.500944438558,882
455,30,265071.212504986,265071.212504986,0,0,1.0000017715896,0,250.446259936725,453.089822919777,882
455,40,199905.205138135,199905.205138135,0,0,1.0000011630261,0,213.619259869756,452.131594337959,882
455,50,156149.327741744,156149.327741744,0,0,1.00000433680362,0,186.250019432597,450.99286156607,738
480,0,629884.214524222,629884.214524222,0.00284221140306934,0,0.997155785166023,0.0113433290598991,417.943181232314,479.859429913543,3582
480,2,628705.317508618,628705.317508618,0.00284221140346316,0,0.997156181728162,0.0111338757058959,417.380146145872,479.78848313824,3114
480,5,622061.574993322,622061.574993322,0.00254281651741603,0,0.99745655853221,0.009985590290423,414.171287077834,479.667667048993,2682
480,10,549608.125106781,549608.125106781,0.000844828681190862,0,0.99916199751024,0.0054934196310571,383.016386770686,479.427948523348,1674
480,15,427281.493137848,427281.493137848,0,0,1.00000639680997,0,330.190934179882,479.140340549412,1170
480,20,347947.613750993,347947.613750993,0,0,0.999999865941024,0,292.849570316577,478.804922406825,1026
480,25,290723.69236399,290723.69236399,0,0,1.00000401787844,0,263.96377091819,478.421786333317,990
480,30,247236.550772597,247236.550772597,0,0,0.999995961833267,0,240.593139452685,477.991037398685,882
480,40,185633.420628016,185633.420628016,0,0,0.999995990017258,0,204.663600566586,476.987184511845,810
480,50,144512.782312278,144512.782312278,0,0,0.999994134756173,0,178.100378448352,475.794455109837,666
505,0,586931.727980622,586931.727980622,0.00284221140339536,0,0.997161607487547,0.0118266715198537,402.134751951073,499.999230861131,3006
505,2,585889.977766087,585889.977766087,0.0028422114037475,0,0.997161353633709,0.0116014844618427,401.624579509204,499.994881838607,3042
505,5,580039.137897559,580039.137897559,0.00265237142583251,0,0.997351186078837,0.01036194694089,398.730573445468,499.973358949963,2466
505,10,523488.14689803,523488.14689803,0.000996319845467161,0,0.99901184721577,0.00507079588542796,373.228621652503,499.89749612694,1854
505,15,402719.819640576,402719.819640576,0,0,1.00000196032464,0,319.631795491633,499.771665136384,1098
505,20,326159.709391992,326159.709391992,0,0,0.999995129991992,0,282.462305695772,499.595903673094,990
505,25,271471.308999909,271471.308999909,0,0,1.00000202507457,0,253.959342994422,499.37026432595,810
505,30,230170.426094962,230170.426094962,0,0,0.999994341640748,0,231.029086197105,499.094814499399,846
505,40,172023.606365878,172023.606365878,0,0,0.999996888675229,0,195.974923749086,498.394826479994,810
505,50,133454.725504716,133454.725504715,0,0,0.999998287288118,0,170.204993835422,497.49677081368,738
530,0,546447.721761255,546447.721761255,0.00284221140367099,0,0.997164199341302,0.012288718047976,386.914617408772,474.999231223733,3438
530,2,545525.292553544,545525.292553544,0.00284221140399311,0,0.997164203305079,0.0120468657265023,386.451603311968,474.995089295538,3078
530,5,540359.370837405,540359.370837405,0.00274548696650912,0,0.997259867292072,0.0107099165773126,383.834865666317,474.974591247249,2466
530,10,499162.817590154,499162.817590154,0.00115117954277076,0,0.998849128099282,0.00445060776984245,364.121625124212,474.902340077282,1962
530,15,379302.707165821,379302.707165821,0,0,0.999996040102046,0,309.517128768697,474.782497362629,1134
530,20,305351.010507445,305351.010507445,0,0,1.00000958106723,0,272.457243987249,474.615095670842,918
530,25,253091.745189089,253091.745189089,0,0,0.999996609947988,0,244.297109001927,474.400180444018,918
530,30,213902.747077977,213902.747077976,0,0,1.00000654986448,0,221.789303657895,474.13780993724,810
530,40,159092.894416538,159092.894416538,0,0,1.00000887051488,0,187.582110979235,473.470999679746,702
530,50,122979.052275277,122979.052275277,0,0,1.00000748047796,0,162.583478637467,472.615383786283,666
555,0,508510.921457286,508510.921457286,0.00284221140391257,0,0.997157451388866,0.0127279047226223,372.333566886386,449.999231553371,2862
555,2,507691.989487479,507691.989487479,0.00284221140420712,0,0.997157755119866,0.0124683056209424,371.912499608777,449.995277892989,3150
555,5,503117.715768956,503117.715768956,0.00281574729730905,0,0.997184331357269,0.0110265053413349,369.541124704457,449.975711525206,2466
555,10,476538.356709749,476538.356709749,0.00130813021171532,0,0.99868150201337,0.00343168535531194,355.592711001185,449.906743785633,1674
555,15,357128.812056475,357128.812056475,0,0,0.99997769861752,0,299.901031558089,449.792345425068,1062
555,20,285576.747481202,285576.747481202,0,0,1.00001393337971,0,262.871681105758,449.632544772886,990
555,25,235628.78930908,235628.78930908,0,0,0.99999249910301,0,235.01720021277,449.427381362375,954
555,30,198458.964478674,198458.964478674,0,0,1.00000485259599,0,212.901645223625,449.176905881922,846
555,40,146846.858290686,146846.858290686,0,0,0.999995271601311,0,179.50264750316,448.540276852011,630
555,50,113088.328802548,113088.328802548,0,0,0.999993914064528,0,155.252864823031,447.723283584125,738
580,0,473208.497726017,473208.497726016,0.00284221140412455,0,0.997154140111565,0.0131425684425498,358.450286418422,424.999231854345,3078
580,2,472478.839998507,472478.839998507,0.00284221140439221,0,0.997153824647185,0.0128639657444059,358.066280207243,424.995450090852,3078
580,5,468413.010542599,468413.010542599,0.00284221140580567,0,0.997154008828224,0.0113083213484167,355.911223882473,424.976734393803,2934
580,10,448724.221786548,448724.221786548,0.00146594521705348,0,0.998526320416914,0.00147159813535255,345.005385078443,424.910764655835,2538
580,15,336326.137570308,336326.137570308,6.69220681566867e-06,0,0.999976648680788,6.69220681566867e-06,290.856412255246,424.801337597993,1134
580,20,266905.224022702,266905.224022702,0,0,0.999998902742428,0,253.751534249897,424.648478015935,918
580,25,219132.608286276,219132.608286275,0,0,1.00000266398837,0,226.163958542835,424.452220515358,954
580,30,183871.431304833,183871.431304833,0,0,0.999992286078329,0,204.402249378305,424.212609472885,774
580,40,135312.129519338,135312.129519338,0,0,0.999999619959903,0,171.776976258075,423.603552812244,702
580,50,103796.527538524,103796.527538524,0,0,1.00000399653301,0,148.246671548596,422.821856294513,666
605,0,440613.748274007,440613.748274007,0.00284221140430945,0,0.997153329850723,0.0135309313241518,345.316214569325,399.999232130238,3294
605,2,439961.15610928,439961.15610928,0.0028422114045573,0,0.997153498374148,0.0132318600304755,344.965423674387,399.995607939048,3186
605,5,436331.49602392,436331.49602392,0.00284221140585693,0,0.997153361683755,0.0115515380830725,343.001631538138,399.97767202826,2718
605,10,419163.271144449,419163.271144449,0.001623418173199,0,0.998377458379549,0.0017253475706791,333.370239109033,399.914450528137,2538
605,15,317026.722197664,317026.722197664,6.30216276826217e-05,0,0.999944112003997,6.30216276826217e-05,282.447009668843,399.80958079517,1314
