x,y,J,J_lower,P_H,P_N,P_A,P20,E_radius,safe_margin,angle_calls
874,564,1802.20425106335,1802.20425106334,0,8.58151620950403e-05,0.999914184844388,0.358757131813499,23.3003971162236,-36.029325220401,1944
874,565,1802.15538353065,1802.15538353065,0,8.95002830873689e-05,0.999910499714472,0.358148410133366,23.3018240679494,-36.5741349467985,1992
874,566,1802.11469864173,1802.11469864173,0,9.3295812296555e-05,0.999906704182292,0.357534128604459,23.303296887342,-37.1196226881295,1992
874,567,1802.08219801841,1802.08219801841,0,9.72037671944338e-05,0.999902796243261,0.356914257648574,23.3048156375781,-37.6657873751224,1944
874,568,1802.05787811239,1802.05787811239,0,0.000101226183407214,0.999898773855902,0.356288767210525,23.3063803282678,-38.2126279394299,1752
874,569,1802.0416970553,1802.0416970553,0,0.000105365114827267,0.999894634877952,0.355657626747963,23.3079906251574,-38.760143313634,1848
874,570,1802.03364568775,1802.03364568774,0,0.000109622633725713,0.999890377352739,0.355020805222886,23.3096464737662,-39.3083324312499,1992
874,571,1802.03371767838,1802.03371767837,0,0.000114000830865832,0.999885999193804,0.354378271091522,23.311347834824,-39.8571942267313,1704
874,572,1802.04190160581,1802.04190160581,0,0.000118501815617289,0.999881498163694,0.353729992294856,23.3130946147565,-40.4067276354735,1896
874,573,1802.0581811547,1802.0581811547,0,0.000123127716071197,0.999876872283768,0.353075936248429,23.3148866707538,-40.956931593819,1848
874,574,1802.08255533491,1802.08255533491,0,0.000127880679156019,0.999872119328678,0.352416069832073,23.3167239827623,-41.5078050390612,2184
874,575,1802.11502609482,1802.11502609481,0,0.000132762870754325,0.999867237118877,0.351750359379205,23.3186065473365,-42.059346909449,2040
874,576,1802.15558478866,1802.15558478865,0,0.000137776475820405,0.999862223527054,0.351078770666461,23.3205342596616,-42.6115561441911,1944
875,564,1802.12500477325,1802.12500477325,0,9.13432530894217e-05,0.99990865676786,0.357543063942665,23.3036369230705,-36.8682482551426,2040
875,565,1802.07691234257,1802.07691234256,0,9.518007799761e-05,0.999904819896042,0.356929850693562,23.305061179846,-37.4126174111013,1992
875,566,1802.03704106523,1802.03704106523,0,9.91295740450291e-05,0.999900870456099,0.35631103886218,23.3065315307335,-37.9576644968795,1992
875,567,1802.00540655245,1802.00540655244,0,0.000103193767768349,0.999896806213753,0.355686598339468,23.3080481509949,-38.5033884450647,1896
875,568,1801.98195891476,1801.98195891476,0,0.000107374703868095,0.999892625305042,0.355056498529063,23.3096106383186,-39.0497881891633,1992
875,569,1801.96668657113,1801.96668657113,0,0.000111674445320482,0.999888325546376,0.354420708337033,23.311218914753,-39.5968626636047,2040
875,570,1801.95958945429,1801.95958945428,0,0.000116095073490068,0.999883905010098,0.353779196163168,23.3128729966801,-40.1446108037451,1656
875,571,1801.96064442139,1801.96064442138,0,0.000120638688243213,0.99987936129626,0.35313192989007,23.3145726863731,-40.6930315458726,1896
875,572,1801.96985181732,1801.96985181732,0,0.000125307408062362,0.999874692439668,0.352478876874269,23.3163179860719,-41.2421238272118,1752
875,573,1801.98719623058,1801.98719623058,0,0.000130103370161173,0.999869896605877,0.351820003935086,23.3181087527183,-41.7918865859281,2040
875,574,1802.01267253289,1802.01267253289,0,0.000135028730600471,0.99986497126709,0.351155277343924,23.3199449177703,-42.3423187611311,2040
875,575,1802.04629661699,1802.04629661699,0,0.000140085664405071,0.999859914309523,0.350484662814033,23.3218265897534,-42.8934192928805,1848
875,576,1802.08804235307,1802.08804235306,0,0.000145276365681453,0.999854723647002,0.349808125488663,23.3237535016891,-43.4451871221893,1848
