x,y,J,J_lower,P_H,P_N,P_A,P20,E_radius,safe_margin,angle_calls
830,480,1871.68022204062,1871.68022204062,0,0,0.999999992547924,0.427031843615825,23.3320195667824,45.4791591164178,666
830,485,1866.74035533562,1866.74035533562,0,0,0.999999994030786,0.426374190871964,23.3162205500797,42.9545944410878,774
830,490,1862.1388498362,1862.1388498362,0,0,0.999999996228794,0.425624869128171,23.3021536222686,40.4106185863952,810
830,495,1857.86393612929,1857.86393612928,0,0,0.999999998630295,0.424783466100229,23.2897660614674,37.8473855244863,774
830,500,1853.90409232386,1853.90409232386,0,0,1.00000000541125,0.423849509985259,23.2790042437838,35.2650487504932,810
830,505,1850.25060136514,1850.25060136514,0,0,1.00000000292292,0.42282246657736,23.2698377072177,32.6637612584184,810
830,510,1846.89080752675,1846.89080752675,0,0,0.999999994436866,0.421701736173208,23.2621962255561,30.0436755177932,810
830,515,1843.8181320368,1843.8181320368,0,0,0.999999997537635,0.420486650244049,23.2560639913463,27.4049434511021,702
830,520,1841.02077951136,1841.02077951136,0,0,1.00000000673804,0.41917646785385,23.2513736888171,24.7477164119656,702
830,525,1838.49209846477,1838.49209846477,0,0,1.00000000435114,0.417770371793264,23.2481036188897,22.0721451640732,774
830,530,1836.22264833191,1836.22264833191,0,0,1.00000000175472,0.416267464403791,23.2462040870429,19.3783798608561,738
830,535,1834.20467603406,1834.20467603406,0,0,1.00000000080113,0.414666763054954,23.2456390168158,16.6665700258933,810
830,540,1832.43169292688,1832.43169292688,0,0,0.999999997841875,0.412967195240809,23.2463820071085,13.9368645340384,774
830,545,1830.89541551023,1830.89541551022,0,0,1.00000000413901,0.411167593250175,23.2483884176967,11.1894115932591,738
830,550,1829.58933215668,1829.58933215668,0,0,0.99999999712684,0.409266688364413,23.2516280259579,8.42435872717851,774
830,555,1828.50716293617,1828.50716293616,0,0,0.999999998720838,0.407263104529064,23.2560714677857,5.6418527583088,738
830,560,1827.64243992545,1827.64243992545,0,0,1.00000000557293,0.405155351435584,23.2616859911174,2.84203979196423,702
830,565,1826.98875039128,1826.98875039128,0,0,0.99999998788033,0.402941816944747,23.2684378001265,0.0250652008458019,630
830,570,1826.54176260227,1826.54176260227,0,1.64532712723679e-07,0.999999843908138,0.400620819275904,23.2763105801452,-2.80892638971579,774
830,575,1826.29414044492,1826.29414044492,0,8.10685265429242e-07,0.99999922300382,0.398190610669537,23.2852591297334,-5.65979111587058,738
830,580,1826.24029708605,1826.24029708604,0,2.15442149181189e-06,0.999997844976883,0.395649283351605,23.2952548689238,-8.52738588872148,1026
830,585,1826.37669076262,1826.37669076262,0,4.42332565034474e-06,0.999995578470916,0.392994800167708,23.3062876561355,-11.4115684071743,918
830,590,1826.69612740113,1826.69612740113,0,7.85708383400351e-06,0.999992136202432,0.390224988873044,23.3183130144245,-14.312197170172,918
830,595,1827.19650483524,1827.19650483524,0,1.27078675654453e-05,0.999987294632234,0.387337522765199,23.3313315447987,-17.2291314883308,954
830,600,1827.87194362398,1827.87194362397,0,1.92407319679381e-05,0.999980756515137,0.384329919301265,23.3453079933343,-20.1622314949841,954
830,605,1828.71903584202,1828.71903584201,0,2.77340293999643e-05,0.999972268028791,0.381199522111519,23.3602277205816,-23.1113581566512,954
830,610,1829.73575022725,1829.73575022725,0,3.84798395061901e-05,0.999961518314452,0.377943487253734,23.376085372484,-26.0763732829391,954
830,615,1830.9189714848,1830.9189714848,0,5.1784416707745e-05,0.999948216709889,0.374558766320623,23.3928630165121,-29.0571395358916,882
830,620,1832.26749900441,1832.2674990044,0,6.79686562310314e-05,0.999932030395933,0.370974115289303,23.4105554619112,-32.0535204387963,882
835,480,1865.47915609879,1865.47915609878,0,0,0.999999996544178,0.423674892303662,23.3233846517883,41.1543172666713,774
835,485,1860.63490796101,1860.63490796101,0,0,0.999999995863047,0.42297610532354,23.307732256047,38.641109721939,810
835,490,1856.125897899,1856.125897899,0,0,0.999999998249125,0.422184325725548,23.2938045532593,36.1085182776088,702
835,495,1851.94073203528,1851.94073203528,0,0,1.00000000372013,0.421299080965312,23.2815514917453,33.5566953218059,810
835,500,1848.06918018747,1848.06918018747,0,0,1.00000000382091,0.420319836403448,23.2709306144451,30.9857927885523,810
835,505,1844.49892301523,1844.49892301523,0,0,1.00000000656871,0.419245992199836,23.2618770124919,28.3959621337751,774
835,510,1841.22303918142,1841.22303918142,0,0,0.99999999588673,0.418076879973725,23.254373281229,25.787354312071,738
835,515,1838.2288409311,1838.22884093109,0,0,1.00000000529738,0.41681175920836,23.2483458958286,23.1601197542168,702
835,520,1835.51011391421,1835.5101139142,0,0,1.0000000024336,0.415449813372249,23.2437787291908,20.5144083454223,738
835,525,1833.05624870141,1833.05624870141,0,0,0.999999992475505,0.413990145727512,23.2406127500863,17.8503694043153,774
835,530,1830.85999658639,1830.85999658638,0,0,1.00000000581091,0.412431774792827,23.2388181867582,15.1681516626497,774
835,535,1828.91386172834,1828.91386172834,0,0,1.00000000611985,0.410773629421499,23.2383604085218,12.4679032457307,738
835,540,1827.20965925043,1827.20965925043,0,0,0.999999995114612,0.409014543455325,23.2391968727675,9.74977165354539,738
835,545,1825.74066155288,1825.74066155287,0,0,1.00000000542787,0.407153249902055,23.2412969267657,7.01390374259154,774
835,550,1824.50023567686,1824.50023567685,0,0,0.999999998175258,0.405188374586701,23.2446285794731,4.26044570839247,666
835,555,1823.48175060201,1823.48175060201,0,0,1.00000000637485,0.403118429209653,23.2491588651305,1.48954306869121,594
835,560,1822.67862161184,1822.67862161183,0,3.0158673589434e-08,0.999999975267775,0.400941814794253,23.2548532142345,-1.29865935268936,594
835,565,1822.08596448329,1822.08596448329,0,3.83317634253073e-07,0.999999624486524,0.398656905408498,23.2616904434737,-4.10401744132798,666
835,570,1821.6963531455,1821.6963531455,0,1.29541824660388e-06,0.999998707876934,0.39626193887433,23.2696267372587,-6.92638780704158,954
835,575,1821.50442994122,1821.50442994121,0,2.97711679137394e-06,0.999997036954128,0.393755017634603,23.2786367356614,-9.76562779808387,846
835,580,1821.50597113658,1821.50597113657,0,5.65047257602524e-06,0.999994354908927,0.391134113913541,23.2887044015102,-12.6215955147215,954
835,585,1821.69399804421,1821.69399804421,0,9.54930570910666e-06,0.999990445548003,0.388397060283011,23.2997880254324,-15.4941498221948,918
835,590,1822.06621371686,1822.06621371685,0,1.49195679420431e-05,0.99998508261452,0.385541540105474,23.3118867984871,-18.3831503630763,954
835,595,1822.61673805011,1822.61673805011,0,2.20197273560313e-05,0.999977979003894,0.38256507512768,23.324965722895,-21.2884575690387,954
835,600,1823.34208321993,1823.34208321993,0,3.11211677272682e-05,0.99996887975507,0.379465012776543,23.3390094331451,-24.2099326720415,954
835,605,1824.24010074698,1824.24010074698,0,4.25086034638687e-05,0.99995749036915,0.376238510953802,23.354011514754,-27.1474377149511,954
835,610,1825.30783746987,1825.30783746987,0,5.64805110729943e-05,0.999943515767413,0.372882521073199,23.3699551698822,-30.1008355616025,918
