x,y,J,J_lower,P_H,P_N,P_A,P20,E_radius,safe_margin,angle_calls
1004.99923847578,-0.0872620321864176,336356.124614594,336356.124614587,0.00281377592531748,2.42350422633708e-21,0.997185281750472,0.049989055059236,278.659544643127,-1.52293243900203e-05,2142
1004.84693363217,17.3651444050971,292513.740130861,292513.740130861,0.00146939727493187,0,0.998530132612391,0.0350198666968736,258.498054557723,-0,2088
1004.39006549488,34.8122346703146,88935.5515809511,88935.551580951,0,0,0.99999999985495,0.0442071527714986,141.892636413166,-0,954
1003.62877323036,52.2486942107574,44575.383415888,44575.383415888,0,0,1.00000000023634,0.0639895656715997,100.441229620131,1.13686837721616e-13,846
1002.56328873561,69.6692117119389,27093.6473656315,27093.6473656315,0,0,1.00000000035926,0.0824892779912164,78.7163175061102,1.13686837721616e-13,738
1001.19393656753,87.0684807154718,18401.8945814659,18401.8945814659,0,0,0.999999999960726,0.0998865451568313,65.3942891056842,1.13686837721616e-13,702
999.521133844055,104.441201235467,13458.1955151771,13458.1955151771,0,0,1.00000000011595,0.116324362995834,56.451926431056,2.27373675443232e-13,666
997.545390117104,121.782081372961,10383.2388253752,10383.2388253752,0,0,0.999999999969358,0.131916595060018,50.0795290889784,1.13686837721616e-13,738
995.267307217352,139.085838927879,8343.9198143582,8343.91981435819,0,0,1.0000000000044,0.146753879309687,45.3406760187279,1.13686837721616e-13,702
992.68757907092,156.347203008044,6924.51587285179,6924.51587285179,0,0,1.00000000000235,0.160908044528102,41.7023651808731,-0,702
989.80699148799,173.560915634744,5898.73894088218,5898.73894088217,0,0,0.999999999996047,0.174435520999009,38.8392810881148,1.13686837721616e-13,702
986.626421923446,190.721733344358,5134.88728327946,5134.88728327946,0,0,0.99999999965174,0.187380039534001,36.5419352483404,1.13686837721616e-13,738
983.146839209588,207.824428785573,4552.11244419676,4552.11244419676,0,0,0.999999999216534,0.199774812309301,34.6695597714924,-0,630
979.369303261017,224.863792311679,4098.57551298497,4098.57551298497,0,0,0.999999999562239,0.211644318254173,33.124228096812,-1.13686837721616e-13,702
975.294964751778,241.834633567481,3739.81058393849,3739.81058393848,0,0,0.99999999987196,0.223005777405895,31.8358214067204,1.13686837721616e-13,738
970.92506476485,258.731783070334,3452.189531991,3452.189531991,0,0,1.00000000036225,0.233870383274345,30.7529030105537,-0,702
966.260934414101,275.550093784813,3219.08264173837,3219.08264173836,0,0,0.999999999856201,0.244244329284071,29.8369457450966,-0,774
961.303994438817,292.28444269055,3028.51607475997,3028.51607475996,0,0,0.999999995071145,0.254129672156914,29.0585648112972,1.13686837721616e-13,666
956.055754770935,308.929732342761,2871.69594310791,2871.6959431079,0,0,0.999999999649169,0.263525079054349,28.3949992972498,1.13686837721616e-13,702
950.517814075099,325.48089242497,2742.04991897686,2742.04991897686,0,0,1.00000000043116,0.272426399422614,27.8283726689765,-0,738
944.69185926169,341.932881293482,2634.58935887879,2634.58935887878,0,0,1.00000000045544,0.280827230307224,27.3444701836676,-0,666
938.579664972984,358.280687513114,2545.47503333677,2545.47503333677,0,0,0.999999999401537,0.288720887962048,26.9318614975478,-0,774
932.183093042569,374.519331383726,2471.71739943931,2471.71739943931,0,0,0.999999999407438,0.296115029527694,26.5812782143276,-0,774
925.504091928222,390.643866457087,2410.96093642832,2410.96093642832,0,0,1.00000000030784,0.303034109807997,26.2851188365817,-0,738
918.544696118383,406.649381043614,2361.33325981576,2361.33325981575,0,0,0.999999999138538,0.309499630043172,26.0371154894359,-0,774
911.307025512432,422.530999708513,2321.33218479664,2321.33218479664,0,0,0.999999998525634,0.315516553487227,25.8320541437288,1.13686837721616e-13,702
903.793284774949,438.283884756891,2289.74351053437,2289.74351053437,0,0,1.00000000033524,0.321084231614717,25.6655715833673,-0,846
896.00576266415,453.90323770736,2265.578604863,2265.578604863,0,0,1.00000000003575,0.326201575085522,25.5339898121608,-0,846
887.946831334709,469.384300753704,2248.02822282138,2248.02822282137,0,0,1.00000000029885,0.330867247305357,25.4341963713733,-1.13686837721616e-13,846
879.618945615178,484.722358214151,2236.42619298465,2236.42619298464,0,0,0.999999999357381,0.335079772794566,25.363540518819,1.13686837721616e-13,774
871.024642260221,499.912737967814,2230.22179251194,2230.22179251193,0,0,0.999999999951236,0.338837629279174,25.3197546747071,-0,846
862.166539177894,514.950812877868,2228.95798602261,2228.9579860226,0,0,1.0000000019085,0.342139325998568,25.3008891779077,-0,810
853.047334632208,529.832002201018,2232.25448214338,2232.25448214338,0,0,1.00000000016193,0.344983470316443,25.3052611005786,2.27373675443232e-13,810
843.669806421206,544.551772982841,2239.79410245953,2239.79410245953,0,0,0.999999999692077,0.347368824387938,25.3314108421158,1.13686837721616e-13,738
834.036811030824,559.10564143856,2251.31231963064,2251.31231963063,0,0,0.999999999838295,0.349294353336845,25.378070184044,-1.13686837721616e-13,666
824.151282764774,573.48917431886,2266.58795027915,2266.58795027915,0,0,1.00000000034182,0.350759266163863,25.4441279072575,1.13686837721616e-13,774
814.016232850729,587.697990260287,2285.43588882121,2285.43588882121,0,0,0.999999998397963,0.351763050400882,25.5286037430739,-0,738
803.634748523075,601.727761119862,2307.70461062012,2307.70461062011,0,0,0.999999997334179,0.35230550135792,25.6306578145187,1.13686837721616e-13,810
793.009992082504,615.574213293472,2333.26464754175,2333.26464754174,0,0,1.00000000574471,0.352386746669262,25.7495118545264,1.13686837721616e-13,666
782.145199932753,629.233129017651,2362.01300940893,2362.01300940892,0,0,0.99999999795129,0.352007266728829,25.8845100188071,1.13686837721616e-13,738
771.04368159476,642.700347654353,2393.86334756836,2393.86334756835,0,0,1.0000000014698,0.351167911504975,26.0350472975439,1.13686837721616e-13,702
759.708818698554,655.971766958321,2428.74604105673,2428.74604105672,0,0,1.00000000084467,0.349869914145022,26.2005835405414,1.13686837721616e-13,702
748.144063953176,669.043344326672,2466.6076047674,2466.60760476739,0,0,0.999999997770123,0.348114901711499,26.3806499762215,1.13686837721616e-13,630
736.352940094952,681.911098030312,2507.40581751402,2507.40581751401,0,0,0.999999999000632,0.345904903335053,26.5748143053311,1.13686837721616e-13,702
724.339038814433,694.571108426811,2551.10883479365,2551.10883479364,0,0,0.999999996811012,0.343242356022038,26.7826802626917,-0,666
712.106019662329,707.019519154361,2597.69538302816,2597.69538302815,0,0,0.999999997804639,0.340130108313478,27.0038959672584,1.13686837721616e-13,666
699.657608934779,719.252538306465,2647.15275194123,2647.15275194122,0,0,0.999999996478167,0.336571421962305,27.2381408215354,1.13686837721616e-13,666
686.99759853828,731.266439586984,2699.47595830796,2699.47595830796,0,0,0.999999999732707,0.332569971763166,27.4851223782102,1.13686837721616e-13,630
