x,y,J,J_lower,P_H,P_N,P_A,P20,E_radius,safe_margin,angle_calls
940,540,2119.1382164195,2119.1382164195,0,0.000337231673900317,0.999662768048718,0.239525877330826,25.1656582527003,-79.778067317674,882
940,545,2116.18376166719,2116.18376166719,0,0.000370465782692603,0.999629533855369,0.235709481999925,25.1577799796764,-82.2876453515548,882
940,550,2113.55920453943,2113.55920453942,0,0.000406200828883606,0.999593797555309,0.231697238233148,25.151470729418,-84.8144633534966,846
940,555,2111.26421538215,2111.26421538214,0,0.000444575803772053,0.999555424217022,0.227478746655398,25.1467129546328,-87.3584011361006,882
940,560,2109.29946364203,2109.29946364203,0,0.000485735395596583,0.999514262457368,0.223042308662977,25.1434901317282,-89.9193388235567,846
940,565,2107.66706642323,2107.66706642322,0,0.00052983018371175,0.999470170214011,0.218374692236295,25.1417901974089,-92.4971568667356,882
940,570,2106.3704406953,2106.3704406953,0,0.000577016840063185,0.999422982006258,0.213460839601477,25.1416035342973,-95.0917360578621,846
940,575,2105.41445742014,2105.41445742013,0,0.000627458338333869,0.999372541503884,0.208283497941293,25.1429239085323,-97.7029575447741,846
940,580,2104.80539903201,2104.805399032,0,0.000681324171157378,0.99931867840293,0.202822746702714,25.1457472878005,-100.33070284477,810
940,585,2104.5512080615,2104.5512080615,0,0.000738790575819659,0.999261209519979,0.197055383541128,25.1500731752773,-102.974853858051,774
940,590,2104.66159183621,2104.66159183621,0,0.00080004076889865,0.999199959962962,0.190954113230872,25.1559048757186,-105.635292880754,846
940,595,2105.14798964037,2105.14798964037,0,0.000865265190320893,0.999134735227076,0.184486455860303,25.1632481065211,-108.311902617594,882
940,600,2106.0236335033,2106.0236335033,0,0.000934661757346614,0.999065338549387,0.177613244945989,25.1721107187025,-111.004566194106,882
940,605,2107.304369469,2107.30436946899,0,0.00100843612902956,0.998991563128864,0.170286508913296,25.1825083179013,-113.713167168493,882
940,610,2109.00769747933,2109.00769747933,0,0.0010868019817356,0.998913197749794,0.162446393503789,25.1944553184489,-116.437589543096,882
940,615,2111.15375352803,2111.15375352803,0,0.00116998129634496,0.998830019596308,0.154016531655174,25.2079717174235,-119.177717775474,882
940,620,2113.76534283256,2113.76534283255,0,0.00125820465780706,0.998741795032183,0.144896776189784,25.2230820110712,-121.933436789118,882
940,625,2116.867984564,2116.86798456399,0,0.00135171156776515,0.998648289034336,0.134951179565192,25.2398141822488,-124.704631983777,918
940,630,2120.49014827849,2120.49014827849,0,0.00145075077101968,0.998549248975091,0.123986742200445,25.2581999415239,-127.491189245435,882
940,635,2124.66371805892,2124.66371805892,0,0.00155558059665646,0.9984444194033,0.111712386718939,25.2782768611298,-130.292994955912,3810
940,640,2129.42382664414,2129.42382664414,0,0.00166646931472683,0.998333530315194,0.0976494631343003,25.3000851207618,-133.10993600212,882
940,645,2134.80953468806,2134.80953468805,0,0.00178369550943462,0.998216303379842,0.0808970309803194,25.3236710102768,-135.941899784954,846
940,650,2140.86390082438,2140.86390082438,0,0.00190754846985772,0.998092452076007,0.0592818221613411,25.3490853076698,-138.788774227851,882
940,655,2147.63490422043,2147.63490422043,0,0.00203832859931223,0.997961672416462,0.0146487820795632,25.3763882286018,-141.650447785001,774
940,660,2155.17317356099,2155.17317356099,0,0.00217634784455465,0.997823649443295,0.000232907913483694,25.4056288389132,-144.526809449222,630
940,665,2163.53928165288,2163.53928165287,0,0.00232193014611344,0.997678080078506,0.000231446738047283,25.4369004555862,-147.417748759508,630
940,670,2172.79329598412,2172.79329598412,0,0.00247541191114621,0.99752458971589,0.000229959144981992,25.4702540422659,-150.323155808254,666
940,675,2183.00418213085,2183.00418213085,0,0.00263714251033443,0.997362848362534,0.000228445737949416,25.5057704642807,-153.242921248156,630
940,680,2194.24741594919,2194.24741594918,0,0.00280748480045399,0.99719252344579,0.000226907109797429,25.5435376549305,-156.17693629881,630
940,685,2206.6052504071,2206.60525040709,0,0.00298681567440003,0.997013174962316,0.000225343842764648,25.5836480063664,-159.125092752989,630
940,690,2220.167879789,2220.16787978899,0,0.00317552664059791,0.996824468362712,0.000223756508683935,25.6262050672846,-162.087282982628,630
940,695,2235.03352102936,2235.03352102935,0,0.00337402443390267,0.996625975208666,0.000222145669182233,25.6713180770199,-165.063399944513,630
940,700,2251.3131646345,2251.31316463449,0,0.00358273166027705,0.996417261924588,0.00022051187587886,25.7191347320655,-168.053337185675,630
940,705,2269.12156979999,2269.12156979999,0,0.00380208747774658,0.996197909102214,0.000218855670580035,25.7697658475954,-171.056988848499,594
