x,y,J,J_lower,P_H,P_N,P_A,P20,E_radius,safe_margin,angle_calls
974,604,2266.39621003956,2266.39621003955,0,0.000241413822716565,0.999758586183758,0.000275437195747044,26.1712369691745,-141.877355929286,1176
974,605,2266.32625545803,2266.32625545802,0,0.000245210762497642,0.999754789239047,0.000275287138615868,26.1719471694487,-142.406701008061,1176
974,606,2266.26790253217,2266.26790253216,0,0.000249059159810214,0.999750940840104,0.000275135831434937,26.1727069328559,-142.936675862747,1272
974,607,2266.22129335615,2266.22129335614,0,0.000252959607874747,0.999747040392525,0.000274983276897379,26.1735171117354,-143.467279617677,1272
974,608,2266.18644102481,2266.18644102481,0,0.000256912705683697,0.999743087294379,0.000274829477659672,26.1743775228639,-143.998511397771,1176
974,609,2266.16326344757,2266.16326344756,0,0.000260919058049543,0.999739080941751,0.000274674436341383,26.1752872176792,-144.530370328538,1176
974,610,2266.1517882249,2266.15178822489,0,0.000264979275653184,0.999735020724586,0.000274518155525782,26.1762461090027,-145.062855536081,1272
974,611,2266.15204462696,2266.15204462696,0,0.000269093975092706,0.999730906025483,0.000274360637759993,26.177254112546,-145.595966147101,1272
974,612,2266.1640636487,2266.1640636487,0,0.00027326377893253,0.9997267362213,0.000274201885555633,26.1783111472291,-146.129701288896,1224
974,613,2266.18789485352,2266.18789485351,0,0.000277489315752936,0.999722510684081,0.000274041901388754,26.1794172684259,-146.66406008937,1224
974,614,2266.22379592383,2266.22379592382,0,0.000281771220199966,0.99971822877979,0.000273880687700287,26.1805741682949,-147.199041677032,1224
974,615,2266.27156335681,2266.27156335681,0,0.000286110133035712,0.999713889867374,0.000273718246896638,26.1817798753403,-147.734645181004,1224
974,616,2266.33123534232,2266.33123534231,0,0.000290506701189001,0.999709493388363,0.000273554581349531,26.1830343229122,-148.270869731019,1128
975,604,2266.21956601908,2266.21956601907,0,0.000246983571845598,0.999753016431239,0.000274875331272749,26.173252325832,-142.726081572967,1176
975,605,2266.1542281004,2266.1542281004,0,0.000250844087832562,0.999749155919479,0.000274724119619464,26.1739683585284,-143.255033678475,1224
975,606,2266.10056145154,2266.10056145153,0,0.000254756643741402,0.999745243364845,0.000274571664740505,26.174734063144,-143.784615456614,1224
975,607,2266.05858995225,2266.05858995225,0,0.000258721836890665,0.999741278171724,0.000274417969306687,26.1755493448196,-144.314826033159,1224
975,608,2266.0283391407,2266.02833914069,0,0.000262740270391887,0.999737259737737,0.000274263035951412,26.1764141117995,-144.845664534466,1128
975,609,2266.0100159373,2266.0100159373,0,0.0002668125531977,0.999733187454808,0.000274106867271781,26.177329700466,-145.377130087478,1128
975,610,2266.0035486471,2266.00354864709,0,0.000270939300150306,0.999729060707351,0.000273949465827954,26.1782952262222,-145.909221819727,1224
975,611,2266.00888898539,2266.00888898538,0,0.000275121132030326,0.999724878867827,0.000273790834144427,26.1793099806687,-146.441938859338,1224
975,612,2266.02606930257,2266.02606930257,0,0.000279358675606028,0.999720641323788,0.00027363097470964,26.1803738846577,-146.97528033503,1176
975,613,2266.05512367714,2266.05512367713,0,0.000283652563682926,0.999716347435984,0.000273469889976777,26.1814868617504,-147.509245376126,1224
975,614,2266.09608795668,2266.09608795667,0,0.000288003435153767,0.999711996565164,0.000273307582363679,26.1826488386838,-148.043833112547,1224
975,615,2266.14899976895,2266.14899976894,0,0.000292411935048901,0.999707588065433,0.000273144054253596,26.1838597452029,-148.579042674824,1224
975,616,2266.21405717302,2266.21405717302,0,0.000296878714587039,0.99970312128531,0.000272979307995106,26.1851207678884,-149.114873194094,1224
976,604,2266.07066448341,2266.07066448341,0,0.000252649654505071,0.999747350345465,0.000274312473769529,26.1753778364695,-143.575051769736,1224
976,605,2266.01001611014,2266.01001611014,0,0.000256574439642326,0.999743425560928,0.0002741601107908,26.1760999054824,-144.103611371898,1272
976,606,2265.96111019366,2265.96111019366,0,0.00026055185040503,0.999739448150008,0.000274006511422486,26.1768717576213,-144.632800542726,1272
