time_s,steps,total_picard,max_picard,max_scaled_nonlinear_residual,max_residual_ratio,max_linear_backward_error,cumulative_heat_balance,cumulative_water_balance,min_T,max_T,min_C,max_C
0,0,0,0,0,0,0,0,0,30.784068634865761,33,1.0660535349758022,1.2
1,4096,8192,2,7.2300711514038639e-16,0.00032863995196890413,2.2476509756177353e-16,-3.2649784254250996e-10,1.3384183683990948e-17,30.78170466937565,32.995754958902189,1.0660508060329963,1.1999917491128411
2,8192,16384,2,7.4822552233400074e-16,0.00034010428734424294,2.2476620769234302e-16,-6.5014116524186524e-10,2.6697234138974025e-17,30.779342870450087,32.991513521909113,1.0660480793670313,1.1999834985674946
3,12288,24576,2,7.4822552233400074e-16,0.00034010428734424294,2.247673041684908e-16,-9.7645845424133848e-10,4.0197522256793586e-17,30.776983103077828,32.987275685931934,1.0660453532640208,1.1999752483625137
4,16384,32768,2,7.4822552233400074e-16,0.00034010428734424294,2.2476838780311664e-16,-1.2951809788509447e-09,5.3633930174651564e-17,30.774625352791233,32.983041447913635,1.0660426274953403,1.199966998497898
5,20480,40960,2,7.4822552233400074e-16,0.00034010428734424294,2.247694775200026e-16,-1.6064958801177004e-09,6.7064037926707892e-17,30.772269612949344,32.978810804799203,1.0660399019784359,1.1999587489736159
6,24576,49152,2,7.4822552233400074e-16,0.00034010428734424294,2.2477043425061219e-16,-1.9287924602211411e-09,8.0398670442889121e-17,30.769915879320131,32.974583753536187,1.0660371766719936,1.1999504997896868
7,28672,57344,2,7.4822552233400074e-16,0.00034010428734424294,2.2477166375352187e-16,-2.246416921350327e-09,9.3745097528051194e-17,30.767564148700924,32.97036029107533,1.0660344515518374,1.1999422509460684
8,32768,65536,2,7.4822552233400074e-16,0.00034010428734424294,2.2477276187135181e-16,-2.5656665021689395e-09,1.0707397457762144e-16,30.76521441841502,32.966140414369214,1.0660317266023178,1.1999340024427625
9,36864,73728,2,7.4822552233400074e-16,0.00034010428734424294,2.2477383624115894e-16,-2.8861290953712329e-09,1.2054034494656584e-16,30.762866686086195,32.961924120373851,1.0660290018126486,1.1999257542797352
10,40960,81920,2,7.4822552233400074e-16,0.00034010428734424294,2.2477492922065872e-16,-3.1999929468924139e-09,1.3386725821508826e-16,30.760520949525038,32.957711406047423,1.0660262771750064,1.1999175064569811
