time_s,steps,total_picard,max_picard,max_scaled_nonlinear_residual,max_residual_ratio,max_linear_backward_error,cumulative_heat_balance,cumulative_water_balance,min_T,max_T,min_C,max_C
0,0,0,0,0,0,0,0,0,28,28,2.5499999999999998,2.5499999999999998
1,8192,24576,3,1.478825717501319e-15,0.00041657062464825766,2.226313490188775e-16,4.5782957441944032e-10,5.8734332675735016e-19,27.999999999999638,28.000186646447283,2.517730159694699,2.5500000000000105
2,16384,49152,3,1.5142055490575189e-15,0.00042653677438239841,2.2298946450830275e-16,7.7357923773896534e-10,1.6127931657760531e-18,27.999999999999638,28.00052530123541,2.5044953390418039,2.5500000000000105
3,18432,55296,3,1.5142055490575189e-15,0.00042653677438239841,2.2393184973315363e-16,6.20182698923154e-10,1.8383576997103403e-18,27.999999999998924,28.00096140961594,2.4943936971643619,2.5500000000000083
4,20480,61440,3,1.5142055490575189e-15,0.00042653677438239841,2.2416389161349568e-16,6.0853709509221599e-10,2.0794573123961813e-18,27.999999999998924,28.001475496886918,2.4859132157262764,2.5500000000000083
5,22528,67584,3,1.5142055490575189e-15,0.00042653677438239841,2.2438681261340691e-16,4.8417071502357028e-10,2.398384119406892e-18,27.999999999998924,28.002056328553145,2.4784686517675265,2.5500000000000083
6,24576,73728,3,1.5142055490575189e-15,0.00042653677438239841,2.245847270609203e-16,4.6289933034548857e-10,2.7177879899111955e-18,27.999999999998924,28.002696329445566,2.4717598495083535,2.5500000000000083
7,26624,79872,3,1.5142055490575189e-15,0.00042653677438239841,2.2476155968702904e-16,5.7969476803478e-10,3.1167479559246582e-18,27.999999999998924,28.003389942208209,2.4656085063462383,2.5500000000000083
8,28672,86016,3,1.5142055490575189e-15,0.00042653677438239841,2.2493462100104861e-16,8.2467852512450581e-10,3.472242485574126e-18,27.999999999998924,28.004132863908122,2.4598984523243081,2.5500000000000083
9,29184,87552,3,1.5142055490575189e-15,0.00042653677438239841,2.2493462100104861e-16,1.2054525926202825e-09,3.5835691570012464e-18,27.999999999994994,28.00492166649266,2.4545492191013123,2.550000000000006
10,29696,89088,3,1.5142055490575189e-15,0.00042653677438239841,2.2493462100104861e-16,1.6002804682278919e-09,3.6912713556287066e-18,27.999999999993879,28.005753454952938,2.4495017756229083,2.550000000000006
11,30208,90624,3,1.5142055490575189e-15,0.00042653677438239841,2.2493462100104861e-16,1.9872600698435435e-09,3.807319082853791e-18,27.999999999993879,28.006625814313651,2.4447117962797913,2.550000000000006
12,30720,92160,3,1.5142055490575189e-15,0.00042653677438239841,2.2493462100104861e-16,2.3808809197201604e-09,3.9233584994986586e-18,27.999999999993879,28.007536669513353,2.4401448426335044,2.550000000000006
13,31232,93696,3,1.5142055490575189e-15,0.00042653677438239841,2.2493462100104861e-16,2.77642593822557e-09,4.0265998035554999e-18,27.999999999993879,28.008484212609513,2.4357735268200869,2.550000000000006
14,31744,95232,3,1.5142055490575189e-15,0.00042653677438239841,2.2493462100104861e-16,3.1759488433003813e-09,4.1919750248935062e-18,27.999999999993879,28.009466850101074,2.4315756426107855,2.550000000000006
15,32256,96768,3,1.5142055490575189e-15,0.00042653677438239841,2.2493462100104861e-16,3.6017234455481463e-09,4.3465832239388219e-18,27.999999999993879,28.010483163738346,2.4275328888995347,2.550000000000006
16,32768,98304,3,1.5142055490575189e-15,0.00042653677438239841,2.2493462100104861e-16,4.0442273631979622e-09,4.4597636717421589e-18,27.999999999993879,28.011531880680028,2.4236299710976361,2.550000000000006
17,33280,99840,3,1.5142055490575189e-15,0.00042653677438239841,2.2493462100104861e-16,4.4958565547078901e-09,4.5716448514477224e-18,27.999999999993879,28.012611850312052,2.419853952083403,2.550000000000006
18,33792,101376,3,1.5142055490575189e-15,0.00042653677438239841,2.2493462100104861e-16,4.9394153139016797e-09,4.6718803879536992e-18,27.999999999993879,28.013722025930537,2.4161937728953045,2.550000000000006
19,34304,102912,3,1.5142055490575189e-15,0.00042653677438239841,2.2493462100104861e-16,5.3823330610039722e-09,4.8000263554204075e-18,27.999999999993879,28.014861450049789,2.4126398918749801,2.550000000000006
