time_s,T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,C_0,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,C_10,C_11,C_12,C_13,C_14,C_15,C_16,C_17,C_18,C_19,C_20
0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,1.1000000000000001,1.1002500000000002,1.101,1.1022500000000002,1.1040000000000001,1.1062500000000002,1.109,1.1122500000000002,1.1160000000000001,1.1202500000000002,1.125,1.13025,1.1360000000000001,1.14225,1.149,1.15625,1.1640000000000001,1.17225,1.181,1.19025,1.2000000000000002
1,27.999999999999812,28,28,28,28,28.000000000000007,27.999999999999996,28.000000000000028,27.999999999997407,28.000000000000281,28,28,28.000000000002135,27.999999999998874,28.000000000000007,28.000000000001421,28,27.999999999998433,28.000000000000007,28.000000000000004,28.000000000000238,1.099004963360664,1.099252458192056,1.0999949955764297,1.1012325578837239,1.1029651451139353,1.1051927572670794,1.1079153943431617,1.1111330563421227,1.1148457432640335,1.1190534551088487,1.1237561918766148,1.1289539535672841,1.1346467401808624,1.1408345517174145,1.1475173881768859,1.1546952495592897,1.1623681358646083,1.1705360470928765,1.1791989832440861,1.1883569443186099,1.1980158344015881
2,27.999999999999812,28,28,28,28,28.000000000000007,27.999999999999996,28.000000000000028,27.999999999997407,28.000000000000281,28,28,28.000000000002135,27.999999999998874,28.000000000000007,28.000000000001421,28,27.999999999998433,28.000000000000007,28.000000000000004,28.000000000000238,1.0980198243922912,1.098264842090823,1.0989999911138335,1.1002252394855165,1.1019405872059256,1.1041460342750036,1.1068415806927963,1.1100272264592335,1.1137029715743763,1.1178688160382075,1.1225247598507548,1.1276708030119684,1.1333069455218685,1.1394331873804997,1.1460495285878378,1.1531559691438724,1.1607525090486273,1.1688391483021094,1.1774158869042752,1.1864827248666197,1.1960508133896735
3,27.999999999999812,28,28,28,28,28.000000000000007,27.999999999999996,28.000000000000028,27.999999999997407,28.000000000000281,28,28,28.000000000002135,27.999999999998874,28.000000000000007,28.000000000001421,28,27.999999999998433,28.000000000000007,28.000000000000004,28.000000000000238,1.0970444852318655,1.0972870529338825,1.0980148871109543,1.0992279440727335,1.1009262238193001,1.10310972635061,1.1057784516666584,1.1089323997674267,1.1125715706529116,1.116695964323158,1.1213055807781589,1.1264004200179034,1.1319804820423838,1.1380457668516424,1.1445962744456653,1.1516320048244373,1.1591529579880073,1.1671591339363714,1.1756505326694613,1.1846271542666247,1.1941048354121757
4,27.999999999999812,28,28,28,28,28.000000000000007,27.999999999999996,28.000000000000028,27.999999999997407,28.000000000000281,28,28,28.000000000002135,27.999999999998874,28.000000000000007,28.000000000001421,28,27.999999999998433,28.000000000000007,28.000000000000004,28.000000000000238,1.0960788488612927,1.0963189929416048,1.0970395850565282,1.0982405719150061,1.09992195351692,1.1020837298622339,1.1047259009509631,1.1078484667831072,1.1114514273586305,1.1155347826775528,1.1200985327399413,1.1251426775457507,1.1306672170949585,1.1366721513876286,1.1431574804237508,1.1501232042032961,1.15756932272632,1.1654958359928052,1.1739027440027416,1.1827900470612649,1.1921777852416353
5,27.999999999999812,28,28,28,28,28.000000000000007,27.999999999999996,28.000000000000028,27.999999999997407,28.000000000000281,28,28,28.000000000002135,27.999999999998874,28.000000000000007,28.000000000001421,28,27.999999999998433,28.000000000000007,28.000000000000004,28.000000000000238,1.095122819126245,1.0953605653072893,1.0960739874195728,1.0972630242743009,1.0989276758709192,1.1010679422093725,1.1036838232897683,1.1067753191120548,1.1103424296762283,1.1143851549822865,1.1189034950302756,1.1238974498202128,1.1293670193520133,1.135312203625779,1.141733002641472,1.1486294163991149,1.1560014448987139,1.163849088140277,1.1721723461237978,1.1809712197008724,1.1902695366624254
6,27.999999999999812,28,28,28,28,28.000000000000007,27.999999999999996,28.000000000000028,27.999999999997407,28.000000000000281,28,28,28.000000000002135,27.999999999998874,28.000000000000007,28.000000000001421,28,27.999999999998433,28.000000000000007,28.000000000000004,28.000000000000238,1.0941763007490626,1.0944116741874645,1.0951179976395431,1.0962952033950069,1.0979432914526535,1.1000622618124223,1.1026521144744357,1.1057128494386477,1.1092444667050487,1.1132469662736333,1.1177203481444358,1.1226646123174913,1.128079758792687,1.1339657875701779,1.1403226986498973,1.1471504920318623,1.1544491677161122,1.1622187257026144,1.1704591659913905,1.1791704905225506,1.1883799546739273
7,27.999999999999812,28,28,28,28,28.000000000000007,27.999999999999996,28.000000000000028,27.999999999997407,28.000000000000281,28,28,28.000000000002135,27.999999999998874,28.000000000000007,28.000000000001421,28,27.999999999998433,28.000000000000007,28.000000000000004,28.000000000000238,1.0932391993368011,1.0934722246924329,1.09417152011664,1.0953370124942461,1.0969687018228835,1.0990665881025306,1.1016306713332564,1.1046609515150445,1.1081574286478915,1.1121201027317582,1.11654897376672,1.1214440417527922,1.1268053066898742,1.1326327685781128,1.1389264274174442,1.1456862832079018,1.1529123359494868,1.1606045856422025,1.1687630322860914,1.1773876797245191,1.1865088972983817
8,27.999999999999812,28,28,28,28,28.000000000000007,27.999999999999996,28.000000000000028,27.999999999997407,28.000000000000281,28,28,28.000000000002135,27.999999999998874,28.000000000000007,28.000000000001421,28,27.999999999998433,28.000000000000007,28.000000000000004,28.000000000000238,1.0923114213856657,1.0925421228766186,1.0932344602023443,1.0943883557521503,1.0960038095218789,1.0980808215114857,1.1006193917210427,1.103619520150577,1.1070812068000313,1.1110044516693842,1.1153892547587094,1.1202356160680484,1.1255435355972989,1.131313013346579,1.1375440493158284,1.1442366435051012,1.1513907959144056,1.1590065065437281,1.1670837753931405,1.175622609337772,1.1846562170654618
9,27.999999999999812,28,28,28,28,28.000000000000007,27.999999999999996,28.000000000000028,27.999999999997407,28.000000000000281,28,28,28.000000000002135,27.999999999998874,28.000000000000007,28.000000000001421,28,27.999999999998433,28.000000000000007,28.000000000000004,28.000000000000238,1.0913928742827539,1.0916212757292592,1.0923067241898665,1.0934491383022402,1.095048518059579,1.0971048634617886,1.0996181745090066,1.1025884512011992,1.1060156935383647,1.1098999015204596,1.1142410751475671,1.1190392144197192,1.1242943193367847,1.1300063898989359,1.1361754261060997,1.1428014279582992,1.1498843954555769,1.1574243285979191,1.1654212273855122,1.173875103197118,1.1828217622322661
