time_s,steps,total_picard,max_picard,max_scaled_nonlinear_residual,max_residual_ratio,max_linear_backward_error,cumulative_heat_balance,cumulative_water_balance,min_T,max_T,min_C,max_C
0,0,0,0,0,0,0,0,0,28,28,1.1000000000000001,1.2000000000000002
1,4096,8192,2,7.1035716313567081e-16,0.00032291604333283528,2.1500866385351261e-16,-3.4099856917324033e-11,-5.877320523698425e-19,27.999999999996351,28.000000000002299,1.099004963360664,1.1980158344015881
2,8192,16384,2,7.1035716313567081e-16,0.00032291604333283528,2.153298550451498e-16,-3.3980841009084216e-11,-5.6383990972852863e-19,27.999999999996351,28.000000000002299,1.0980198243922912,1.1960508133896735
3,12288,24576,2,7.1035716313567081e-16,0.00032291604333283528,2.1570722018916292e-16,-3.38618251008444e-11,-1.3686569577134521e-18,27.999999999996351,28.000000000002299,1.0970444852318655,1.1941048354121757
4,16384,32768,2,7.1035716313567081e-16,0.00032291604333283528,2.1605543091572701e-16,-3.3742809192604583e-11,-1.8100810773464599e-18,27.999999999996351,28.000000000002299,1.0960788488612927,1.1921777852416353
5,20480,40960,2,7.1035716313567081e-16,0.00032291604333283528,2.1636999034694791e-16,-3.3623793284364766e-11,-2.4434509459328404e-18,27.999999999996351,28.000000000002299,1.095122819126245,1.1902695366624254
6,24576,49152,2,7.1035716313567081e-16,0.00032291604333283528,2.1667961181413349e-16,-3.3504777376124949e-11,-2.656311336289157e-18,27.999999999996351,28.000000000002299,1.0941763007490626,1.1883799546739273
7,28672,57344,2,7.1035716313567081e-16,0.00032291604333283528,2.1706722700845089e-16,-3.3385761467885133e-11,-2.7736027166405178e-18,27.999999999996351,28.000000000002299,1.0932391993368011,1.1865088972983817
8,32768,65536,2,7.1035716313567081e-16,0.00032291604333283528,2.1742151483800528e-16,-3.3266745559645316e-11,-2.6791072319742908e-18,27.999999999996351,28.000000000002299,1.0923114213856657,1.1846562170654618
9,36864,73728,2,7.1035716313567081e-16,0.00032291604333283528,2.1775538635416697e-16,-3.3147729651405499e-11,-3.0611484819471201e-18,27.999999999996351,28.000000000002299,1.0913928742827539,1.1828217622322661
10,40960,81920,2,7.1035716313567081e-16,0.00032291604333283528,2.1809192459196535e-16,-3.3028713743165682e-11,-3.1216177240949163e-18,27.999999999996351,28.000000000002299,1.0904834663052267,1.1810053777866565
