time_s,j_water_kg_m2_s,T_surface_C,latent_W_m2,convective_W_m2,mean_T_C,mean_T0_C,cum_conv_J,cum_latent_J,energy_balance_J,max_linear_backward_error,max_scaled_residual
0,0.00046758386478873242,28,1138.3516221827606,0,27.999999999999986,27.999999999999986,0,0,0,0,0
1,0.00046161956077738668,26.570300211031583,1125.3954319060251,35.962494724210359,27.94814162137094,28.00000507175643,0.75678876576419285,35.490885327739917,-1.0910325710101345e-09,1.3693651704711515e-16,1.0095525824050963e-14
2,0.00045917271391871087,25.999144575749902,1120.0517485139474,50.461385606252485,27.897535432533001,28.000020143736911,2.1279556946012166,70.757447681489225,-2.3012710931988865e-09,1.4378149050855197e-16,1.0095525824050963e-14
3,0.00045730484319431592,25.569085212074878,1115.9615887312987,61.432869698128023,27.847732703108424,28.000045077817305,3.8917368045762193,105.87847710252525,-2.4280876919731892e-09,1.4378149050855197e-16,1.0095525824050963e-14
4,0.00045573654465251757,25.212003681755238,1112.5201500046767,70.57990795611903,27.798573435882993,28.000079772392166,5.9690708186628525,140.88207645524261,-2.578903213023795e-09,1.4378149050855197e-16,1.0095525824050963e-14
5,0.00045435967198859085,24.901522775238785,1109.4933365794548,78.561930619030292,27.749965217433573,28.000124143097004,8.3143014287575898,175.78448679230286,-2.7533342960044159e-09,1.4378149050855197e-16,1.0095525824050963e-14
6,0.00045311875979647321,24.624118523689518,1106.7610757647105,85.717036907762093,27.701845728142732,28.000178116359216,10.896647241789164,210.5966676247933,-2.9120957700712946e-09,1.4378149050855197e-16,1.0095525824050963e-14
7,0.00045198085976426265,24.371759332630994,1104.2520342774458,92.246016684225111,27.654169242018632,28.000241626204406,13.693528034269228,245.32666542934879,-3.0760886871987471e-09,1.4378149050855197e-16,1.0095525824050963e-14
8,0.00045092450499288627,24.139213634353464,1101.9197323239068,98.279659141163393,27.606900349020343,28.000314612387442,16.687461646259241,279.98071525078763,-3.2436745666618888e-09,1.4378149050855197e-16,1.0095525824050963e-14
9,0.00044993482583956647,23.922848479199239,1099.7319832283144,103.90878802001905,27.560010572716287,28.000397019182202,19.864393395673698,314.56383556546649,-4.3639750943291067e-09,1.4378149050855197e-16,1.0095525824050963e-14
10,0.00044900091403059938,23.720019602288254,1097.6651500561907,109.19950994279368,27.513476368511519,28.000488794553338,23.212704976645135,349.08017794501757,-5.4833574406142239e-09,1.4378149050855197e-16,1.0095525824050963e-14
11,0.00044811457869282906,23.528731332894235,1095.7014948105486,114.20171667764407,27.467277848321313,28.000589889544351,26.722583358881625,383.5332501510224,-6.603441502442784e-09,1.4378149050855197e-16,1.0095525824050963e-14
12,0.00044726945599086727,23.347433642453431,1093.8272348401781,118.95415893866428,27.421397921264013,28.000700257824217,30.385597581220054,417.92606848199608,-7.7256725217252939e-09,1.4378149050855197e-16,1.0095525824050963e-14
13,0.00044646048495604985,23.174894208644297,1092.0314082445293,123.48764478389258,27.375821694563903,28.00081985533259,34.194402629619752,452.26126291972548,-8.8443811426116637e-09,1.4378149050855197e-16,1.0095525824050963e-14
14,0.00044568356212751418,23.010114141072808,1090.3051262889112,127.82714647317972,27.330536040066367,28.000948640000203,38.142525192785655,486.54115322728762,-9.9636978297723052e-09,1.4378149050855197e-16,1.0095525824050963e-14
