x,y,J,J_lower,P_H,P_N,P_A,P_loc,E_radius_loss,safe_margin,angle_calls,x_global,y_global,C1
-149.481454139518,-494.340653246459,2819.08507787653,2819.08507787653,0,0,1.00000000000001,0,28.4906475276662,0,156,2194.34065324646,-149.481454139519,6118.45869718926
-149.481454139518,-469.340653246459,2943.18884328906,2943.18884328906,0,0,1.00000000000001,0,29.0346686689226,0,156,2169.34065324646,-149.481454139519,6118.45869718926
-149.481454139518,-444.340653246459,3092.58316619736,3092.58316619735,0,0,1.00000000000001,0,29.6831106886933,0,156,2144.34065324646,-149.481454139519,6118.45869718926
-149.481454139518,-419.340653246459,3272.77965821364,3272.77965821363,0,0,1.00000000000001,0,30.4536370289954,0,156,2119.34065324646,-149.481454139519,6118.45869718926
-149.481454139518,-394.340653246459,3490.9437853229,3490.9437853229,0,0,1.00000000000001,0,31.3680526430617,0,180,2094.34065324646,-149.481454139519,6118.45869718926
-149.481454139518,-369.340653246459,3756.52507831779,3756.52507831779,0,0,1.00000000000001,0,32.4535801526708,0,180,2069.34065324646,-149.481454139519,6118.45869718926
-149.481454139518,-344.340653246459,4082.18538904543,4082.18538904543,0,0,1.00000000000001,0,33.7446374117305,0,180,2044.34065324646,-149.481454139519,6118.45869718926
-149.481454139518,-319.340653246459,4485.19740357849,4485.19740357848,0,0,1.00000000000001,0,35.2853620951227,0,180,2019.34065324646,-149.481454139519,6118.45869718926
-149.481454139518,-294.340653246459,4989.60587879571,4989.60587879571,0,0,1.00000000000141,0,37.1332763050636,0,204,1994.34065324646,-149.481454139519,6118.45869718926
-149.481454139518,-269.340653246459,5629.66508243939,5629.66508243939,0,0,1.00000000000001,0,39.3647384693723,0,228,1969.34065324646,-149.481454139519,6118.45869718926
-149.481454139518,-244.340653246459,6455.50854736774,6455.50854736773,0,0,1.00000000000001,0,42.0834240472335,0,228,1944.34065324646,-149.481454139519,6118.45869718926
-149.481454139518,-219.340653246459,7543.28736958096,7543.28736958095,0,0,1.00000000000001,0,45.4351635879522,0,204,1919.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,-194.340653246459,9013.04692288857,9013.04692288856,0,0,1.00000000000001,0,49.6311156293052,0,204,1894.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,-169.340653246459,11062.602060849,11062.602060849,0,0,1.00000000000001,0,54.9877836155253,0,204,1869.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,-144.340653246459,14036.8912772673,14036.8912772673,0,0,1.00000000000001,0,62.0021191942968,0,204,1844.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,-119.340653246459,18581.9221947782,18581.9221947782,0,0,1.00000000000001,0,71.5016892715031,0,204,1819.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,-94.3406532464592,26026.0781385444,26026.0781385444,0,0,0.999999999999991,0,84.9751798376779,0,204,1794.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,-69.3406532464592,39474.7908731266,39474.7908731266,0,0,0.999999999999491,0,105.399905525691,0,204,1769.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,-44.3406532464592,67697.7842947754,67697.7842947754,0,0,0.999999999966338,0,139.731440993701,0,204,1744.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,-19.3406532464592,144522.434460388,144522.434460388,0,0,0.999999972102603,0,208.794521879288,0,180,1719.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,5.65934675354083,243533.435724716,243533.435724716,0,0,0.999999460809101,0,276.465408279251,0,276,1694.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,30.6593467535408,87829.9649995007,87829.9649995007,0,0,0.999999999593027,0,161.65975936137,0,228,1669.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,55.6593467535408,45003.4453948807,45003.4453948807,0,0,0.999999999998037,0,113.981377939764,0,204,1644.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,80.6593467535408,27544.1469278789,27544.1469278789,0,0,0.999999999999949,0,88.4342347261234,0,204,1619.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,105.659346753541,18741.6400430058,18741.6400430058,0,0,0.999999999999997,0,72.6038056456585,0,204,1594.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,130.659346753541,13694.2526949456,13694.2526949456,0,0,1,0,61.9024086430444,0,204,1569.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,155.659346753541,10537.6554592165,10537.6554592164,0,0,0.999999999999998,0,54.2387905755287,0,204,1544.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,180.659346753541,8436.09774105362,8436.09774105362,0,0,0.999999999999998,0,48.5224800119964,0,204,1519.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,205.659346753541,6969.39624464342,6969.39624464342,0,0,0.999999999999998,0,44.1288048356249,0,204,1494.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,230.659346753541,5907.5367789505,5907.53677895049,0,0,1,0,40.674095677101,0,204,1469.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,255.659346753541,5116.03448907799,5116.03448907799,0,0,1,0,37.9096708150644,0,204,1444.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,280.659346753541,4512.01230252377,4512.01230252377,0,0,1,0,35.6672797130607,0,180,1419.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,305.659346753541,4042.15107012432,4042.15107012432,0,0,0.999999999999999,0,33.8290359015961,0,180,1394.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,330.659346753541,3670.894320855,3670.894320855,0,0,1,0,32.3099027236833,0,180,1369.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,355.659346753541,3373.79868048301,3373.798680483,0,0,1,0,31.0470135044717,0,180,1344.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,380.659346753541,3133.61597574557,3133.61597574557,0,0,1,0,29.9929037297252,0,156,1319.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,405.659346753541,2937.89616799124,2937.89616799124,0,0,1,0,29.1110791208325,0,156,1294.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,430.659346753541,2777.47220314541,2777.47220314541,0,0,1,0,28.3730299096087,0,156,1269.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,455.659346753541,2645.47466533153,2645.47466533152,0,0,1,0,27.7561690196969,0,156,1244.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,480.659346753541,2536.67470428474,2536.67470428474,0,0,0.999999999999999,0,27.2423769229548,0,156,1219.34065324646,-149.481454139518,6118.45869718926
-149.481454139518,505.659346753541,2447.03600040414,2447.03600040414,0,0,1,0,26.8169546436,0,156,1194.34065324646,-149.481454139518,6118.45869718926
