x,y
-149.4814541395185,-494.34065324645917
-149.4814541395185,-469.34065324645917
-149.4814541395185,-444.34065324645917
-149.4814541395185,-419.34065324645917
-149.4814541395185,-394.34065324645917
-149.4814541395185,-369.34065324645917
-149.4814541395185,-344.34065324645917
-149.4814541395185,-319.34065324645917
-149.4814541395185,-294.34065324645917
-149.4814541395185,-269.34065324645917
-149.4814541395185,-244.34065324645917
-149.4814541395185,-219.34065324645917
-149.4814541395185,-194.34065324645917
-149.4814541395185,-169.34065324645917
-149.4814541395185,-144.34065324645917
-149.4814541395185,-119.34065324645917
-149.4814541395185,-94.34065324645917
-149.4814541395185,-69.34065324645917
-149.4814541395185,-44.34065324645917
-149.4814541395185,-19.34065324645917
-149.4814541395185,5.659346753540831
-149.4814541395185,30.65934675354083
-149.4814541395185,55.65934675354083
-149.4814541395185,80.65934675354083
-149.4814541395185,105.65934675354083
-149.4814541395185,130.65934675354083
-149.4814541395185,155.65934675354083
-149.4814541395185,180.65934675354083
-149.4814541395185,205.65934675354083
-149.4814541395185,230.65934675354083
-149.4814541395185,255.65934675354083
-149.4814541395185,280.65934675354083
-149.4814541395185,305.65934675354083
-149.4814541395185,330.65934675354083
-149.4814541395185,355.65934675354083
-149.4814541395185,380.65934675354083
-149.4814541395185,405.65934675354083
-149.4814541395185,430.65934675354083
-149.4814541395185,455.65934675354083
-149.4814541395185,480.65934675354083
-149.4814541395185,505.65934675354083
-124.48145413951849,-494.34065324645917
-124.48145413951849,-469.34065324645917
-124.48145413951849,-444.34065324645917
-124.48145413951849,-419.34065324645917
-124.48145413951849,-394.34065324645917
-124.48145413951849,-369.34065324645917
-124.48145413951849,-344.34065324645917
-124.48145413951849,-319.34065324645917
-124.48145413951849,-294.34065324645917
-124.48145413951849,-269.34065324645917
-124.48145413951849,-244.34065324645917
-124.48145413951849,-219.34065324645917
-124.48145413951849,-194.34065324645917
-124.48145413951849,-169.34065324645917
-124.48145413951849,-144.34065324645917
-124.48145413951849,-119.34065324645917
-124.48145413951849,-94.34065324645917
-124.48145413951849,-69.34065324645917
-124.48145413951849,-44.34065324645917
-124.48145413951849,-19.34065324645917
-124.48145413951849,5.659346753540831
-124.48145413951849,30.65934675354083
-124.48145413951849,55.65934675354083
-124.48145413951849,80.65934675354083
-124.48145413951849,105.65934675354083
-124.48145413951849,130.65934675354083
-124.48145413951849,155.65934675354083
-124.48145413951849,180.65934675354083
-124.48145413951849,205.65934675354083
-124.48145413951849,230.65934675354083
-124.48145413951849,255.65934675354083
-124.48145413951849,280.65934675354083
-124.48145413951849,305.65934675354083
-124.48145413951849,330.65934675354083
-124.48145413951849,355.65934675354083
-124.48145413951849,380.65934675354083
-124.48145413951849,405.65934675354083
-124.48145413951849,430.65934675354083
-124.48145413951849,455.65934675354083
-124.48145413951849,480.65934675354083
-124.48145413951849,505.65934675354083
-99.48145413951849,-494.34065324645917
-99.48145413951849,-469.34065324645917
-99.48145413951849,-444.34065324645917
-99.48145413951849,-419.34065324645917
-99.48145413951849,-394.34065324645917
-99.48145413951849,-369.34065324645917
-99.48145413951849,-344.34065324645917
-99.48145413951849,-319.34065324645917
-99.48145413951849,-294.34065324645917
-99.48145413951849,-269.34065324645917
-99.48145413951849,-244.34065324645917
-99.48145413951849,-219.34065324645917
-99.48145413951849,-194.34065324645917
-99.48145413951849,-169.34065324645917
-99.48145413951849,-144.34065324645917
-99.48145413951849,-119.34065324645917
-99.48145413951849,-94.34065324645917
-99.48145413951849,-69.34065324645917
-99.48145413951849,-44.34065324645917
-99.48145413951849,-19.34065324645917
-99.48145413951849,5.659346753540831
-99.48145413951849,30.65934675354083
-99.48145413951849,55.65934675354083
-99.48145413951849,80.65934675354083
-99.48145413951849,105.65934675354083
-99.48145413951849,130.65934675354083
-99.48145413951849,155.65934675354083
-99.48145413951849,180.65934675354083
-99.48145413951849,205.65934675354083
-99.48145413951849,230.65934675354083
-99.48145413951849,255.65934675354083
-99.48145413951849,280.65934675354083
-99.48145413951849,305.65934675354083
-99.48145413951849,330.65934675354083
-99.48145413951849,355.65934675354083
-99.48145413951849,380.65934675354083
-99.48145413951849,405.65934675354083
-99.48145413951849,430.65934675354083
-99.48145413951849,455.65934675354083
-99.48145413951849,480.65934675354083
-99.48145413951849,505.65934675354083
-74.48145413951849,-494.34065324645917
-74.48145413951849,-469.34065324645917
-74.48145413951849,-444.34065324645917
-74.48145413951849,-419.34065324645917
-74.48145413951849,-394.34065324645917
-74.48145413951849,-369.34065324645917
-74.48145413951849,-344.34065324645917
-74.48145413951849,-319.34065324645917
-74.48145413951849,-294.34065324645917
-74.48145413951849,-269.34065324645917
-74.48145413951849,-244.34065324645917
-74.48145413951849,-219.34065324645917
-74.48145413951849,-194.34065324645917
-74.48145413951849,-169.34065324645917
-74.48145413951849,-144.34065324645917
-74.48145413951849,-119.34065324645917
-74.48145413951849,-94.34065324645917
-74.48145413951849,-69.34065324645917
-74.48145413951849,-44.34065324645917
-74.48145413951849,-19.34065324645917
-74.48145413951849,5.659346753540831
-74.48145413951849,30.65934675354083
-74.48145413951849,55.65934675354083
-74.48145413951849,80.65934675354083
-74.48145413951849,105.65934675354083
-74.48145413951849,130.65934675354083
-74.48145413951849,155.65934675354083
-74.48145413951849,180.65934675354083
-74.48145413951849,205.65934675354083
-74.48145413951849,230.65934675354083
-74.48145413951849,255.65934675354083
-74.48145413951849,280.65934675354083
-74.48145413951849,305.65934675354083
-74.48145413951849,330.65934675354083
-74.48145413951849,355.65934675354083
-74.48145413951849,380.65934675354083
-74.48145413951849,405.65934675354083
-74.48145413951849,430.65934675354083
-74.48145413951849,455.65934675354083
-74.48145413951849,480.65934675354083
-74.48145413951849,505.65934675354083
-49.48145413951849,-494.34065324645917
-49.48145413951849,-469.34065324645917
-49.48145413951849,-444.34065324645917
-49.48145413951849,-419.34065324645917
-49.48145413951849,-394.34065324645917
-49.48145413951849,-369.34065324645917
-49.48145413951849,-344.34065324645917
-49.48145413951849,-319.34065324645917
-49.48145413951849,-294.34065324645917
-49.48145413951849,-269.34065324645917
-49.48145413951849,-244.34065324645917
-49.48145413951849,-219.34065324645917
-49.48145413951849,-194.34065324645917
-49.48145413951849,-169.34065324645917
-49.48145413951849,-144.34065324645917
-49.48145413951849,-119.34065324645917
-49.48145413951849,-94.34065324645917
-49.48145413951849,-69.34065324645917
-49.48145413951849,-44.34065324645917
-49.48145413951849,-19.34065324645917
-49.48145413951849,5.659346753540831
-49.48145413951849,30.65934675354083
-49.48145413951849,55.65934675354083
-49.48145413951849,80.65934675354083
-49.48145413951849,105.65934675354083
-49.48145413951849,130.65934675354083
-49.48145413951849,155.65934675354083
-49.48145413951849,180.65934675354083
-49.48145413951849,205.65934675354083
-49.48145413951849,230.65934675354083
-49.48145413951849,255.65934675354083
-49.48145413951849,280.65934675354083
-49.48145413951849,305.65934675354083
-49.48145413951849,330.65934675354083
-49.48145413951849,355.65934675354083
-49.48145413951849,380.65934675354083
-49.48145413951849,405.65934675354083
-49.48145413951849,430.65934675354083
-49.48145413951849,455.65934675354083
-49.48145413951849,480.65934675354083
-49.48145413951849,505.65934675354083
-24.48145413951849,-494.34065324645917
-24.48145413951849,-469.34065324645917
-24.48145413951849,-444.34065324645917
-24.48145413951849,-419.34065324645917
-24.48145413951849,-394.34065324645917
-24.48145413951849,-369.34065324645917
-24.48145413951849,-344.34065324645917
-24.48145413951849,-319.34065324645917
-24.48145413951849,-294.34065324645917
-24.48145413951849,-269.34065324645917
-24.48145413951849,-244.34065324645917
-24.48145413951849,-219.34065324645917
-24.48145413951849,-194.34065324645917
-24.48145413951849,-169.34065324645917
-24.48145413951849,-144.34065324645917
-24.48145413951849,-119.34065324645917
-24.48145413951849,-94.34065324645917
-24.48145413951849,-69.34065324645917
-24.48145413951849,-44.34065324645917
-24.48145413951849,-19.34065324645917
-24.48145413951849,5.659346753540831
-24.48145413951849,30.65934675354083
-24.48145413951849,55.65934675354083
-24.48145413951849,80.65934675354083
-24.48145413951849,105.65934675354083
-24.48145413951849,130.65934675354083
-24.48145413951849,155.65934675354083
-24.48145413951849,180.65934675354083
-24.48145413951849,205.65934675354083
-24.48145413951849,230.65934675354083
-24.48145413951849,255.65934675354083
-24.48145413951849,280.65934675354083
-24.48145413951849,305.65934675354083
-24.48145413951849,330.65934675354083
-24.48145413951849,355.65934675354083
-24.48145413951849,380.65934675354083
-24.48145413951849,405.65934675354083
-24.48145413951849,430.65934675354083
-24.48145413951849,455.65934675354083
-24.48145413951849,480.65934675354083
-24.48145413951849,505.65934675354083
0.5185458604815096,-494.34065324645917
0.5185458604815096,-469.34065324645917
0.5185458604815096,-444.34065324645917
0.5185458604815096,-419.34065324645917
0.5185458604815096,-394.34065324645917
0.5185458604815096,-369.34065324645917
0.5185458604815096,-344.34065324645917
0.5185458604815096,-319.34065324645917
0.5185458604815096,-294.34065324645917
0.5185458604815096,-269.34065324645917
0.5185458604815096,-244.34065324645917
0.5185458604815096,-219.34065324645917
0.5185458604815096,-194.34065324645917
0.5185458604815096,-169.34065324645917
0.5185458604815096,-144.34065324645917
0.5185458604815096,-119.34065324645917
0.5185458604815096,-94.34065324645917
0.5185458604815096,-69.34065324645917
0.5185458604815096,-44.34065324645917
0.5185458604815096,-19.34065324645917
0.5185458604815096,5.659346753540831
0.5185458604815096,30.65934675354083
0.5185458604815096,55.65934675354083
0.5185458604815096,80.65934675354083
0.5185458604815096,105.65934675354083
0.5185458604815096,130.65934675354083
0.5185458604815096,155.65934675354083
0.5185458604815096,180.65934675354083
0.5185458604815096,205.65934675354083
0.5185458604815096,230.65934675354083
0.5185458604815096,255.65934675354083
0.5185458604815096,280.65934675354083
0.5185458604815096,305.65934675354083
0.5185458604815096,330.65934675354083
0.5185458604815096,355.65934675354083
0.5185458604815096,380.65934675354083
0.5185458604815096,405.65934675354083
0.5185458604815096,430.65934675354083
0.5185458604815096,455.65934675354083
0.5185458604815096,480.65934675354083
0.5185458604815096,505.65934675354083
25.51854586048151,-494.34065324645917
25.51854586048151,-469.34065324645917
25.51854586048151,-444.34065324645917
25.51854586048151,-419.34065324645917
25.51854586048151,-394.34065324645917
