time_s,mean_T,mean_C,steps,iterations,cumulative_heat_per_2piL,cumulative_water_per_rhod_2piL,heat_balance_per_2piL,water_balance_per_rhod_2piL
0,28.600000976562519,1.1500002441406256,0,0,0,0,0,0
1,28.599401276015431,1.1497861113640822,17,51,0.33364202217280364,-9.5629272794748756e-10,-1.6843124117649211e-13,-3.040922726898068e-21
2,28.598802174285929,1.1495722839746261,33,99,0.66693301543686012,-1.9111043505217519e-09,1.029187152168376e-12,-9.3657524856316558e-22
3,28.59820367136015,1.1493587618347951,49,147,0.99987302589259963,-2.8644358277638793e-09,-1.4881880450179352e-12,-8.9531961551208333e-21
4,28.597605766639248,1.1491455445088288,65,195,1.3324624429120715,-3.8162895664297911e-09,-1.4934754821727125e-12,4.8723006030904713e-21
5,28.597008459525195,1.148932631561586,81,243,1.6647016554600578,-4.7666679693706523e-09,-5.8435548067059528e-13,-1.6781426677169549e-21
6,28.596411749420472,1.1487200225585499,97,291,1.9965910520613983,-5.7155734354037341e-09,-4.0582120997001425e-14,-1.6977882072650893e-22
7,28.595815635728378,1.1485077170658244,113,339,2.328131020789642,-6.6630083592736559e-09,-2.5910489032110462e-12,-1.4237846293568989e-21
8,28.595220117852769,1.1482957146501318,129,387,2.6593219492620852,-7.6089751316388817e-09,3.5913286233757447e-13,-1.6325029774193416e-20
9,28.59462519519797,1.148084014878815,145,435,2.9901642246373612,-8.5534761390680399e-09,-5.8111501721747061e-13,-9.5917795880117707e-21
10,28.594030867169096,1.1478726173198319,161,483,3.3206582336142745,-9.4965137640407956e-09,4.8081330583649162e-13,-6.6805174221313898e-21
11,28.593437133171754,1.1476615215417578,177,531,3.6508043624312516,-1.0438090384951114e-08,-1.2759758527547405e-12,-1.5245145484505438e-20
12,28.59284399261217,1.147450727113787,193,579,3.9806029968661822,-1.1378208376111919e-08,-2.4918019037034611e-12,-1.0402002998007461e-20
13,28.592251444897187,1.1472402336057241,209,627,4.3100545222365021,-1.2316870107760516e-08,-1.530685300732415e-13,-3.8470102338309935e-21
14,28.59165948943425,1.1470300405879907,225,675,4.6391593233993786,-1.3254077946064589e-08,8.8088911165407069e-13,1.5099561696696105e-20
15,28.591068125631356,1.1468201476316224,241,723,4.9679177847520624,-1.4189834253128535e-08,-9.2034019294473524e-14,2.6560149083618304e-20
16,28.590477352897121,1.1466105543082659,257,771,5.2963302902321923,-1.5124141386999995e-08,6.635629545836963e-13,3.7742390194416408e-20
17,28.589887170640814,1.1464012601901779,273,819,5.6243972233183026,-1.6057001701676588e-08,1.5694702482083045e-12,4.1568514117780438e-20
18,28.589297578272138,1.1461922648502276,289,867,5.9521189670302457,-1.6988417547112749e-08,3.2450535314421103e-12,6.0240048494633655e-20
19,28.588708575201572,1.1459835678618944,305,915,6.2794959039296447,-1.7918391269226627e-08,4.45002715232512e-12,3.6989242246686877e-20
20,28.588120160840049,1.1457751687992668,321,963,6.6065284161204518,-1.8846925209907065e-08,2.9098563836260638e-12,4.3204677369410327e-20
21,28.58753233459916,1.1455670672370386,337,1011,6.933216885249438,-1.9774021707020643e-08,5.4796896187259136e-12,4.4665064740872697e-20
22,28.586945095891053,1.1453592627505136,353,1059,7.259561692506721,-2.0699683094418695e-08,4.425421834541865e-12,3.6140968528513747e-20
23,28.586358444128521,1.1451517549156003,369,1107,7.5855632186263353,-2.1623911701944406e-08,3.6525990565472455e-13,5.4123461455110292e-20
24,28.585772378724823,1.1449445433088141,385,1155,7.9112218438867501,-2.2546709855439845e-08,2.2422688705781013e-13,5.1898345607342648e-20
25,28.585186899094008,1.1447376275072725,401,1203,8.2365379481114065,-2.3468079876753104e-08,1.01242972339044e-12,4.6019159403622003e-20
26,28.584602004650442,1.1445310070886998,417,1251,8.5615119106693207,-2.4388024083745367e-08,2.9971511383841687e-13,4.3923910912025184e-20
27,28.584017694809333,1.1443246816314205,433,1299,8.8861441104756018,-2.5306544790298045e-08,1.1506316732745603e-12,4.5553870309060925e-20
28,28.583433968986316,1.1441186507143628,449,1347,9.2104349259920468,-2.6223644306319876e-08,1.2779326208356423e-12,3.6630245860838863e-20
29,28.582850826597642,1.1439129139170534,465,1395,9.5343847352276914,-2.7139324937753948e-08,1.6459784923927856e-12,4.5019511633351669e-20
30,28.582268267060215,1.1437074708196244,481,1443,9.8579939157393692,-2.805358898658487e-08,2.9449394312042187e-12,3.7694413718888333e-20
