x,y,J,J_lower,P_H,P_N,P_A,P_loc,E_radius_loss,safe_margin,angle_calls,x_global,y_global,C1
1089.87102252083,391.333599675898,1911.46242356224,1911.46242356224,0,0,0.999999981178943,0,23.9729386052929,0,450,1360.47720781049,206.030672586677,14420.7875586097
1089.87102252083,396.333599675898,1908.25904892478,1908.25904892477,0,0,0.999999993565514,0,23.9633259190554,0,486,1357.97720781049,201.700545567755,14420.7875586097
1089.87102252083,401.333599675898,1905.35481074082,1905.35481074081,0,0,0.999999993198106,0,23.9552584115523,0,486,1355.47720781049,197.370418548833,14420.7875586097
1089.87102252083,406.333599675898,1902.7355375683,1902.7355375683,0,0,0.999999993293203,0,23.9486637999792,0,486,1352.97720781049,193.040291529911,14420.7875586097
1089.87102252083,411.333599675898,1900.38989702901,1900.38989702901,0,0,0.99999999379976,0,23.9434893639998,0,486,1350.47720781049,188.710164510989,14420.7875586097
1089.87102252083,416.333599675898,1898.30815193128,1898.30815193127,0,0,0.999999994619454,0,23.939692432635,0,486,1347.97720781049,184.380037492066,14420.7875586097
1089.87102252083,421.333599675898,1896.48250069742,1896.48250069741,0,0,0.999999995596143,0,23.9372431552962,0,486,1345.47720781049,180.049910473144,14420.7875586097
1089.87102252083,426.333599675898,1894.90025565819,1894.90025565818,0,0,0.999999996512966,0,23.9360714719352,0,486,1342.97720781049,175.719783454222,14420.7875586097
1089.87102252083,431.333599675898,1893.55248400005,1893.55248400005,0,0,0.999999999726815,0,23.9361348177064,0,522,1340.47720781049,171.3896564353,14420.7875586097
1089.87102252083,436.333599675898,1892.43073938075,1892.43073938074,0,0,1.00000000003542,0,23.9373925805542,0,522,1337.97720781049,167.059529416378,14420.7875586097
1089.87102252083,441.333599675898,1891.52705542861,1891.52705542861,0,0,1.00000000039152,0,23.9398063385499,0,486,1335.47720781049,162.729402397456,14420.7875586097
1089.87102252083,446.333599675898,1890.83713751789,1890.83713751789,0,0,1.000000000618,0,23.94336455833,0,486,1332.97720781049,158.399275378533,14420.7875586097
1089.87102252083,451.333599675898,1890.35177924778,1890.35177924778,0,0,1.00000000048097,0,23.948016201361,0,486,1330.47720781049,154.069148359611,14420.7875586097
1089.87102252083,456.333599675898,1890.06305213321,1890.0630521332,0,0,0.999999999922498,0,23.9537189237509,0,486,1327.97720781049,149.739021340689,14420.7875586097
1089.87102252083,461.333599675898,1889.96457247046,1889.96457247045,0,0,0.999999999184491,0,23.9604411562277,0,486,1325.47720781049,145.408894321767,14420.7875586097
1089.87102252083,466.333599675898,1890.05029416547,1890.05029416547,0,0,0.999999998470782,0,23.9681528247386,0,558,1322.97720781049,141.078767302845,14420.7875586097
1089.87102252083,471.333599675898,1890.31449023987,1890.31449023987,0,0,0.999999997926446,0,23.9768252829285,0,558,1320.47720781049,136.748640283922,14420.7875586097
1089.87102252083,476.333599675898,1890.75172309389,1890.75172309388,0,0,0.999999997645281,0,23.9864311528582,0,558,1317.97720781049,132.418513265,14420.7875586097
1089.87102252083,481.333599675898,1891.36069404119,1891.36069404119,0,0,0.999999997668698,0,23.9969738345705,0,522,1315.47720781049,128.088386246078,14420.7875586097
1089.87102252083,486.333599675898,1892.13303565102,1892.13303565102,0,0,0.999999997984757,0,24.0084017163025,0,522,1312.97720781049,123.758259227156,14420.7875586097
1089.87102252083,491.333599675898,1893.06365946631,1893.0636594663,0,0,0.999999998527366,0,24.0206876119819,0,522,1310.47720781049,119.428132208234,14420.7875586097
1094.87102252083,391.333599675898,1902.02692874011,1902.0269287401,0,0,0.999999998420137,0,23.9438370269775,0,702,1356.14708079157,208.530672586677,14420.7875586097
1094.87102252083,396.333599675898,1899.00720207976,1899.00720207975,0,0,0.999999998518706,0,23.93472118092,0,630,1353.64708079157,204.200545567755,14420.7875586097
1094.87102252083,401.333599675898,1896.27893221449,1896.27893221449,0,0,0.999999998810969,0,23.9271277836339,0,630,1351.14708079157,199.870418548833,14420.7875586097
1094.87102252083,406.333599675898,1893.82942465187,1893.82942465187,0,0,0.999999999269766,0,23.9209941357536,0,630,1348.64708079157,195.540291529911,14420.7875586097
1094.87102252083,411.333599675898,1891.64769977668,1891.64769977668,0,0,0.999999999828879,0,23.9162684612659,0,558,1346.14708079157,191.210164510989,14420.7875586097
1094.87102252083,416.333599675898,1889.72628053564,1889.72628053564,0,0,1.00000000038099,0,23.9129239640172,0,630,1343.64708079157,186.880037492066,14420.7875586097
1094.87102252083,421.333599675898,1888.05237014043,1888.05237014043,0,0,1.00000000077569,0,23.9108902576561,0,594,1341.14708079157,182.549910473144,14420.7875586097
1094.87102252083,426.333599675898,1886.61743588987,1886.61743588986,0,0,1.00000000083095,0,23.9101282535624,0,594,1338.64708079157,178.219783454222,14420.7875586097
1094.87102252083,431.333599675898,1885.41227029041,1885.41227029041,0,0,1.00000000055066,0,23.910591816557,0,594,1336.14708079157,173.8896564353,14420.7875586097
1094.87102252083,436.333599675898,1884.42997933491,1884.42997933491,0,0,0.99999999900765,0,23.9122510683946,0,558,1333.64708079157,169.559529416378,14420.7875586097
1094.87102252083,441.333599675898,1883.6617181838,1883.66171818379,0,0,0.999999997671599,0,23.9150595006293,0,522,1331.14708079157,165.229402397456,14420.7875586097
1094.87102252083,446.333599675898,1883.09967934229,1883.09967934228,0,0,0.999999996679165,0,23.9189772366971,0,522,1328.64708079157,160.899275378533,14420.7875586097
1094.87102252083,451.333599675898,1882.73720449537,1882.73720449537,0,0,0.999999996169781,0,23.9239719643334,0,450,1326.14708079157,156.569148359611,14420.7875586097
1094.87102252083,456.333599675898,1882.57001720496,1882.57001720496,0,0,0.999999996248124,0,23.9300284493954,0,450,1323.64708079157,152.239021340689,14420.7875586097
1094.87102252083,461.333599675898,1882.5893036036,1882.58930360359,0,0,0.999999996982297,0,23.9370954134701,0,450,1321.14708079157,147.908894321767,14420.7875586097
1094.87102252083,466.333599675898,1882.78917202413,1882.78917202413,0,0,0.999999998402224,0,23.9451430573197,0,522,1318.64708079157,143.578767302845,14420.7875586097
1094.87102252083,471.333599675898,1883.16404190191,1883.16404190191,0,0,1.00000000049823,0,23.9541429982331,0,522,1316.14708079157,139.248640283922,14420.7875586097
1094.87102252083,476.333599675898,1883.70861550778,1883.70861550778,0,0,1.00000000321977,0,23.9640681195028,0,594,1313.64708079157,134.918513265,14420.7875586097
1094.87102252083,481.333599675898,1884.42008109655,1884.42008109655,0,0,1.00000000647432,0,23.9749094171694,0,558,1311.14708079157,130.588386246078,14420.7875586097
1094.87102252083,486.333599675898,1885.29256782678,1885.29256782678,0,0,1.00000000196836,0,23.98663363795,0,594,1308.64708079157,126.258259227156,14420.7875586097
1094.87102252083,491.333599675898,1886.32040022635,1886.32040022634,0,0,1.00000000174718,0,23.9992085700037,0,594,1306.14708079157,121.928132208234,14420.7875586097
1099.87102252083,391.333599675898,1893.56560917197,1893.56560917196,0,0,1.00000000156907,0,23.9200725280262,0,702,1351.81695377265,211.030672586677,14420.7875586097
1099.87102252083,396.333599675898,1890.7105436413,1890.7105436413,0,0,1.00000000138789,0,23.911357034711,0,594,1349.31695377265,206.700545567755,14420.7875586097
1099.87102252083,401.333599675898,1888.14377953135,1888.14377953135,0,0,1.000000001049,0,23.9041741518077,0,594,1346.81695377265,202.370418548833,14420.7875586097
1099.87102252083,406.333599675898,1885.85100157121,1885.85100157121,0,0,1.00000000063838,0,23.8984467089024,0,666,1344.31695377265,198.040291529911,14420.7875586097
1099.87102252083,411.333599675898,1883.82055784423,1883.82055784423,0,0,1.00000000022785,0,23.8941160176327,0,702,1341.81695377265,193.710164510989,14420.7875586097
1099.87102252083,416.333599675898,1882.0422938936,1882.04229389359,0,0,0.999999999873673,0,23.8911328727275,0,702,1339.31695377265,189.380037492066,14420.7875586097
1099.87102252083,421.333599675898,1880.5066497239,1880.50664972389,0,0,0.999999999622278,0,23.8894506829321,0,702,1336.81695377265,185.049910473144,14420.7875586097
1099.87102252083,426.333599675898,1879.20555065587,1879.20555065587,0,0,1.00000000157871,0,23.8890325232599,0,702,1334.31695377265,180.719783454222,14420.7875586097
1099.87102252083,431.333599675898,1878.13233369673,1878.13233369673,0,0,1.00000000093622,0,23.8898505479317,0,702,1331.81695377265,176.3896564353,14420.7875586097
1099.87102252083,436.333599675898,1877.2761743982,1877.2761743982,0,0,1.00000000077144,0,23.8918432934304,0,630,1329.31695377265,172.059529416378,14420.7875586097
1099.87102252083,441.333599675898,1876.62949449863,1876.62949449863,0,0,1.00000000109657,0,23.8949729304363,0,630,1326.81695377265,167.729402397456,14420.7875586097
1099.87102252083,446.333599675898,1876.18512975755,1876.18512975755,0,0,1.00000000190547,0,23.8992034788983,0,630,1324.31695377265,163.399275378533,14420.7875586097
1099.87102252083,451.333599675898,1875.93664479701,1875.93664479701,0,0,1.00000000317359,0,23.9045033164063,0,666,1321.81695377265,159.069148359611,14420.7875586097
1099.87102252083,456.333599675898,1875.87969096674,1875.87969096674,0,0,1.00000000135007,0,23.9108555963531,0,702,1319.31695377265,154.739021340689,14420.7875586097
1099.87102252083,461.333599675898,1876.00578044919,1876.00578044918,0,0,1.00000000135945,0,23.918210772384,0,702,1316.81695377265,150.408894321767,14420.7875586097
1099.87102252083,466.333599675898,1876.30915745718,1876.30915745717,0,0,1.00000000106587,0,23.9265392154643,0,738,1314.31695377265,146.078767302845,14420.7875586097
1099.87102252083,471.333599675898,1876.78439983596,1876.78439983596,0,0,1.00000000059966,0,23.9358129552367,0,738,1311.81695377265,141.748640283922,14420.7875586097
1099.87102252083,476.333599675898,1877.42689637777,1877.42689637776,0,0,1.00000000008402,0,23.9460093408357,0,522,1309.31695377265,137.418513265,14420.7875586097
1099.87102252083,481.333599675898,1878.23302505625,1878.23302505625,0,0,0.999999999620919,0,23.9571124309179,0,666,1306.81695377265,133.088386246078,14420.7875586097
1099.87102252083,486.333599675898,1879.19624748004,1879.19624748004,0,0,0.999999999285489,0,23.9690833773972,0,666,1304.31695377265,128.758259227156,14420.7875586097
1099.87102252083,491.333599675898,1880.31230643814,1880.31230643813,0,0,0.999999999122298,0,23.9819000197485,0,666,1301.81695377265,124.428132208234,14420.7875586097
1104.87102252083,391.333599675898,1886.07240136647,1886.07240136647,0,0,0.999999998805803,0,23.9016059715536,0,702,1347.48682675372,213.530672586677,14420.7875586097
1104.87102252083,396.333599675898,1883.37173709214,1883.37173709214,0,0,0.999999998784485,0,23.8932619873752,0,702,1344.98682675372,209.200545567755,14420.7875586097
1104.87102252083,401.333599675898,1880.95029872676,1880.95029872675,0,0,0.999999998917842,0,23.88641222193,0,702,1342.48682675372,204.870418548833,14420.7875586097
1104.87102252083,406.333599675898,1878.7968760352,1878.79687603519,0,0,0.999999999193616,0,23.8810021336563,0,666,1339.98682675372,200.540291529911,14420.7875586097
1104.87102252083,411.333599675898,1876.90093168773,1876.90093168773,0,0,0.999999999574242,0,23.8769801591928,0,702,1337.48682675372,196.210164510989,14420.7875586097
1104.87102252083,416.333599675898,1875.25253858255,1875.25253858255,0,0,0.999999999998305,0,23.8742974009599,0,666,1334.98682675372,191.880037492066,14420.7875586097
1104.87102252083,421.333599675898,1873.8423578602,1873.84235786019,0,0,1.00000000038134,0,23.872907612859,0,702,1332.48682675372,187.549910473144,14420.7875586097
1104.87102252083,426.333599675898,1872.66440642885,1872.66440642885,0,0,1.00000000061615,0,23.8727886416859,0,630,1329.98682675372,183.219783454222,14420.7875586097
1104.87102252083,431.333599675898,1871.70906325879,1871.70906325879,0,0,1.00000000058858,0,23.8738886326103,0,702,1327.48682675372,178.8896564353,14420.7875586097
1104.87102252083,436.333599675898,1870.96692106146,1870.96692106145,0,0,1.00000000032082,0,23.8761559770288,0,702,1324.98682675372,174.559529416378,14420.7875586097
1104.87102252083,441.333599675898,1870.4305783092,1870.4305783092,0,0,0.999999999915477,0,23.8795531425671,0,630,1322.48682675372,170.229402397456,14420.7875586097
1104.87102252083,446.333599675898,1870.09301177317,1870.09301177317,0,0,0.999999998449254,0,23.8840442204184,0,522,1319.98682675372,165.899275378533,14420.7875586097
1104.87102252083,451.333599675898,1869.94761879703,1869.94761879702,0,0,1.00000000028141,0,23.8895954163298,0,522,1317.48682675372,161.569148359611,14420.7875586097
1104.87102252083,456.333599675898,1869.98811238145,1869.98811238144,0,0,1.00000000178574,0,23.8961741826595,0,666,1314.98682675372,157.239021340689,14420.7875586097
1104.87102252083,461.333599675898,1870.21021042126,1870.21021042126,0,0,0.999999998470042,0,23.9037622144474,0,702,1312.48682675372,152.908894321767,14420.7875586097
1104.87102252083,466.333599675898,1870.60874847799,1870.60874847799,0,0,0.999999998400282,0,23.9123336359736,0,666,1309.98682675372,148.578767302845,14420.7875586097
1104.87102252083,471.333599675898,1871.17626664877,1871.17626664877,0,0,0.999999998486338,0,23.9218441615476,0,702,1307.48682675372,144.248640283922,14420.7875586097
1104.87102252083,476.333599675898,1871.90771052533,1871.90771052533,0,0,0.99999999871568,0,23.9322670744941,0,666,1304.98682675372,139.918513265,14420.7875586097
1104.87102252083,481.333599675898,1872.79828655797,1872.79828655797,0,0,0.999999999056148,0,23.9435768947917,0,666,1302.48682675372,135.588386246078,14420.7875586097
1104.87102252083,486.333599675898,1873.84344164874,1873.84344164874,0,0,0.999999999459216,0,23.9557492740184,0,666,1299.98682675372,131.258259227156,14420.7875586097
1104.87102252083,491.333599675898,1875.03884880806,1875.03884880806,0,0,0.9999999998596,0,23.9687609326158,0,666,1297.48682675372,126.928132208234,14420.7875586097
1109.87102252083,391.333599675898,1879.55198592206,1879.55198592206,0,0,1.00000000063908,0,23.8884795210209,0,666,1343.1566997348,216.030672586677,14420.7875586097
1109.87102252083,396.333599675898,1876.98501066551,1876.9850106655,0,0,1.00000000054025,0,23.8803964591061,0,666,1340.6566997348,211.700545567755,14420.7875586097
1109.87102252083,401.333599675898,1874.69250084351,1874.69250084351,0,0,1.00000000046315,0,23.8738006043148,0,594,1338.1566997348,207.370418548833,14420.7875586097
1109.87102252083,406.333599675898,1872.66347279917,1872.66347279917,0,0,1.00000000041231,0,23.8686376474287,0,666,1335.6566997348,203.040291529911,14420.7875586097
1109.87102252083,411.333599675898,1870.88759051091,1870.8875905109,0,0,1.00000000037718,0,23.8648561567063,0,630,1333.1566997348,198.710164510989,14420.7875586097
1109.87102252083,416.333599675898,1869.35542378306,1869.35542378305,0,0,1.00000000033545,0,23.8624097239439,0,630,1330.6566997348,194.380037492066,14420.7875586097
1109.87102252083,421.333599675898,1868.06125594108,1868.06125594108,0,0,1.00000000025531,0,23.8612786490215,0,630,1328.1566997348,190.049910473144,14420.7875586097
1109.87102252083,426.333599675898,1866.99268634023,1866.99268634022,0,0,1.00000000012221,0,23.8613901882595,0,666,1325.6566997348,185.719783454222,14420.7875586097
1109.87102252083,431.333599675898,1866.14157391626,1866.14157391626,0,0,0.999999999999033,0,23.8627028709059,0,666,1323.1566997348,181.3896564353,14420.7875586097
1109.87102252083,436.333599675898,1865.50024117181,1865.50024117181,0,0,0.999999999944251,0,23.8651773737931,0,666,1320.6566997348,177.059529416378,14420.7875586097
1109.87102252083,441.333599675898,1865.06142163049,1865.06142163048,0,0,0.999999999991735,0,23.868776221654,0,666,1318.1566997348,172.729402397456,14420.7875586097
1109.87102252083,446.333599675898,1864.81825200112,1864.81825200112,0,0,1.00000000015267,0,23.8734638217632,0,666,1315.6566997348,168.399275378533,14420.7875586097
1109.87102252083,451.333599675898,1864.76424259393,1864.76424259393,0,0,1.0000000004169,0,23.8792063244609,0,630,1313.1566997348,164.069148359611,14420.7875586097
1109.87102252083,456.333599675898,1864.8959365514,1864.89593655139,0,0,1.00000000075387,0,23.8859918970341,0,630,1310.6566997348,159.739021340689,14420.7875586097
1109.87102252083,461.333599675898,1865.20601013376,1865.20601013376,0,0,1.00000000205548,0,23.8937783170608,0,666,1308.1566997348,155.408894321767,14420.7875586097
1109.87102252083,466.333599675898,1865.68775457992,1865.68775457992,0,0,1.00000000142518,0,23.9025271860619,0,702,1305.6566997348,151.078767302845,14420.7875586097
1109.87102252083,471.333599675898,1866.33594586023,1866.33594586023,0,0,1.00000000160051,0,23.9122106406832,0,666,1303.1566997348,146.748640283922,14420.7875586097
1109.87102252083,476.333599675898,1867.14562050759,1867.14562050759,0,0,1.00000000157434,0,23.9228019964051,0,702,1300.6566997348,142.418513265,14420.7875586097
1109.87102252083,481.333599675898,1868.11209609423,1868.11209609423,0,0,1.00000000138173,0,23.9342760034742,0,702,1298.1566997348,138.088386246078,14420.7875586097
1109.87102252083,486.333599675898,1869.2309082234,1869.23090822339,0,0,1.00000000107534,0,23.9466084070848,0,702,1295.6566997348,133.758259227156,14420.7875586097
1109.87102252083,491.333599675898,1870.49782668479,1870.49782668478,0,0,1.00000000072632,0,23.9597761128253,0,666,1293.1566997348,129.428132208234,14420.7875586097
1114.87102252083,391.333599675898,1873.99657248769,1873.99657248769,0,0,0.999999999534155,0,23.8806357550887,0,630,1338.82657271588,218.530672586677,14420.7875586097
1114.87102252083,396.333599675898,1871.54745804443,1871.54745804442,0,0,0.999999999857773,0,23.8727409866906,0,666,1336.32657271588,214.200545567755,14420.7875586097
1114.87102252083,401.333599675898,1869.36861256432,1869.36861256431,0,0,1.0000000002226,0,23.8663284815831,0,522,1333.82657271588,209.870418548833,14420.7875586097
1114.87102252083,406.333599675898,1867.45097285853,1867.45097285853,0,0,1.00000000051792,0,23.8613572794435,0,630,1331.32657271588,205.540291529911,14420.7875586097
1114.87102252083,411.333599675898,1865.7827902237,1865.7827902237,0,0,1.0000000006293,0,23.8577637715046,0,630,1328.82657271588,201.210164510989,14420.7875586097
1114.87102252083,416.333599675898,1864.3544020113,1864.3544020113,0,0,1.00000000058821,0,23.8554985348875,0,630,1326.32657271588,196.880037492066,14420.7875586097
1114.87102252083,421.333599675898,1863.15681630945,1863.15681630944,0,0,1.0000000004897,0,23.8545155937264,0,630,1323.82657271588,192.549910473144,14420.7875586097
1114.87102252083,426.333599675898,1862.1840875347,1862.1840875347,0,0,1.00000000038464,0,23.8547906713533,0,630,1321.32657271588,188.219783454222,14420.7875586097
1114.87102252083,431.333599675898,1861.42569994998,1861.42569994997,0,0,1.00000000841937,0,23.8562631741382,0,594,1318.82657271588,183.8896564353,14420.7875586097
1114.87102252083,436.333599675898,1860.87405938105,1860.87405938105,0,0,1.00000000712604,0,23.858893280862,0,522,1316.32657271588,179.559529416378,14420.7875586097
1114.87102252083,441.333599675898,1860.52204618347,1860.52204618346,0,0,1.00000000578526,0,23.8626438385641,0,558,1313.82657271588,175.229402397456,14420.7875586097
1114.87102252083,446.333599675898,1860.36291427397,1860.36291427397,0,0,0.99999999991725,0,23.8674792557079,0,594,1311.32657271588,170.899275378533,14420.7875586097
1114.87102252083,451.333599675898,1860.39060022611,1860.39060022611,0,0,0.999999999804405,0,23.8733682322082,0,666,1308.82657271588,166.569148359611,14420.7875586097
1114.87102252083,456.333599675898,1860.60148207249,1860.60148207248,0,0,0.999999999701527,0,23.8802967886152,0,594,1306.32657271588,162.239021340689,14420.7875586097
1114.87102252083,461.333599675898,1860.987131363,1860.987131363,0,0,0.999999999598027,0,23.8882136924141,0,666,1303.82657271588,157.908894321767,14420.7875586097
1114.87102252083,466.333599675898,1861.54212777993,1861.54212777992,0,0,0.999999999475503,0,23.8970897093126,0,630,1301.32657271588,153.578767302845,14420.7875586097
1114.87102252083,471.333599675898,1862.26134386357,1862.26134386357,0,0,0.999999999324058,0,23.9068970482169,0,630,1298.82657271588,149.248640283922,14420.7875586097
1114.87102252083,476.333599675898,1863.13990801061,1863.13990801061,0,0,0.999999999189051,0,23.9176091352981,0,666,1296.32657271588,144.918513265,14420.7875586097
1114.87102252083,481.333599675898,1864.17321393193,1864.17321393192,0,0,0.99999999911445,0,23.9292007330635,0,702,1293.82657271588,140.588386246078,14420.7875586097
1114.87102252083,486.333599675898,1865.3568899839,1865.3568899839,0,0,0.99999999912465,0,23.9416477535648,0,702,1291.32657271588,136.258259227156,14420.7875586097
1114.87102252083,491.333599675898,1866.68689193971,1866.6868919397,0,0,0.999999999226302,0,23.9549279931108,0,702,1288.82657271588,131.928132208234,14420.7875586097
1119.87102252083,391.333599675898,1869.40508956948,1869.40508956948,0,0,0.99999999937627,0,23.8780673855378,0,594,1334.49644569696,221.030672586677,14420.7875586097
1119.87102252083,396.333599675898,1867.05958812235,1867.05958812234,0,0,0.999999998941289,0,23.8703002404109,0,630,1331.99644569696,216.700545567755,14420.7875586097
1119.87102252083,401.333599675898,1864.98075744825,1864.98075744825,0,0,0.999999998267789,0,23.8640126894357,0,558,1329.49644569696,212.370418548833,14420.7875586097
1119.87102252083,406.333599675898,1863.15798400467,1863.15798400467,0,0,0.999999997580548,0,23.8591506263903,0,558,1326.99644569696,208.040291529911,14420.7875586097
1119.87102252083,411.333599675898,1861.58127800988,1861.58127800987,0,0,0.99999999703236,0,23.8556628027526,0,630,1324.49644569696,203.710164510989,14420.7875586097
