time_s,C_0,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,C_10,C_11,C_12,C_13,C_14,C_15,C_16,C_17,C_18,C_19,C_20
0,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999998
1,2.5499999999999998,2.5499999999999994,2.5499999999999998,2.5500000000000007,2.5499999999999998,2.5500000000000007,2.549999999999998,2.5500000000000012,2.5499999999999998,2.5499999999999967,2.5499999999999998,2.5499999999999998,2.5499999999999994,2.5499999999999994,2.5500000000000003,2.5499999999999994,2.5499999999999998,2.5499999999999994,2.5500000000000003,2.5499999999999994,2.51772674196941
2,2.5499999999999998,2.5499999999999994,2.5499999999999998,2.5500000000000007,2.5499999999999998,2.5500000000000007,2.549999999999998,2.5500000000000012,2.5499999999999998,2.5499999999999967,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999994,2.5500000000000003,2.5499999999999994,2.5499999999999998,2.5499999999999994,2.5500000000000003,2.5499999999999994,2.5044929493312562
3,2.5499999999999985,2.5499999999999976,2.5499999999999985,2.5500000000000003,2.549999999999998,2.5500000000000007,2.5499999999999989,2.5500000000000003,2.549999999999998,2.5500000000000003,2.5499999999999989,2.5500000000000003,2.5499999999999998,2.5499999999999989,2.5499999999999985,2.5499999999999989,2.5499999999999998,2.5500000000000003,2.5499999999999998,2.5499999999262517,2.4943914759592936
4,2.5499999999999985,2.5499999999999976,2.5499999999999985,2.5500000000000003,2.549999999999998,2.5500000000000007,2.5499999999999989,2.5500000000000003,2.549999999999998,2.5500000000000003,2.5499999999999989,2.5500000000000003,2.5500000000000003,2.549999999999998,2.5499999999999985,2.5499999999999989,2.5499999999999998,2.5500000000000003,2.5499999999999998,2.5499999924886025,2.4859111797980007
5,2.5499999999999985,2.5499999999999976,2.5499999999999985,2.5500000000000003,2.549999999999998,2.5500000000000007,2.5499999999999989,2.5500000000000003,2.549999999999998,2.5500000000000007,2.5499999999999989,2.5500000000000003,2.5500000000000003,2.5499999999999985,2.5499999999999985,2.5499999999999989,2.5499999999999998,2.5500000000000003,2.5499999999999998,2.5499998713119965,2.4784667733666952
6,2.5499999999999985,2.5499999999999976,2.5499999999999985,2.5500000000000003,2.549999999999998,2.5500000000000007,2.5499999999999989,2.5500000000000003,2.549999999999998,2.5500000000000003,2.5499999999999989,2.5500000000000003,2.5499999999999998,2.5499999999999989,2.5499999999999985,2.5499999999999989,2.5499999999999998,2.5500000000000003,2.5499999999999998,2.5499991068433054,2.4717581017700714
7,2.5499999999999985,2.5499999999999976,2.5499999999999985,2.5500000000000003,2.549999999999998,2.5500000000000007,2.5499999999999989,2.5500000000000003,2.549999999999998,2.5500000000000003,2.5499999999999989,2.5500000000000003,2.5499999999999998,2.549999999999998,2.5499999999999985,2.5499999999999989,2.5499999999999998,2.5500000000000003,2.5499999999999998,2.5499963269102923,2.4656068678298846
8,2.5499999999999985,2.5499999999999976,2.5499999999999985,2.5500000000000003,2.549999999999998,2.5500000000000007,2.5499999999999989,2.5500000000000003,2.549999999999998,2.5500000000000007,2.5499999999999989,2.5500000000000007,2.5499999999999998,2.5499999999999985,2.5499999999999985,2.5499999999999989,2.5499999999999998,2.5500000000000003,2.5499999999999998,2.5499891552170482,2.4598969063582032
9,2.549999999999998,2.5499999999999896,2.5500000000000038,2.5500000000000096,2.550000000000002,2.5500000000000025,2.5499999999999967,2.5499999999999949,2.5499999999999994,2.5499999999999909,2.5499999999999958,2.5499999999999967,2.5500000000000034,2.5499999999999958,2.5499999999999958,2.5499999999999963,2.5500000000000012,2.5500000000000003,2.5499999999996907,2.5499743995346345,2.454547532228557
10,2.5499999999999985,2.5499999999999901,2.5500000000000038,2.5500000000000123,2.5500000000000025,2.5500000000000025,2.5499999999999963,2.549999999999994,2.5500000000000007,2.5499999999999901,2.5499999999999918,2.5499999999999976,2.5500000000000047,2.5499999999999958,2.5499999999999954,2.5499999999999963,2.5500000000000012,2.5500000000000016,2.5499999999960807,2.549948427249864,2.4495000017496822
11,2.549999999999998,2.5499999999999887,2.550000000000002,2.5500000000000123,2.550000000000002,2.5500000000000012,2.5499999999999972,2.5499999999999945,2.5499999999999998,2.5499999999999909,2.5499999999999914,2.5499999999999976,2.5500000000000078,2.5499999999999958,2.5499999999999901,2.5499999999999972,2.5500000000000029,2.5500000000000083,2.5499999999713729,2.5499075485891747,2.4447099699803956
