time_s,steps,total_picard,max_picard,max_scaled_nonlinear_residual,max_residual_ratio,max_linear_backward_error,cumulative_heat_balance,cumulative_water_balance,min_T,max_T,min_C,max_C
0,0,0,0,0,0,0,0,0,28,28,1.1000000000000001,1.2000000000000002
1,4096,8192,2,7.2081119523627277e-16,0.00032793363726675855,2.1274105994822249e-16,-1.6776165595588815e-12,3.3220674584320053e-19,27.999999999999602,28.00000000000022,1.0990049825713109,1.1980108267822285
2,8192,16384,2,7.2081119523627277e-16,0.00032793363726675855,2.1309066959989786e-16,-1.6793929163982817e-12,7.2121466603131621e-19,27.999999999999602,28.00000000000022,1.0980198653977151,1.1960409987196849
3,12288,24576,2,7.2081119523627277e-16,0.00032793363726675855,2.1343634504206435e-16,-1.681169273237682e-12,9.4058008227293228e-19,27.999999999999602,28.00000000000022,1.0970445502686266,1.1940906614115054
4,16384,32768,2,7.2081119523627277e-16,0.00032793363726675855,2.137834130677269e-16,-1.6829456300770822e-12,1.0108755192395195e-18,27.999999999999602,28.00000000000022,1.0960789396747241,1.1921596783735915
5,20480,40960,2,7.2081119523627277e-16,0.00032793363726675855,2.1412512478208014e-16,-1.6847219869164825e-12,1.0326549779728876e-18,27.999999999999602,28.00000000000022,1.0951229370601565,1.1902478768334779
6,24576,49152,2,7.2081119523627277e-16,0.00032793363726675855,2.1446660365684416e-16,-1.6864983437558827e-12,1.1239418807418096e-18,27.999999999999602,28.00000000000022,1.0941764468264623,1.1883550756086765
7,28672,57344,2,7.4712466682139853e-16,0.00034146874100943561,2.1480559002523084e-16,-1.688274700595283e-12,1.3793050857177853e-18,27.999999999999602,28.00000000000022,1.0932393743251667,1.1864810912531869
8,32768,65536,2,7.4712466682139853e-16,0.00034146874100943561,2.1514209360790177e-16,-1.6900510574346832e-12,1.6577647631339814e-18,27.999999999999602,28.00000000000022,1.0923116258490151,1.184625740136926
9,36864,73728,2,7.4712466682139853e-16,0.00034146874100943561,2.1547368798512464e-16,-1.6918274142740835e-12,1.7117097732966304e-18,27.999999999999602,28.00000000000022,1.091393108622926,1.1827888393311308
10,40960,81920,2,7.4712466682139853e-16,0.00034146874100943561,2.158038212241445e-16,-1.6936037711134837e-12,1.8497980381359199e-18,27.999999999999602,28.00000000000022,1.0904837307947588,1.1809702070401269
