x,y,worst_lower,worst_upper,normal_lower,no_signal_upper,worst_theta,safe_margin,calls,interval_splits,angle_bound_complete
655,5,420.1815580986466,1500,420.1815580986466,0,6.26374760294482,349.9793309308945,175,0,0
655,10,420.2744764771882,1500,420.2744764771882,0,6.257838252352964,349.9209718523682,91,0,0
655,15,405.2246918985678,1500,405.2246918985678,0,6.217025306212509,349.8241657384586,91,0,0
655,20,382.9292237420447,1500,382.9292237420447,0,6.21112234408204,349.688929758986,63,0,0
655,25,362.9838345690263,1500,362.9838345690263,0,6.205223188981962,349.5152878826937,63,0,0
655,30,345.0375844702053,1500,345.0375844702053,0,6.199328247386662,349.3032708560332,63,0,0
655,40,314.0564706254388,1500,314.0564706254388,0,6.187552621685751,348.7642680570265,63,0,0
655,50,288.264630591651,1500,288.264630591651,0,6.175798680804595,348.0723017082767,63,0,0
680,0,407.6204376627962,1500,407.6204376627962,0,0.0144698896166567,324.9992328352978,175,0,0
680,1,407.6315918009578,1500,407.6315918009578,0,6.267496856249061,324.9983628190218,175,0,0
680,2,407.6439604001689,1500,407.6439604001689,0,6.266278393387041,324.9960113295142,175,0,0
680,5,407.6883514901476,1500,407.6883514901476,0,6.262623631558967,324.980068225198,175,0,0
680,10,407.7862727981843,1500,407.7862727981843,0,6.25653466703266,324.9238702830767,91,0,0
680,15,395.1241482873228,1500,395.1241482873228,0,6.215542388140106,324.8306482563785,91,0,0
680,20,373.070067146642,1500,373.070067146642,0,6.209460412705715,324.700417478121,63,0,0
680,25,353.373344928335,1500,353.373344928335,0,6.203382601787044,324.5331993542941,63,0,0
680,30,335.6773014464058,1500,335.6773014464058,0,6.197309399640325,324.3290213462859,63,0,0
680,40,305.187332032522,1500,305.187332032522,0,6.18517858833184,323.809925660313,63,0,0
680,50,279.8619168597108,1500,279.8619168597108,0,6.173071488767271,323.1434702419167,63,0,0
705,0,395.1232978084211,1500,395.1232978084211,0,0.01547333725823347,299.9992330367435,175,0,0
705,1,395.135327534128,1500,395.135327534128,0,6.266455163032043,299.9983940924051,175,0,0
705,2,395.1486096686146,1500,395.1486096686146,0,6.265198464165294,299.9961265840908,175,0,0
705,5,395.1959689299127,1500,395.1959689299127,0,6.261429055239134,299.9807528578451,175,0,0
705,10,395.2988101226999,1500,395.2988101226999,0,6.220242651132539,299.9265617167074,91,0,0
705,15,384.9683487711059,1500,384.9683487711059,0,6.213966420292697,299.8366679051859,91,0,0
705,20,363.1661533054615,1500,363.1661533054615,0,6.207694268597726,299.7110851723877,63,0,0
705,25,343.727685964829,1500,343.727685964829,0,6.20142668504412,299.5498327141632,63,0,0
705,30,326.2905120516801,1500,326.2905120516801,0,6.195164156480973,299.3529351584504,63,0,0
705,40,296.3064147613812,1500,296.3064147613812,0,6.182656199647949,298.8523303099964,63,0,0
705,50,271.4591471406042,1500,271.4591471406042,0,6.170174241526107,298.2095754768621,63,0,0
730,0,382.6267312345994,1500,382.6267312345994,0,0.01654189019786919,274.9992332242963,175,0,0
730,1,382.6397025313961,1500,382.6397025313961,0,6.265345888973785,274.9984232090093,175,0,0
730,2,382.6539666286258,1500,382.6539666286258,0,6.264048479840389,274.9962338901355,175,0,0
730,5,382.7045139944237,1500,382.7045139944237,0,6.260157009183196,274.9813902763046,175,0,0
730,10,382.8121604958992,1500,382.8121604958992,0,6.218767422772395,274.9290675623507,91,0,0
730,15,374.7546881787754,1500,374.7546881787754,0,6.212288369623734,274.8422725459488,91,0,0
730,20,353.2155190815845,1500,353.2155190815845,0,6.205813804506567,274.7210176031255,63,0,0
730,25,334.0454287741868,1500,334.0454287741868,0,6.199344264977688,274.565320013602,63,0,0
730,30,316.8762299665743,1500,316.8762299665743,0,6.192880286077218,274.3752019484936,63,0,0
730,40,287.4134007827461,1500,287.4134007827461,0,6.179971136175558,273.8918174349408,63,0,0
730,50,263.0564599242158,1500,263.0564599242158,0,6.167090574956393,273.2711385746559,63,0,0
755,0,372.5019161506758,1500,372.5019161506758,0,3.124255710327436,249.9992333993456,175,0,0
755,1,372.5023076580832,1500,372.5023076580832,0,3.125589041291938,249.9984503845118,175,0,0
755,2,372.5033658290643,1500,372.5033658290643,0,3.126922367102059,249.9963340424943,175,0,0
755,5,372.5105402492385,1500,372.5105402492385,0,3.130922266201431,249.9819852017612,175,0,0
755,10,372.5358296618107,1500,372.5358296618107,0,3.137588219224769,249.9314063752482,91,0,0
755,15,364.4803992147388,1500,364.4803992147388,0,6.210497996012325,249.8475036617323,91,0,0
755,20,343.2160901624694,1500,343.2160901624694,0,6.203807564224205,249.7302882410509,63,0,0
755,25,324.3250725101042,1500,324.3250725101042,0,6.19712267855824,249.5797757235093,63,0,0
755,30,307.4334271789846,1500,307.4334271789846,0,6.190443928789796,249.3959861394954,63,0,0
755,40,278.5079719206035,1500,278.5079719206035,0,6.177107179387766,248.9286779112491,63,0,0
755,50,254.6540188065756,1500,254.6540188065756,0,6.163801963385183,248.3286116228795,63,0,0
780,0,385.0019157370509,1500,385.0019157370509,0,3.124251957129299,224.9992335631015,175,0,0
780,1,385.0022946152129,1500,385.0022946152129,0,3.125542277522139,224.9984758067604,175,0,0
780,2,385.0033186518415,1500,385.0033186518415,0,3.12683259324349,224.9964277334529,175,0,0
780,5,385.0102616452687,1500,385.0102616452687,0,3.130703469414904,224.9825417462507,175,0,0
780,10,385.0347353592937,1500,385.0347353592937,0,3.137154435323741,224.9335943169618,91,0,0
780,15,368.8260767160391,1500,368.8260767160391,0,3.178510903164585,224.8523973856684,91,0,0
780,20,333.1656740586889,1500,333.1656740586889,0,6.201662510092911,224.7389610853209,63,0,0
780,25,314.5650410209156,1500,314.5650410209156,0,6.194747517274639,224.5932995650672,63,0,0
780,30,297.9610332749238,1500,297.9610332749238,0,6.187839317642339,224.4154309814362,63,0,0
780,40,269.5898125684829,1500,269.5898125684829,0,6.174045887002995,223.9631652167824,63,0,0
780,50,246.2520171822606,1500,246.2520171822606,0,6.160287351908236,223.3823887002054,63,0,0
805,0,397.5019153494078,1500,397.5019153494078,0,3.124248438505819,199.9992337166226,175,0,0
805,1,397.5022823876502,1500,397.5022823876502,0,3.125498436479594,199.9984996401223,175,0,0
805,2,397.5032744233071,1500,397.5032744233071,0,3.126748430206286,199.9965155687634,175,0,0
805,5,397.5100004536147,1500,397.5100004536147,0,3.130498346843329,199.9830635078324,175,0,0
805,10,397.5337094423236,1500,397.5337094423236,0,3.136747758438904,199.9356455292894,91,0,0
805,15,387.0153764361319,1500,387.0153764361319,0,3.177902770344601,199.8569853363983,91,0,0
805,20,330.2770597245008,1500,330.2770597245008,0,3.18414972495412,199.7470921419414,63,0,0
805,25,304.7636796052421,1500,304.7636796052421,0,6.19220231622098,199.6059788106858,63,0,0
805,30,288.4579351453318,1500,288.4579351453318,0,6.185048439274785,199.4336618518599,63,0,0
805,40,260.6586132006605,1500,260.6586132006605,0,6.170766199540244,198.9955012507321,63,0,0
805,50,237.850683959476,1500,237.850683959476,0,6.15652271133463,198.4328148824893,63,0,0
830,0,410.001914985373,1500,410.001914985373,0,3.124245133132047,174.9992338608394,175,0,0
830,1,410.0022709012652,1500,410.0022709012652,0,3.125457252462716,174.9985220290413,175,0,0
830,2,410.0032328753887,1500,410.0032328753887,0,3.126669367920816,174.996598080753,175,0,0
830,5,410.0097550913916,1500,410.0097550913916,0,3.13030565544351,174.9835536484597,175,0,0
830,10,410.0327456950018,1500,410.0327456950018,0,3.136365724813501,174.9375724402149,91,0,0
830,15,405.4061410926298,1500,405.4061410926298,0,3.177331481309941,174.8612953017126,91,0,0
830,20,346.7194617588315,1500,346.7194617588315,0,3.183389310276632,174.7547306336804,63,0,0
830,25,302.9168949860931,1500,302.9168949860931,0,3.189445352768083,174.6178901673412,63,0,0
830,30,278.9229772753312,1500,278.9229772753312,0,6.182050620088133,174.450788957961,63,0,0
830,40,251.714074902787,1500,251.714074902787,0,6.167243960566619,174.0258810999119,63,0,0
830,50,229.4502905613926,1500,229.4502905613926,0,6.15248049616352,173.4801936230321,63,0,0
855,0,422.5019146428536,1500,422.5019146428536,0,3.124242022191851,149.9992339965729,175,0,0
855,1,422.5022600906499,1500,422.5022600906499,0,3.125418491028809,149.9985431009678,175,0,0
855,2,422.5031937715535,1500,422.5031937715535,0,3.126594956324943,149.996675739123,175,0,0
855,5,422.509524161929,1500,422.509524161929,0,3.130124298403201,149.9840149581099,175,0,0
855,10,422.5318386325753,1500,422.5318386325753,0,3.136006160471833,149.9393860158814,91,0,0
855,15,422.5688557389243,1500,422.5688557389243,0,3.176793786571153,149.8653518016229,91,0,0
855,20,363.3756231597238,1500,363.3756231597238,0,3.182673600095618,149.7619199966986,63,0,0
855,25,317.9658460147155,1500,317.9658460147155,0,3.188551780068496,149.6291013281192,63,0,0
855,30,282.6836085198441,1500,282.6836085198441,0,3.19442792115023,149.4669095629824,63,0,0
855,40,242.7559152167487,1500,242.7559152167487,0,6.163451327795063,149.0544769675395,63,0,0
855,50,221.0511595571114,1500,221.0511595571114,0,6.148128980142749,148.5247928391389,63,0,0
880,0,435.0019143199968,1500,435.0019143199968,0,3.124239089019509,124.9992341245502,175,0,0
880,1,435.0022498978729,1500,435.0022498978729,0,3.125381944528532,124.9985629687868,175,0,0
880,2,435.0031569023015,1500,435.0031569023015,0,3.12652479679164,124.9967489598953,175,0,0
880,5,435.0093064281693,1500,435.0093064281693,0,3.129953304252514,124.9844499079198,175,0,0
880,10,435.03098339701,1500,435.03098339701,0,3.13566713983388,124.9410959693813,175,0,0
880,15,435.0669431035055,1500,435.0669431035055,0,3.141380222773315,124.8691765549626,91,0,0
880,20,380.2376300340458,1500,380.2376300340458,0,3.181998765415172,124.7686987065013,91,0,0
880,25,333.2298959086546,1500,333.2298959086546,0,3.187709225424639,124.6396722581991,63,0,0
880,30,296.6045522031986,1500,296.6045522031986,0,3.193417816172374,124.4821098318122,63,0,0
880,40,243.2485381939879,1500,243.2485381939879,0,3.204827907002475,124.081441431226,63,0,0
880,50,212.6536753733508,1500,212.6536753733508,0,6.143431436071546,123.5668499618225,63,0,0
905,0,447.501914015157,1500,447.501914015157,0,3.124236318801047,99.9992342454176,175,0,0
905,1,447.5022402714404,1500,447.5022402714404,0,3.125347428384614,99.99858173284019,175,0,0
905,2,447.5031220814113,1500,447.5031220814113,0,3.126458534985314,99.99681811286723,175,0,0
905,5,447.509100790501,1500,447.509100790501,0,3.129791809456473,99.98486069446778,175,0,0
905,10,447.5301756699642,1500,447.5301756699642,0,3.135346951225269,99.94271093475481,175,0,0
905,15,447.5651367025549,1500,447.5651367025549,0,3.140901401334845,99.87278886826209,91,0,0
905,20,397.2979543821729,1500,397.2979543821729,0,3.181361402308535,99.77510096636286,91,0,0
905,25,348.7021423556218,1500,348.7021423556218,0,3.186913441932676,99.64965626682636,63,0,0
905,30,310.7365576592193,1500,310.7365576592193,0,3.192463763622182,99.49646636963951,63,0,0
905,40,255.2650696611016,1500,255.2650696611016,0,3.203557889996161,99.1069101600292,63,0,0
905,50,216.7080778522827,1500,216.7080778522827,0,3.214641063373631,98.60657614887532,63,0,0
930,0,460.0019137268665,1500,460.0019137268665,0,3.124233698323998,74.99923435975177,175,0,0
930,1,460.0022311654265,1500,460.0022311654265,0,3.125314777974018,74.99859948262247,175,0,0
930,2,460.0030891427941,1500,460.0030891427941,0,3.126395854876547,74.99688352785836,175,0,0
930,5,460.0089062681853,1500,460.0089062681853,0,3.129639043830174,74.98524927687367,175,0,0
930,10,460.0294115998703,1500,460.0294115998703,0,3.135044067978523,74.94423861278005,175,0,0
930,15,460.0634279248589,1500,460.0634279248589,0,3.14044845503647,74.87620596159604,91,0,0
930,20,414.549430860281,1500,414.549430860281,0,3.180758474534594,74.78115728421687,91,0,0
930,25,364.3759752361562,1500,364.3759752361562,0,3.186160641217513,74.65910090569594,63,0,0
930,30,325.0736485035229,1500,325.0736485035229,0,3.19156122539333,74.51004751160224,63,0,0
930,40,267.4830486998409,1500,267.4830486998409,0,3.202356390173649,74.13100419248269,63,0,0
930,50,227.3353981442267,1500,227.3353981442267,0,3.213141464055276,73.64415981855859,63,0,0
955,0,472.5019134538136,1500,472.5019134538136,0,3.124231215766683,49.99923446806827,175,0,0
955,1,472.5022225387398,1500,472.5022225387398,0,3.125283846002395,49.99861629820725,175,0,0
955,2,472.5030579378447,1500,472.5030579378447,0,3.126336473701866,49.99694549997093,175,0,0
955,5,472.5087219837158,1500,472.5087219837158,0,3.129494318256647,49.98561740804246,175,0,0
955,10,472.5286877405292,1500,472.5286877405292,0,3.134757124095953,49.94568589374842,175,0,0
955,15,472.5618090653444,1500,472.5618090653444,0,3.140019341821288,49.87944324300508,91,0,0
955,20,431.9852352018596,1500,431.9852352018596,0,3.180187265204632,49.78689495853416,91,0,0
955,25,380.2450613239007,1500,380.2450613239007,0,3.185447433190365,49.66804872567513,63,0,0
955,30,339.6100718771273,1500,339.6100718771273,0,3.190706140231003,49.52291440919646,63,0,0
955,40,279.8978216451629,1500,279.8978216451629,0,3.201218011646014,49.15383185615599,63,0,0
955,50,238.1508174428479,1500,238.1508174428479,0,3.211720566160919,48.67976962829437,63,0,0
980,0,485.0019131948212,1500,485.0019131948212,0,3.124228860519898,24.99923457083003,175,0,0
980,1,485.0022143545044,1500,485.0022143545044,0,3.125254500282463,24.99863225145589,175,0,0
980,2,485.0030283332001,1500,485.0030283332001,0,3.126280137698921,24.99700429404004,175,0,0
980,5,485.008547149584,1500,485.008547149584,0,3.129357014294144,24.98596666110018,175,0,0
980,10,485.0280009991483,1500,485.0280009991483,0,3.134484893655706,24.9470589613552,175,0,0
980,15,485.0602732089525,1500,485.0602732089525,0,3.139612228985755,24.88251454071803,91,0,0
980,20,449.5988641618416,1500,449.5988641618416,0,3.179645335876957,24.79233848951185,91,0,0
980,25,396.3033299372639,1500,396.3033299372639,0,3.184770775058831,24.6765379172524,63,0,0
980,30,354.3402880930066,1500,354.3402880930066,0,3.189894862721752,24.53512194984773,63,0,0
980,40,292.50487707692,1500,292.50487707692,0,3.200137910304899,24.1754903928462,63,0,0
980,50,249.1506662330244,1500,249.1506662330244,0,3.210372337853511,23.71355699739127,63,0,0
1005,0,497.5019129488306,1500,497.5019129488306,0.08727559111865058,3.124226623035363,-0.0007653315462903265,175,0,0
1005,1,497.5022065795321,1500,497.5022065795321,0.08728436233550967,3.12522662184563,-0.001352592956550325,175,0,0
1005,2,497.5030002088337,1500,497.5030002088337,0.08731067606507531,3.126226618481386,-0.002939851582141273,175,0,0
1005,5,497.50838105703,1500,497.50838105703,0.08765681759325894,3.129226575342235,-0.0137015481338949,175,0,0
1005,10,497.527348592173,1500,497.527348592173,0.09143808368993438,3.134226273306111,-0.05163661899075578,175,0,0
1005,15,497.5588141319229,1500,497.5588141319229,0.1052343051690667,3.139225467023265,-0.1145676994430005,91,0,0
1005,20,467.3841168594712,1500,467.3841168594712,0.1348641170153452,3.179130491781069,-0.2024900713684019,91,0,0
1005,25,412.5449594741586,1500,412.5449594741586,0.1816848940475426,3.184127927973262,-0.3153971449643223,63,0,0
1005,30,369.2589608528313,1500,369.2589608528313,0.2445156969324969,3.189124111413902,-0.4532804612164227,63,0,0
1005,40,305.2998404261704,1500,305.2998404261704,0.4134662069170993,3.199111725086742,-0.8039326592662519,63,0,0
1005,50,260.3313698320089,1500,260.3313698320089,0.6361388904419334,3.209091347826574,-1.254341746839486,63,0,0
1030,0,510.0019127148865,1500,510.0019127148865,12.50608575004343,3.124224494696332,-25.00076523868461,175,0,0
1030,1,510.0021991838733,1500,510.0021991838733,12.50638568615728,3.125200103329966,-25.00133817666483,175,0,0
1030,2,510.0029734564292,1500,510.0029734564292,12.50719828410923,3.126175709944349,-25.00288672179749,175,0,0
1030,5,510.0082230664391,1500,510.0082230664391,12.51271214401735,3.129102499100584,-25.01338594196477,175,0,0
1030,10,510.0267280075809,1500,510.0267280075809,12.53215672721987,3.133980267321191,-25.0503958247773,175,0,0
1030,15,510.0574262175182,1500,510.0574262175182,12.5644238646003,3.138857567293408,-25.11179224553598,91,0,0
1030,20,485.3350774073989,1500,485.3350774073989,12.60947987239518,3.178640752126028,-25.19757082290084,91,0,0
1030,25,428.9643647670461,1500,428.9643647670461,12.66709672788262,3.183516420007971,-25.30772543734315,63,0,0
1030,30,384.3609479976089,1500,384.3609479976089,12.73724426677638,3.188390924513581,-25.44224823332706,63,0,0
1030,40,318.2784688250603,1500,318.2784688250603,12.91516665325491,3.198135519257044,-25.78435828514375,63,0,0
1030,50,271.6894453455589,1500,271.6894453455589,13.14332711608563,3.207872692441526,-26.22380353561653,63,0,0
1055,0,522.5019124921254,1500,522.5019124921254,25.0099039460817,3.124222467706705,-50.00076515024489,175,0,0
1055,1,522.5021921404309,1500,522.5021921404309,25.01021015140303,3.125174847598458,-50.0013244468621,175,0,0
1055,2,522.5029479779868,1500,522.5029479779868,25.01104154411953,3.126127225611786,-50.00283612199291,175,0,0
1055,5,522.5080725991112,1500,522.5080725991112,25.01668694386078,3.128984331104976,-50.01308536437864,175,0,0
1055,10,522.5261369725605,1500,522.5261369725605,25.03660130833535,3.133745974790612,-50.04921411176906,175,0,0
1055,15,522.5561043837832,1500,522.5561043837832,25.06965150788788,3.13850718287967,-50.10914893503605,91,0,0
1055,20,503.4460987247349,1500,503.4460987247349,25.11576341651297,3.178174324646581,-50.19288575831979,91,0,0
1055,25,445.5561852005782,1500,445.5561852005782,25.17447461859769,3.182934014423231,-50.30041888866708,63,0,0
1055,30,399.6412927585321,1500,399.6412927585321,25.24571742247609,3.187692621896791,-50.43174101796421,63,0,0
1055,40,331.4366461875654,1500,331.4366461875654,25.42583339315689,3.197205730051789,-50.76571498059207,63,0,0
1055,50,283.2214987405631,1500,283.2214987405631,25.65619200337019,3.206711933214295,-51.19471698602001,63,0,0
1080,0,535.0019122797642,1500,535.0019122797642,37.513918854809,3.124220534995598,-75.00076506591881,175,0,0
1080,1,535.0021854246287,1500,535.0021854246287,37.51423132188281,3.125150766550075,-75.0013113556538,175,0,0
1080,2,535.0029236846225,1500,535.0029236846225,37.51508149536588,3.126080996354154,-75.00278787565935,175,0,0
1080,5,535.0079291301769,1500,535.0079291301769,37.52085835374302,3.128871659165255,-75.012798766895,175,0,0
1080,10,535.0255734257006,1500,535.0255734257006,37.54124223414705,3.13352257859668,-75.04808735840038,175,0,0
1080,15,535.0548440213805,1500,535.0548440213805,37.57507507004978,3.138173092116823,-75.1066285505251,91,0,0
1080,20,521.711787440964,1500,521.711787440964,37.62224228564093,3.177729583697857,-75.18841854513971,91,0,0
1080,25,462.3152735387029,1500,462.3152735387029,37.68204706624162,3.182378682349763,-75.2934520371266,63,0,0
1080,30,415.0952154767505,1500,415.0952154767505,37.75438420591466,3.18702677241167,-75.42172221609985,63,0,0
1080,40,344.770378509081,1500,344.770378509081,37.93669144917204,3.196319125321072,-75.74793788084298,63,0,0
1080,50,294.9242220290101,1500,294.9242220290101,38.16924535045492,3.205605042977106,-76.1669810468677,63,0,0
1105,0,547.5019120770909,1500,547.5019120770909,50.01805438207357,3.124218690134934,-100.0007649854258,175,0,0
1105,1,547.5021790141252,1500,547.5021790141252,50.01837310979341,3.125127780092947,-100.0012988594997,175,0,0
1105,2,547.5029004955337,1500,547.5029004955337,50.01924206267029,3.126036868417216,-100.0027418223331,175,0,0
1105,5,547.5077921824812,1500,547.5077921824812,50.02515037397256,3.128764108561668,-100.0125251963468,175,0,0
1105,10,547.5250354929706,1500,547.5250354929706,50.04600375554247,3.133309335894159,-100.047011817752,175,0,0
1105,15,547.5536409399001,1500,547.5536409399001,50.08061920666601,3.137854184363523,-100.1042227123244,91,0,0
1105,20,540.1269898059171,1500,540.1269898059171,50.12884169080846,3.177305051334664,-100.1841543349956,91,0,0
1105,25,479.2366854123106,1500,479.2366854123106,50.18973998476718,3.181848579193201,-100.2868017340438,63,0,0
1105,30,430.7181057630111,1500,430.7181057630111,50.26317137635689,3.186391165631168,-100.4121585526275,63,0,0
1105,40,358.2757893736077,1500,358.2757893736077,50.44766967101891,3.195472766065246,-100.7309680076676,63,0,0
1105,50,306.7943905583649,1500,306.7943905583649,50.68241857653676,3.204548359343632,-101.1405038285261,63,0,0
1130,0,560.0019118834574,1500,560.0019118834574,62.52229530876402,3.124216927268021,-125.0007649085101,175,0,0
1130,1,560.0021728885647,1500,560.0021728885647,62.52262029701325,3.125105815254468,-125.0012869187294,175,0,0
1130,2,560.0028783370997,1500,560.0028783370997,62.5235080296811,3.125994701713684,-125.0026978158148,175,0,0
1130,5,560.0076613212824,1500,560.0076613212824,62.5295477981851,3.128661337881673,-125.0122637842908,175,0,0
1130,10,560.0245214669026,1500,560.0245214669026,62.55087069835064,3.133105569859186,-125.0459840759295,175,0,0
1130,15,560.052491321325,1500,560.052491321325,62.58626879505631,3.137549447671037,-125.1019237854402,91,0,0
1130,20,558.6867785284275,1500,558.6867785284275,62.6355465795679,3.176899380911513,-125.1800795988258,91,0,0
1130,25,496.3156694223006,1500,496.3156694223006,62.69753841040056,3.181342024180703,-125.2804468870602,63,0,0
1130,30,446.5055150701428,1500,446.5055150701428,62.7720640770344,3.185783787365274,-125.4030197074576,63,0,0
1130,40,371.9491156578958,1500,371.9491156578958,62.95875346884716,3.194663973950353,-125.7147516166374,63,0,0
1130,50,318.8288604037112,1500,318.8288604037112,63.19569742500534,3.203538544347975,-126.1152015881642,63,0,0
1155,0,572.5019116982724,1500,572.5019116982724,75.02663656319569,3.124215241047445,-150.0007648349385,175,0,0
1155,1,572.5021670293621,1500,572.5021670293621,75.02696781215239,3.125084805407461,-150.0012754971224,175,0,0
1155,2,572.5028571421024,1500,572.5028571421024,75.02787432550545,3.125954368337698,-150.0026557226172,175,0,0
1155,5,572.5075361496411,1500,572.5075361496411,75.03404555819056,3.128563035399742,-150.012013737798,175,0,0
1155,10,572.5240297884897,1500,572.5240297884897,75.05583800291586,3.132910662514211,-150.0450010158677,175,0,0
1155,15,572.5513916795646,1500,572.5513916795646,75.09201878911304,3.137257958059702,-150.0997247986409,175,0,0
1155,20,572.5896202715766,1500,572.5896202715766,75.14235192398085,3.176511342820147,-150.176181983539,219,0,0
1155,25,513.5476578164347,1500,513.5476578164347,75.2054373377733,3.180857482572224,-150.274368236793,91,0,0
1155,30,462.4531496532341,1500,462.4531496532341,75.28105732975136,3.185202798361832,-150.3942779946685,63,0,0
1155,40,385.7867034225644,1500,385.7867034225644,75.46993793223501,3.193890303047795,-150.6992396293301,63,0,0
1155,50,331.0245658572156,1500,331.0245658572156,75.70907707033624,3.202572549323146,-151.0909978468958,63,0,0
1180,0,585.0019115209944,1500,585.0019115209944,87.5310759731651,3.124213626580889,-175.0007647644977,175,0,0
1180,1,585.0021614195138,1500,585.0021614195138,87.53141348312833,3.125064689595135,-175.0012645615404,175,0,0
1180,2,585.0028368490439,1500,585.0028368490439,87.53233877825987,3.125915751268936,-175.0026154206139,175,0,0
1180,5,585.0074163043996,1500,585.0074163043996,87.53864148317176,3.128468915919297,-175.011774331422,175,0,0
1180,10,585.0235590313937,1500,585.0235590313937,87.56090350176039,3.132724048468729,-175.0440597857589,175,0,0
1180,15,585.0503388251539,1500,585.0503388251539,87.59786702664339,3.136978870163784,-175.0976193738629,175,0,0
1180,20,585.0877542312973,1500,585.0877542312973,87.64925556871465,3.141233227006587,-175.172450186968,91,0,0
1180,25,530.9282577015553,1500,530.9282577015553,87.71343461975869,3.1803935501401,-175.2685481619781,91,0,0
1180,30,478.5568638941162,1500,478.5568638941162,87.79014899718024,3.184646515721949,-175.3859080825691,63,0,0
1180,40,399.7850039807481,1500,399.7850039807481,87.98122094812994,3.193149515171215,-175.6843871378617,63,0,0
1180,50,343.3785170107108,1500,343.3785170107108,88.2225554297751,3.201647584242791,-176.0678226192456,63,0,0
1205,0,597.5019113511279,1500,597.5019113511279,100.0356124538466,3.12421207938373,-200.0007646969921,175,0,0
1205,1,597.5021560434335,1500,597.5021560434335,100.0359562251762,3.125045411940421,-200.0012540816072,175,0,0
1205,2,597.5028174015517,1500,597.5028174015517,100.0369003032811,3.125878743238713,-200.0025767978559,175,0,0
1205,5,597.5073014526624,1500,597.5073014526624,100.0433344890156,3.12837871800938,-200.0115449001678,175,0,0
1205,10,597.5231078881266,1500,597.5231078881266,100.0660661125042,3.132545209442288,-200.0431577714232,175,0,0
1205,15,597.5493298343606,1500,597.5493298343606,100.1038124280194,3.136711409045266,-200.0956016644386,175,0,0
1205,20,597.5859659259818,1500,597.5859659259818,100.1562564375454,3.140877172241909,-200.1688738484484,91,0,0
1205,25,548.453242755622,1500,548.453242755622,100.2215291839485,3.179948939586565,-200.2629705089525,91,0,0
1205,30,494.8126539683315,1500,494.8126539683315,100.2993380114002,3.184113396634834,-200.377886748709,63,0,0
1205,40,413.9405701354088,1500,413.9405701354088,100.4926014595632,3.192439558287683,-200.6701529712232,63,0,0
1205,50,355.8877974273843,1500,355.8877974273843,100.7361314598683,3.200761090878554,-201.045611738615,63,0,0
1230,0,610.0019111882174,1500,610.0019111882174,112.5402454037344,3.124210595337436,-225.0007646322415,175,0,0
1230,1,610.0021508868078,1500,610.0021508868078,112.540595436826,3.125026921127635,-225.0012440294258,175,0,0
1230,2,610.0027987478554,1500,610.0027987478554,112.5415582991618,3.125843245734917,-225.0025397515326,175,0,0
1230,5,610.0071912887091,1500,610.0071912887091,112.5481239746645,3.128292201579685,-225.011324833325,175,0,0
1230,10,610.0226751579255,1500,610.0226751579255,112.5713252352111,3.132373669458025,-225.0422925720648,175,0,0
1230,15,610.0483620220782,1500,610.0483620220782,112.6098543950985,3.136454863009651,-225.093666300884,175,0,0
1230,20,610.084250597669,1500,610.084250597669,112.6633539344312,3.140535646326584,-225.1654434527868,91,0,0
1230,25,566.1185454067265,1500,566.1185454067265,112.7297204364635,3.1795224686227,-225.2576204419975,91,0,0
1230,30,511.2166518342569,1500,511.2166518342569,112.8086237810171,3.183602024101289,-225.3701926648566,63,0,0
1230,40,428.2500525769061,1500,428.2500525769061,113.0040788810669,3.191758547565367,-225.6564993146128,63,0,0
1230,50,368.5495618987648,1500,368.5495618987648,113.2498045823178,3.199910719230605,-226.02430626509,63,0,0
1255,0,622.5019110318442,1500,622.5019110318442,125.0449744630146,3.124209170652956,-250.0007645700812,175,0,0
1255,1,622.5021459364676,1500,622.5021459364676,125.0453307582874,3.125009169946338,-250.0012343793312,175,0,0
1255,2,622.5027808403256,1500,622.5027808403256,125.0463124061564,3.125809168126368,-250.0025041870581,175,0,0
1255,5,622.5070855312764,1500,622.5070855312764,125.0530095806324,3.128209145746564,-250.011113569039,175,0,0
1255,10,622.5222597360796,1500,622.5222597360796,125.0766805112469,3.132208990612899,-250.0414619789342,175,0,0
1255,15,622.5474329179671,1500,622.5474329179671,125.1159925706222,3.136208577283558,-250.0918083431925,175,0,0
1255,20,622.5826038689062,1500,622.5826038689062,125.1705477036466,3.140207777839699,-250.162150245749,91,0,0
1255,25,583.9202494486689,1500,583.9202494486689,125.2380080230205,3.179113049476461,-250.2524843116275,91,0,0
1255,30,527.76511952544,1500,527.76511952544,125.3180059533623,3.183111094367924,-250.3628062077496,63,0,0
1255,40,442.7101964329495,1500,442.7101964329495,125.51565286371,3.191104748689663,-250.6433913743606,63,0,0
1255,50,381.3610342833926,1500,381.3610342833926,125.7635744525975,3.199094306775218,-251.0038519640959,63,0,0
1280,0,635.0019108816227,1500,635.0019108816227,137.5497994037308,3.124207801838423,-275.0007645103583,175,0,0
1280,1,635.0021411802777,1500,635.0021411802777,137.5501619616216,3.124992114888866,-275.0012251076712,175,0,0
1280,2,635.0027636350695,1500,635.0027636350695,137.5511623963617,3.125776426890172,-275.0024700172651,175,0,0
1280,5,635.0069839211601,1500,635.0069839211601,137.5579910792312,3.128129346950089,-275.0109105895212,175,0,0
